time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/loss,train/clip_range,train/value_loss,train/entropy_loss,train/explained_variance,train/approx_kl,train/learning_rate,train/clip_fraction,train/n_updates,train/policy_gradient_loss
16,7.5001999999999995,41,88.01,16384,394,0.34596025943756104,0.2,0.5881290245801211,-0.6408222883939743,0.8980053663253784,0.0049135676,0.0003,0.01103515625,150,-0.002548483802820556
17,7.710300000000001,44,88.66,17408,394,0.5191569328308105,0.2,0.9474523771554232,-0.6339845027774572,0.8189472556114197,0.003711028,0.0003,0.05078125,160,-0.006052882436779328
18,7.866700000000001,46,89.94,18432,396,0.3793930411338806,0.2,0.6831189980730414,-0.6211376708000899,0.851935625076294,0.0076149097,0.0003,0.03271484375,170,-0.002867926214821637
19,8.0069,48,91.49,19456,398,0.17606529593467712,0.2,0.4120566053315997,-0.6143425431102514,0.9040717482566833,0.0049117785,0.0003,0.0162109375,180,-0.0010440538404509424
20,8.004600000000002,51,91.23,20480,397,0.22446107864379883,0.2,0.43923492953181265,-0.6201122790575028,0.9285380840301514,0.012957279,0.0003,0.1572265625,190,-0.008519038202939555
21,8.010900000000001,54,90.85,21504,397,0.27845773100852966,0.2,0.6843127528205514,-0.6122835543006658,0.8863980770111084,0.006112579,0.0003,0.04794921875,200,-0.004271535543375648
22,8.076600000000001,56,91.54,22528,397,0.21973417699337006,0.2,0.4629871051758528,-0.575305438041687,0.9272770881652832,0.0056339214,0.0003,0.05302734375,210,-0.008210458894609474
23,8.0331,59,91.26,23552,398,0.2684442102909088,0.2,0.4809495841152966,-0.57737438082695,0.9135158658027649,0.0064864177,0.0003,0.06298828125,220,-0.007534496617154218
24,8.183599999999998,61,92.2,24576,399,0.1975889354944229,0.2,0.6149092651903629,-0.5772776365280151,0.8948659300804138,0.0036360915,0.0003,0.04326171875,230,-0.00444972759578377
25,8.3877,63,94.35,25600,401,0.27977967262268066,0.2,0.4787216016091406,-0.5791386868804693,0.9180920124053955,0.004659392,0.0003,0.03955078125,240,-0.0018353569379542024
26,8.5945,66,96.28,26624,402,0.27460551261901855,0.2,0.539108060952276,-0.5454045049846172,0.9181652069091797,0.004316801,0.0003,0.02724609375,250,-0.0027618432795861736
27,8.7057,68,96.75,27648,403,0.2900981903076172,0.2,0.6422980230301618,-0.5437964510172606,0.8908591866493225,0.0055364603,0.0003,0.05390625,260,-0.00675668126787059
28,8.433800000000002,71,95.06,28672,402,0.17617560923099518,0.2,0.4694824471138418,-0.5258475044742227,0.9277986288070679,0.0041697915,0.0003,0.075,270,-0.003750426575425081
29,8.438099999999999,73,95.32,29696,403,0.46198365092277527,0.2,0.9910361461341382,-0.5293704710900784,0.8462175726890564,0.0047808355,0.0003,0.04150390625,280,-0.003010982534033246
30,8.613199999999999,75,96.03,30720,404,0.21850784122943878,0.2,0.5974837858229876,-0.5213048450648785,0.9002853035926819,0.0042554624,0.0003,0.03388671875,290,-0.0031343766342615707
31,8.670499999999999,78,96.11,31744,405,0.2549605369567871,0.2,0.4433610089123249,-0.5347245721146464,0.9219486713409424,0.004431745,0.0003,0.03818359375,300,-0.0019496944907587022
32,8.761899999999999,80,96.0,32768,405,0.4130760729312897,0.2,0.8698762640357017,-0.5248962040990591,0.8553431034088135,0.0060170772,0.0003,0.03759765625,310,-0.0026603284903103487
