family,seed,split,partition,regime,case,episode_id,arm,declared_case_count,episode_weighted_centered_mse,episodes,prior_rows,supported_case_count,supported_cases,supported_episode_centered_mse,supported_episodes,weight_mass,zero_support_cases,zero_support_episode_ids
innovation_aux,275000002,train,overall,,,,,18,0.04814423522520819,54,6761,17,"[{""case"":0,""regime"":""lambda3""},{""case"":1,""regime"":""lambda3""},{""case"":2,""regime"":""lambda3""},{""case"":3,""regime"":""lambda3""},{""case"":4,""regime"":""lambda3""},{""case"":5,""regime"":""lambda3""},{""case"":7,""regime"":""lambda3""},{""case"":8,""regime"":""lambda3""},{""case"":0,""regime"":""lambda4""},{""case"":1,""regime"":""lambda4""},{""case"":2,""regime"":""lambda4""},{""case"":3,""regime"":""lambda4""},{""case"":4,""regime"":""lambda4""},{""case"":5,""regime"":""lambda4""},{""case"":6,""regime"":""lambda4""},{""case"":7,""regime"":""lambda4""},{""case"":8,""regime"":""lambda4""}]",0.05531465323747324,47,0.8703703703703703,"[{""case"":6,""regime"":""lambda3""}]","[""train:lambda3:271000003:analytic"",""train:lambda3:271000003:neural"",""train:lambda3:271000007:analytic"",""train:lambda3:271000007:neural"",""train:lambda3:271000007:period4_hold"",""train:lambda4:272000001:analytic"",""train:lambda4:272000003:period4_hold""]"
innovation_aux,275000002,train,regime,lambda3,,,,9,0.04468531710405873,27,4463,8,"[{""case"":0,""regime"":""lambda3""},{""case"":1,""regime"":""lambda3""},{""case"":2,""regime"":""lambda3""},{""case"":3,""regime"":""lambda3""},{""case"":4,""regime"":""lambda3""},{""case"":5,""regime"":""lambda3""},{""case"":7,""regime"":""lambda3""},{""case"":8,""regime"":""lambda3""}]",0.054841070991344804,22,0.8148148148148148,"[{""case"":6,""regime"":""lambda3""}]","[""train:lambda3:271000003:analytic"",""train:lambda3:271000003:neural"",""train:lambda3:271000007:analytic"",""train:lambda3:271000007:neural"",""train:lambda3:271000007:period4_hold""]"
innovation_aux,275000002,train,regime,lambda4,,,,9,0.05160315334635765,27,2298,9,"[{""case"":0,""regime"":""lambda4""},{""case"":1,""regime"":""lambda4""},{""case"":2,""regime"":""lambda4""},{""case"":3,""regime"":""lambda4""},{""case"":4,""regime"":""lambda4""},{""case"":5,""regime"":""lambda4""},{""case"":6,""regime"":""lambda4""},{""case"":7,""regime"":""lambda4""},{""case"":8,""regime"":""lambda4""}]",0.05573140561406627,25,0.9259259259259259,[],"[""train:lambda4:272000001:analytic"",""train:lambda4:272000003:period4_hold""]"
innovation_aux,275000002,train,case,lambda3,0,,,1,0.03686875385540777,3,553,1,"[{""case"":0,""regime"":""lambda3""}]",0.03686875385540777,3,1.0,[],[]
innovation_aux,275000002,train,case,lambda3,1,,,1,0.05469065212664755,3,558,1,"[{""case"":1,""regime"":""lambda3""}]",0.05469065212664755,3,1.0,[],[]
innovation_aux,275000002,train,case,lambda3,2,,,1,0.008989530141811081,3,546,1,"[{""case"":2,""regime"":""lambda3""}]",0.02696859042543324,1,0.3333333333333333,[],"[""train:lambda3:271000003:analytic"",""train:lambda3:271000003:neural""]"
innovation_aux,275000002,train,case,lambda3,3,,,1,0.07992232470512893,3,580,1,"[{""case"":3,""regime"":""lambda3""}]",0.07992232470512893,3,1.0,[],[]
innovation_aux,275000002,train,case,lambda3,4,,,1,0.01554748481725815,3,549,1,"[{""case"":4,""regime"":""lambda3""}]",0.01554748481725815,3,1.0,[],[]
innovation_aux,275000002,train,case,lambda3,5,,,1,0.021727950815473036,3,551,1,"[{""case"":5,""regime"":""lambda3""}]",0.021727950815473036,3,1.0,[],[]
innovation_aux,275000002,train,case,lambda3,6,,,1,0.0,3,0,0,[],,0,0.0,"[{""case"":6,""regime"":""lambda3""}]","[""train:lambda3:271000007:analytic"",""train:lambda3:271000007:neural"",""train:lambda3:271000007:period4_hold""]"
innovation_aux,275000002,train,case,lambda3,7,,,1,0.07513983960116076,3,571,1,"[{""case"":7,""regime"":""lambda3""}]",0.07513983960116076,3,1.0,[],[]
innovation_aux,275000002,train,case,lambda3,8,,,1,0.10928131787364126,3,555,1,"[{""case"":8,""regime"":""lambda3""}]",0.10928131787364126,3,1.0,[],[]
innovation_aux,275000002,train,case,lambda4,0,,,1,0.035975156179056,3,12,1,"[{""case"":0,""regime"":""lambda4""}]",0.053962734268584,2,0.6666666666666666,[],"[""train:lambda4:272000001:analytic""]"
innovation_aux,275000002,train,case,lambda4,1,,,1,0.05356370812826283,3,555,1,"[{""case"":1,""regime"":""lambda4""}]",0.05356370812826283,3,1.0,[],[]
innovation_aux,275000002,train,case,lambda4,2,,,1,0.04694999332920307,3,8,1,"[{""case"":2,""regime"":""lambda4""}]",0.0704249899938046,2,0.6666666666666666,[],"[""train:lambda4:272000003:period4_hold""]"
innovation_aux,275000002,train,case,lambda4,3,,,1,0.033240091794329435,3,37,1,"[{""case"":3,""regime"":""lambda4""}]",0.033240091794329435,3,1.0,[],[]
innovation_aux,275000002,train,case,lambda4,4,,,1,0.04943653184020111,3,552,1,"[{""case"":4,""regime"":""lambda4""}]",0.04943653184020111,3,1.0,[],[]
innovation_aux,275000002,train,case,lambda4,5,,,1,0.042786017100210905,3,551,1,"[{""case"":5,""regime"":""lambda4""}]",0.042786017100210905,3,1.0,[],[]
innovation_aux,275000002,train,case,lambda4,6,,,1,0.052870344655410594,3,553,1,"[{""case"":6,""regime"":""lambda4""}]",0.052870344655410594,3,1.0,[],[]
innovation_aux,275000002,train,case,lambda4,7,,,1,0.0492359673283147,3,18,1,"[{""case"":7,""regime"":""lambda4""}]",0.0492359673283147,3,1.0,[],[]
innovation_aux,275000002,train,case,lambda4,8,,,1,0.1003705697622302,3,12,1,"[{""case"":8,""regime"":""lambda4""}]",0.1003705697622302,3,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,0,train:lambda3:271000001:analytic,analytic,1,0.02289214028303377,1,2,1,"[{""case"":0,""regime"":""lambda3""}]",0.02289214028303377,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,0,train:lambda3:271000001:neural,neural,1,0.06437459061965853,1,5,1,"[{""case"":0,""regime"":""lambda3""}]",0.06437459061965853,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,0,train:lambda3:271000001:period4_hold,period4_hold,1,0.023339530663531012,1,546,1,"[{""case"":0,""regime"":""lambda3""}]",0.023339530663531012,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,1,train:lambda3:271000002:neural,neural,1,0.041744561203563534,1,5,1,"[{""case"":1,""regime"":""lambda3""}]",0.041744561203563534,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,1,train:lambda3:271000002:period4_hold,period4_hold,1,0.049705211758447006,1,546,1,"[{""case"":1,""regime"":""lambda3""}]",0.049705211758447006,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,1,train:lambda3:271000002:analytic,analytic,1,0.07262218341793211,1,7,1,"[{""case"":1,""regime"":""lambda3""}]",0.07262218341793211,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,2,train:lambda3:271000003:period4_hold,period4_hold,1,0.02696859042543324,1,546,1,"[{""case"":2,""regime"":""lambda3""}]",0.02696859042543324,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,2,train:lambda3:271000003:analytic,analytic,1,0.0,1,0,0,[],,0,0.0,"[{""case"":2,""regime"":""lambda3""}]","[""train:lambda3:271000003:analytic""]"
innovation_aux,275000002,train,episode,lambda3,2,train:lambda3:271000003:neural,neural,1,0.0,1,0,0,[],,0,0.0,"[{""case"":2,""regime"":""lambda3""}]","[""train:lambda3:271000003:neural""]"
innovation_aux,275000002,train,episode,lambda3,3,train:lambda3:271000004:analytic,analytic,1,0.08308737676851319,1,16,1,"[{""case"":3,""regime"":""lambda3""}]",0.08308737676851319,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,3,train:lambda3:271000004:neural,neural,1,0.11857759977265342,1,18,1,"[{""case"":3,""regime"":""lambda3""}]",0.11857759977265342,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,3,train:lambda3:271000004:period4_hold,period4_hold,1,0.03810199757422019,1,546,1,"[{""case"":3,""regime"":""lambda3""}]",0.03810199757422019,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,4,train:lambda3:271000005:neural,neural,1,0.005651283832264653,1,2,1,"[{""case"":4,""regime"":""lambda3""}]",0.005651283832264653,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,4,train:lambda3:271000005:period4_hold,period4_hold,1,0.030579289205992125,1,546,1,"[{""case"":4,""regime"":""lambda3""}]",0.030579289205992125,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,4,train:lambda3:271000005:analytic,analytic,1,0.010411881413517676,1,1,1,"[{""case"":4,""regime"":""lambda3""}]",0.010411881413517676,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,5,train:lambda3:271000006:period4_hold,period4_hold,1,0.025862131748160246,1,546,1,"[{""case"":5,""regime"":""lambda3""}]",0.025862131748160246,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,5,train:lambda3:271000006:analytic,analytic,1,0.005379534994403912,1,2,1,"[{""case"":5,""regime"":""lambda3""}]",0.005379534994403912,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,5,train:lambda3:271000006:neural,neural,1,0.03394218570385495,1,3,1,"[{""case"":5,""regime"":""lambda3""}]",0.03394218570385495,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,6,train:lambda3:271000007:analytic,analytic,1,0.0,1,0,0,[],,0,0.0,"[{""case"":6,""regime"":""lambda3""}]","[""train:lambda3:271000007:analytic""]"
innovation_aux,275000002,train,episode,lambda3,6,train:lambda3:271000007:neural,neural,1,0.0,1,0,0,[],,0,0.0,"[{""case"":6,""regime"":""lambda3""}]","[""train:lambda3:271000007:neural""]"
innovation_aux,275000002,train,episode,lambda3,6,train:lambda3:271000007:period4_hold,period4_hold,1,0.0,1,0,0,[],,0,0.0,"[{""case"":6,""regime"":""lambda3""}]","[""train:lambda3:271000007:period4_hold""]"
innovation_aux,275000002,train,episode,lambda3,7,train:lambda3:271000008:neural,neural,1,0.11367112595501812,1,13,1,"[{""case"":7,""regime"":""lambda3""}]",0.11367112595501812,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,7,train:lambda3:271000008:period4_hold,period4_hold,1,0.026144221449702913,1,546,1,"[{""case"":7,""regime"":""lambda3""}]",0.026144221449702913,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,7,train:lambda3:271000008:analytic,analytic,1,0.08560417139876127,1,12,1,"[{""case"":7,""regime"":""lambda3""}]",0.08560417139876127,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,8,train:lambda3:271000009:period4_hold,period4_hold,1,0.025894928064542137,1,546,1,"[{""case"":8,""regime"":""lambda3""}]",0.025894928064542137,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,8,train:lambda3:271000009:analytic,analytic,1,0.1497576599414394,1,4,1,"[{""case"":8,""regime"":""lambda3""}]",0.1497576599414394,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda3,8,train:lambda3:271000009:neural,neural,1,0.15219136561494223,1,5,1,"[{""case"":8,""regime"":""lambda3""}]",0.15219136561494223,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,0,train:lambda4:272000001:analytic,analytic,1,0.0,1,0,0,[],,0,0.0,"[{""case"":0,""regime"":""lambda4""}]","[""train:lambda4:272000001:analytic""]"
innovation_aux,275000002,train,episode,lambda4,0,train:lambda4:272000001:neural,neural,1,0.07603926236053127,1,8,1,"[{""case"":0,""regime"":""lambda4""}]",0.07603926236053127,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,0,train:lambda4:272000001:period4_hold,period4_hold,1,0.03188620617663673,1,4,1,"[{""case"":0,""regime"":""lambda4""}]",0.03188620617663673,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,1,train:lambda4:272000002:neural,neural,1,0.0908847416139416,1,5,1,"[{""case"":1,""regime"":""lambda4""}]",0.0908847416139416,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,1,train:lambda4:272000002:period4_hold,period4_hold,1,0.027401361879573705,1,546,1,"[{""case"":1,""regime"":""lambda4""}]",0.027401361879573705,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,1,train:lambda4:272000002:analytic,analytic,1,0.04240502089127318,1,4,1,"[{""case"":1,""regime"":""lambda4""}]",0.04240502089127318,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,2,train:lambda4:272000003:period4_hold,period4_hold,1,0.0,1,0,0,[],,0,0.0,"[{""case"":2,""regime"":""lambda4""}]","[""train:lambda4:272000003:period4_hold""]"
innovation_aux,275000002,train,episode,lambda4,2,train:lambda4:272000003:analytic,analytic,1,0.007508147936164278,1,2,1,"[{""case"":2,""regime"":""lambda4""}]",0.007508147936164278,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,2,train:lambda4:272000003:neural,neural,1,0.13334183205144493,1,6,1,"[{""case"":2,""regime"":""lambda4""}]",0.13334183205144493,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,3,train:lambda4:272000004:analytic,analytic,1,0.017758330660581124,1,10,1,"[{""case"":3,""regime"":""lambda4""}]",0.017758330660581124,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,3,train:lambda4:272000004:neural,neural,1,0.03297303484610707,1,11,1,"[{""case"":3,""regime"":""lambda4""}]",0.03297303484610707,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,3,train:lambda4:272000004:period4_hold,period4_hold,1,0.04898890987630011,1,16,1,"[{""case"":3,""regime"":""lambda4""}]",0.04898890987630011,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,4,train:lambda4:272000005:neural,neural,1,0.026283591476953916,1,2,1,"[{""case"":4,""regime"":""lambda4""}]",0.026283591476953916,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,4,train:lambda4:272000005:period4_hold,period4_hold,1,0.022027297811539035,1,546,1,"[{""case"":4,""regime"":""lambda4""}]",0.022027297811539035,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,4,train:lambda4:272000005:analytic,analytic,1,0.09999870623211038,1,4,1,"[{""case"":4,""regime"":""lambda4""}]",0.09999870623211038,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,5,train:lambda4:272000006:period4_hold,period4_hold,1,0.04460509514069166,1,546,1,"[{""case"":5,""regime"":""lambda4""}]",0.04460509514069166,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,5,train:lambda4:272000006:analytic,analytic,1,0.009028913300682007,1,2,1,"[{""case"":5,""regime"":""lambda4""}]",0.009028913300682007,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,5,train:lambda4:272000006:neural,neural,1,0.07472404285925904,1,3,1,"[{""case"":5,""regime"":""lambda4""}]",0.07472404285925904,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,6,train:lambda4:272000007:analytic,analytic,1,0.008193139822367357,1,2,1,"[{""case"":6,""regime"":""lambda4""}]",0.008193139822367357,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,6,train:lambda4:272000007:neural,neural,1,0.10284944383139419,1,5,1,"[{""case"":6,""regime"":""lambda4""}]",0.10284944383139419,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,6,train:lambda4:272000007:period4_hold,period4_hold,1,0.047568450312470215,1,546,1,"[{""case"":6,""regime"":""lambda4""}]",0.047568450312470215,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,7,train:lambda4:272000008:neural,neural,1,0.03141244863118686,1,8,1,"[{""case"":7,""regime"":""lambda4""}]",0.03141244863118686,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,7,train:lambda4:272000008:period4_hold,period4_hold,1,0.019054534780252652,1,1,1,"[{""case"":7,""regime"":""lambda4""}]",0.019054534780252652,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,7,train:lambda4:272000008:analytic,analytic,1,0.09724091857350459,1,9,1,"[{""case"":7,""regime"":""lambda4""}]",0.09724091857350459,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,8,train:lambda4:272000009:period4_hold,period4_hold,1,0.16866020927660466,1,6,1,"[{""case"":8,""regime"":""lambda4""}]",0.16866020927660466,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,8,train:lambda4:272000009:analytic,analytic,1,0.00993598294462572,1,1,1,"[{""case"":8,""regime"":""lambda4""}]",0.00993598294462572,1,1.0,[],[]
innovation_aux,275000002,train,episode,lambda4,8,train:lambda4:272000009:neural,neural,1,0.12251551706546024,1,5,1,"[{""case"":8,""regime"":""lambda4""}]",0.12251551706546024,1,1.0,[],[]
innovation_mse,275000002,train,overall,,,,,18,0.12758150836188178,54,6761,17,"[{""case"":0,""regime"":""lambda3""},{""case"":1,""regime"":""lambda3""},{""case"":2,""regime"":""lambda3""},{""case"":3,""regime"":""lambda3""},{""case"":4,""regime"":""lambda3""},{""case"":5,""regime"":""lambda3""},{""case"":7,""regime"":""lambda3""},{""case"":8,""regime"":""lambda3""},{""case"":0,""regime"":""lambda4""},{""case"":1,""regime"":""lambda4""},{""case"":2,""regime"":""lambda4""},{""case"":3,""regime"":""lambda4""},{""case"":4,""regime"":""lambda4""},{""case"":5,""regime"":""lambda4""},{""case"":6,""regime"":""lambda4""},{""case"":7,""regime"":""lambda4""},{""case"":8,""regime"":""lambda4""}]",0.14658300960726844,47,0.8703703703703703,"[{""case"":6,""regime"":""lambda3""}]","[""train:lambda3:271000003:analytic"",""train:lambda3:271000003:neural"",""train:lambda3:271000007:analytic"",""train:lambda3:271000007:neural"",""train:lambda3:271000007:period4_hold"",""train:lambda4:272000001:analytic"",""train:lambda4:272000003:period4_hold""]"
innovation_mse,275000002,train,regime,lambda3,,,,9,0.12652448646472217,27,4463,8,"[{""case"":0,""regime"":""lambda3""},{""case"":1,""regime"":""lambda3""},{""case"":2,""regime"":""lambda3""},{""case"":3,""regime"":""lambda3""},{""case"":4,""regime"":""lambda3""},{""case"":5,""regime"":""lambda3""},{""case"":7,""regime"":""lambda3""},{""case"":8,""regime"":""lambda3""}]",0.15528005157034086,22,0.8148148148148148,"[{""case"":6,""regime"":""lambda3""}]","[""train:lambda3:271000003:analytic"",""train:lambda3:271000003:neural"",""train:lambda3:271000007:analytic"",""train:lambda3:271000007:neural"",""train:lambda3:271000007:period4_hold""]"
innovation_mse,275000002,train,regime,lambda4,,,,9,0.1286385302590414,27,2298,9,"[{""case"":0,""regime"":""lambda4""},{""case"":1,""regime"":""lambda4""},{""case"":2,""regime"":""lambda4""},{""case"":3,""regime"":""lambda4""},{""case"":4,""regime"":""lambda4""},{""case"":5,""regime"":""lambda4""},{""case"":6,""regime"":""lambda4""},{""case"":7,""regime"":""lambda4""},{""case"":8,""regime"":""lambda4""}]",0.1389296126797647,25,0.9259259259259259,[],"[""train:lambda4:272000001:analytic"",""train:lambda4:272000003:period4_hold""]"
innovation_mse,275000002,train,case,lambda3,0,,,1,0.11215913461969801,3,553,1,"[{""case"":0,""regime"":""lambda3""}]",0.11215913461969801,3,1.0,[],[]
innovation_mse,275000002,train,case,lambda3,1,,,1,0.12117841312778976,3,558,1,"[{""case"":1,""regime"":""lambda3""}]",0.12117841312778976,3,1.0,[],[]
innovation_mse,275000002,train,case,lambda3,2,,,1,0.03175088185865485,3,546,1,"[{""case"":2,""regime"":""lambda3""}]",0.09525264557596455,1,0.3333333333333333,[],"[""train:lambda3:271000003:analytic"",""train:lambda3:271000003:neural""]"
innovation_mse,275000002,train,case,lambda3,3,,,1,0.19840299917589646,3,580,1,"[{""case"":3,""regime"":""lambda3""}]",0.19840299917589646,3,1.0,[],[]
innovation_mse,275000002,train,case,lambda3,4,,,1,0.07343217777007577,3,549,1,"[{""case"":4,""regime"":""lambda3""}]",0.07343217777007577,3,1.0,[],[]
innovation_mse,275000002,train,case,lambda3,5,,,1,0.09228293420144824,3,551,1,"[{""case"":5,""regime"":""lambda3""}]",0.09228293420144824,3,1.0,[],[]
innovation_mse,275000002,train,case,lambda3,6,,,1,0.0,3,0,0,[],,0,0.0,"[{""case"":6,""regime"":""lambda3""}]","[""train:lambda3:271000007:analytic"",""train:lambda3:271000007:neural"",""train:lambda3:271000007:period4_hold""]"
innovation_mse,275000002,train,case,lambda3,7,,,1,0.166635524325304,3,571,1,"[{""case"":7,""regime"":""lambda3""}]",0.166635524325304,3,1.0,[],[]
innovation_mse,275000002,train,case,lambda3,8,,,1,0.34287831310363254,3,555,1,"[{""case"":8,""regime"":""lambda3""}]",0.34287831310363254,3,1.0,[],[]
innovation_mse,275000002,train,case,lambda4,0,,,1,0.08108583493906707,3,12,1,"[{""case"":0,""regime"":""lambda4""}]",0.1216287524086006,2,0.6666666666666666,[],"[""train:lambda4:272000001:analytic""]"
innovation_mse,275000002,train,case,lambda4,1,,,1,0.13035916210231613,3,555,1,"[{""case"":1,""regime"":""lambda4""}]",0.13035916210231613,3,1.0,[],[]
innovation_mse,275000002,train,case,lambda4,2,,,1,0.08919638409514856,3,8,1,"[{""case"":2,""regime"":""lambda4""}]",0.13379457614272283,2,0.6666666666666666,[],"[""train:lambda4:272000003:period4_hold""]"
innovation_mse,275000002,train,case,lambda4,3,,,1,0.05847619480838582,3,37,1,"[{""case"":3,""regime"":""lambda4""}]",0.05847619480838582,3,1.0,[],[]
innovation_mse,275000002,train,case,lambda4,4,,,1,0.14568622402035436,3,552,1,"[{""case"":4,""regime"":""lambda4""}]",0.14568622402035436,3,1.0,[],[]
innovation_mse,275000002,train,case,lambda4,5,,,1,0.1755150195423962,3,551,1,"[{""case"":5,""regime"":""lambda4""}]",0.1755150195423962,3,1.0,[],[]
innovation_mse,275000002,train,case,lambda4,6,,,1,0.16260681854804512,3,553,1,"[{""case"":6,""regime"":""lambda4""}]",0.16260681854804512,3,1.0,[],[]
innovation_mse,275000002,train,case,lambda4,7,,,1,0.07740964031841747,3,18,1,"[{""case"":7,""regime"":""lambda4""}]",0.07740964031841747,3,1.0,[],[]
innovation_mse,275000002,train,case,lambda4,8,,,1,0.2374114939572419,3,12,1,"[{""case"":8,""regime"":""lambda4""}]",0.2374114939572419,3,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,0,train:lambda3:271000001:analytic,analytic,1,0.14440006077208523,1,2,1,"[{""case"":0,""regime"":""lambda3""}]",0.14440006077208523,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,0,train:lambda3:271000001:neural,neural,1,0.08618341544817838,1,5,1,"[{""case"":0,""regime"":""lambda3""}]",0.08618341544817838,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,0,train:lambda3:271000001:period4_hold,period4_hold,1,0.10589392763883043,1,546,1,"[{""case"":0,""regime"":""lambda3""}]",0.10589392763883043,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,1,train:lambda3:271000002:neural,neural,1,0.09695220998430613,1,5,1,"[{""case"":1,""regime"":""lambda3""}]",0.09695220998430613,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,1,train:lambda3:271000002:period4_hold,period4_hold,1,0.11867484611382244,1,546,1,"[{""case"":1,""regime"":""lambda3""}]",0.11867484611382244,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,1,train:lambda3:271000002:analytic,analytic,1,0.14790818328524072,1,7,1,"[{""case"":1,""regime"":""lambda3""}]",0.14790818328524072,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,2,train:lambda3:271000003:period4_hold,period4_hold,1,0.09525264557596455,1,546,1,"[{""case"":2,""regime"":""lambda3""}]",0.09525264557596455,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,2,train:lambda3:271000003:analytic,analytic,1,0.0,1,0,0,[],,0,0.0,"[{""case"":2,""regime"":""lambda3""}]","[""train:lambda3:271000003:analytic""]"
innovation_mse,275000002,train,episode,lambda3,2,train:lambda3:271000003:neural,neural,1,0.0,1,0,0,[],,0,0.0,"[{""case"":2,""regime"":""lambda3""}]","[""train:lambda3:271000003:neural""]"
innovation_mse,275000002,train,episode,lambda3,3,train:lambda3:271000004:analytic,analytic,1,0.13667676800096995,1,16,1,"[{""case"":3,""regime"":""lambda3""}]",0.13667676800096995,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,3,train:lambda3:271000004:neural,neural,1,0.17328736846239126,1,18,1,"[{""case"":3,""regime"":""lambda3""}]",0.17328736846239126,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,3,train:lambda3:271000004:period4_hold,period4_hold,1,0.28524486106432817,1,546,1,"[{""case"":3,""regime"":""lambda3""}]",0.28524486106432817,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,4,train:lambda3:271000005:neural,neural,1,0.06742083028751722,1,2,1,"[{""case"":4,""regime"":""lambda3""}]",0.06742083028751722,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,4,train:lambda3:271000005:period4_hold,period4_hold,1,0.06832372521486178,1,546,1,"[{""case"":4,""regime"":""lambda3""}]",0.06832372521486178,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,4,train:lambda3:271000005:analytic,analytic,1,0.08455197780784829,1,1,1,"[{""case"":4,""regime"":""lambda3""}]",0.08455197780784829,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,5,train:lambda3:271000006:period4_hold,period4_hold,1,0.08322115068248197,1,546,1,"[{""case"":5,""regime"":""lambda3""}]",0.08322115068248197,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,5,train:lambda3:271000006:analytic,analytic,1,0.04921781701196437,1,2,1,"[{""case"":5,""regime"":""lambda3""}]",0.04921781701196437,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,5,train:lambda3:271000006:neural,neural,1,0.14440983490989842,1,3,1,"[{""case"":5,""regime"":""lambda3""}]",0.14440983490989842,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,6,train:lambda3:271000007:analytic,analytic,1,0.0,1,0,0,[],,0,0.0,"[{""case"":6,""regime"":""lambda3""}]","[""train:lambda3:271000007:analytic""]"
innovation_mse,275000002,train,episode,lambda3,6,train:lambda3:271000007:neural,neural,1,0.0,1,0,0,[],,0,0.0,"[{""case"":6,""regime"":""lambda3""}]","[""train:lambda3:271000007:neural""]"
innovation_mse,275000002,train,episode,lambda3,6,train:lambda3:271000007:period4_hold,period4_hold,1,0.0,1,0,0,[],,0,0.0,"[{""case"":6,""regime"":""lambda3""}]","[""train:lambda3:271000007:period4_hold""]"
innovation_mse,275000002,train,episode,lambda3,7,train:lambda3:271000008:neural,neural,1,0.2023641585375388,1,13,1,"[{""case"":7,""regime"":""lambda3""}]",0.2023641585375388,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,7,train:lambda3:271000008:period4_hold,period4_hold,1,0.17818713876725234,1,546,1,"[{""case"":7,""regime"":""lambda3""}]",0.17818713876725234,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,7,train:lambda3:271000008:analytic,analytic,1,0.11935527567112085,1,12,1,"[{""case"":7,""regime"":""lambda3""}]",0.11935527567112085,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,8,train:lambda3:271000009:period4_hold,period4_hold,1,0.1320424552648758,1,546,1,"[{""case"":8,""regime"":""lambda3""}]",0.1320424552648758,1,1.0,[],[]
innovation_mse,275000002,train,episode,lambda3,8,train:lambda3:271000009:analytic,analytic,1,0.3325277556351587,1,4,1,"[{""case"":8,""regime"":""lambda3""}]",0.3325277556351587,1,1.0,[],[]
