rollout/ep_rew_mean,time/episodes,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/learning_rate,train/loss,train/n_updates
7.1188,336,0.05,72,89.56,29238,401,0.0003,0.02640352211892605,6797
7.142100000000002,340,0.05,73,89.28,29580,401,0.0003,0.03438307344913483,6882
7.161400000000001,344,0.05,74,89.37,29972,402,0.0003,0.04045603424310684,6980
7.209300000000001,348,0.05,75,89.48,30291,402,0.0003,0.022387295961380005,7060
7.2971,352,0.05,76,90.29,30734,402,0.0003,0.04078668728470802,7171
7.3836,356,0.05,77,90.69,31098,402,0.0003,0.04279018193483353,7262
7.420799999999999,360,0.05,78,90.54,31477,402,0.0003,0.018947826698422432,7357
7.421299999999999,364,0.05,78,90.2,31816,402,0.0003,0.035091374069452286,7441
7.458099999999999,368,0.05,79,90.49,32144,402,0.0003,0.029221508651971817,7523
7.4978,372,0.05,80,90.41,32493,402,0.0003,0.017979180440306664,7611
