rollout/ep_rew_mean,time/episodes,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/learning_rate,train/loss,train/n_updates
6.2075,4,0.98399658203125,0,69.0,276,284,,,
7.2837499999999995,8,0.9606292724609375,1,84.875,679,343,,,
6.849166666666665,12,0.9436981201171875,2,80.91666666666667,971,344,,,
7.172499999999999,16,0.9224761962890625,3,83.5625,1337,350,,,
6.829499999999999,20,0.90513916015625,4,81.8,1636,349,,,
6.548750000000001,24,0.889715576171875,5,79.25,1902,351,,,
6.147142857142859,28,0.87591552734375,6,76.42857142857143,2140,349,0.0003,0.05945958197116852,22
6.4240625,32,0.8505767822265625,7,80.53125,2577,360,0.0003,0.040012527257204056,132
6.446666666666666,36,0.8302825927734375,8,81.30555555555556,2927,361,0.0003,0.020139794796705246,219
6.6892499999999995,40,0.80517578125,9,84.0,3360,368,0.0003,0.02508654072880745,327
6.820681818181819,44,0.78360595703125,10,84.81818181818181,3732,370,0.0003,0.03168632835149765,420
6.809375,48,0.7658050537109375,10,84.14583333333333,4039,370,0.0003,0.032125771045684814,497
6.8167307692307695,52,0.7458587646484376,11,84.28846153846153,4383,372,0.0003,0.01890821009874344,583
6.965357142857144,56,0.722607421875,12,85.42857142857143,4784,375,0.0003,0.02276640385389328,683
6.977666666666668,60,0.7029510498046876,13,85.38333333333334,5123,375,0.0003,0.06728861480951309,768
7.00234375,64,0.6812072753906251,14,85.90625,5498,377,0.0003,0.03634602203965187,862
6.996617647058824,68,0.6613189697265625,15,85.8970588235294,5841,377,0.0003,0.05222424119710922,948
7.060555555555556,72,0.6391693115234376,16,86.43055555555556,6223,377,0.0003,0.02543589659035206,1043
7.1292105263157906,76,0.6192230224609375,17,86.40789473684211,6567,377,0.0003,0.013903526589274406,1129
6.984875,80,0.60594482421875,18,84.95,6796,374,0.0003,0.035114169120788574,1186
6.95690476190476,84,0.5877960205078125,18,84.63095238095238,7109,374,0.0003,0.02286362834274769,1265
6.998295454545455,88,0.566168212890625,19,85.02272727272727,7482,376,0.0003,0.025394773110747337,1358
6.98108695652174,92,0.5483673095703125,20,84.66304347826087,7789,375,0.0003,0.02425244078040123,1435
6.9559375,96,0.5291168212890625,21,84.59375,8121,374,0.0003,0.022612860426306725,1518
7.033599999999999,100,0.5081268310546876,22,84.83,8483,373,0.0003,0.029246678575873375,1608
7.0428999999999995,104,0.488702392578125,23,85.42,8818,374,0.0003,0.018695633858442307,1692
6.9751,108,0.46956787109375,24,84.69,9148,374,0.0003,0.024015899747610092,1774
6.9814,112,0.449273681640625,25,85.27,9498,374,0.0003,0.04398814216256142,1862
6.833799999999999,116,0.433502197265625,26,84.33,9770,373,0.0003,0.03309392184019089,1930
6.813299999999998,120,0.4168609619140625,27,84.21,10057,371,0.0003,0.06645411998033524,2002
6.9424,124,0.39517517089843757,27,85.29,10431,372,0.0003,0.023968931287527084,2095
7.0588,128,0.3759246826171875,28,86.23,10763,372,0.0003,0.039727918803691864,2178
6.9497,132,0.35789184570312504,29,84.97,11074,372,0.0003,0.054074957966804504,2256
6.932399999999999,136,0.34078674316406254,30,84.42,11369,370,0.0003,0.02608858048915863,2330
6.835700000000002,140,0.321478271484375,31,83.42,11702,370,0.0003,0.008031862787902355,2413
6.749200000000002,144,0.3034454345703125,32,82.81,12013,369,0.0003,0.06121136620640755,2491
6.7567,148,0.284368896484375,33,83.03,12342,369,0.0003,0.02202610671520233,2573
6.766200000000001,152,0.263494873046875,34,83.19,12702,370,0.0003,0.030330291017889977,2663
