rollout/ep_rew_mean,time/episodes,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/learning_rate,train/loss,train/n_updates
7.879999999999999,4,0.9784881591796875,0,92.75,371,406,,,
7.879999999999999,8,0.9581939697265625,1,90.125,721,426,,,
8.291666666666666,12,0.9332611083984375,2,95.91666666666667,1151,448,,,
7.942499999999999,16,0.913604736328125,3,93.125,1490,444,,,
7.785499999999999,20,0.893658447265625,4,91.7,1834,442,,,
7.96625,24,0.8711029052734375,5,92.625,2223,444,0.0003,0.04244956746697426,43
7.914285714285714,28,0.8515045166015625,5,91.46428571428571,2561,439,0.0003,0.03983879089355469,128
7.999375000000001,32,0.8297607421875,6,91.75,2936,436,0.0003,0.04505758360028267,221
7.689444444444446,36,0.814569091796875,7,88.83333333333333,3198,427,0.0003,0.04247298464179039,287
7.73425,40,0.79288330078125,8,89.3,3572,428,0.0003,0.021594373509287834,380
7.612727272727273,44,0.77479248046875,9,88.27272727272727,3884,425,0.0003,0.039676520973443985,458
7.594583333333333,48,0.755426025390625,9,87.875,4218,423,0.0003,0.03461698815226555,542
7.579038461538461,52,0.7349578857421875,10,87.90384615384616,4571,422,0.0003,0.033162206411361694,630
7.600178571428572,56,0.7124603271484375,11,88.55357142857143,4959,423,0.0003,0.0495510995388031,727
7.702666666666667,60,0.6903106689453125,12,89.01666666666667,5341,425,0.0003,0.015834711492061615,823
7.53203125,64,0.676104736328125,13,87.28125,5586,420,0.0003,0.02006237581372261,884
7.6145588235294115,68,0.6566802978515625,14,87.07352941176471,5921,419,0.0003,0.03888970986008644,968
7.684166666666666,72,0.6340087890625,14,87.66666666666667,6312,420,0.0003,0.01610945351421833,1065
7.735263157894737,76,0.6126708984375,15,87.89473684210526,6680,421,0.0003,0.024015286937355995,1157
7.59725,80,0.5980010986328126,16,86.6625,6933,416,0.0003,0.03287637233734131,1221
7.565119047619047,84,0.5785186767578125,17,86.53571428571429,7269,413,0.0003,0.022653687745332718,1305
7.579999999999999,88,0.555499267578125,18,87.11363636363636,7666,413,0.0003,0.018174922093749046,1404
7.487826086956522,92,0.5393798828125,19,86.34782608695652,7944,411,0.0003,0.01855894923210144,1473
7.381979166666667,96,0.5240142822265625,20,85.51041666666667,8209,409,0.0003,0.020911063998937607,1540
7.364,100,0.5044158935546875,20,85.47,8547,409,0.0003,0.0312797985970974,1624
7.306500000000001,104,0.4855712890625,21,85.01,8872,408,0.0003,0.03425384312868118,1705
7.317,108,0.46371154785156254,22,85.28,9249,407,0.0003,0.018741508945822716,1800
7.1686000000000005,112,0.4452728271484375,23,84.16,9567,407,0.0003,0.02998911775648594,1879
7.1974,116,0.42318115234375,24,84.58,9948,407,0.0003,0.030206818133592606,1974
7.178600000000001,120,0.404510498046875,25,84.36,10270,407,0.0003,0.0339176245033741,2055
7.190899999999999,124,0.38236083984375,26,84.29,10652,407,0.0003,0.030858036130666733,2150
7.2231,128,0.3595733642578125,27,84.84,11045,408,0.0003,0.017838193103671074,2249
7.226,132,0.336785888671875,27,85.02,11438,409,0.0003,0.02969188243150711,2347
7.3328999999999995,136,0.3138824462890625,28,86.35,11833,409,0.0003,0.02217995747923851,2446
7.3833,140,0.2910369873046875,29,86.55,12227,409,0.0003,0.020165003836154938,2544
7.4041,144,0.2718444824218751,30,86.74,12558,409,0.0003,0.05073102191090584,2627
7.384899999999999,148,0.25247802734375,31,86.74,12892,409,0.0003,0.025921283289790154,2710
7.366000000000001,152,0.23224182128906257,32,86.7,13241,409,0.0003,0.039013028144836426,2798
7.377199999999998,156,0.21061401367187504,33,86.55,13614,409,0.0003,0.040081918239593506,2891
7.2806,160,0.1914215087890625,34,86.04,13945,409,0.0003,0.014438234269618988,2974
7.310599999999999,164,0.1734466552734375,34,86.69,14255,408,0.0003,0.03346017748117447,3051
7.238299999999999,168,0.15263061523437504,35,86.93,14614,408,0.0003,0.06233365088701248,3141
7.100900000000001,172,0.13593139648437502,36,85.9,14902,408,0.0003,0.04515421390533447,3213
6.9935,176,0.11830444335937507,37,85.26,15206,407,0.0003,0.019721928983926773,3289
7.062199999999999,180,0.09888000488281257,38,86.08,15541,407,0.0003,0.03850992023944855,3373
7.0812,184,0.07644042968750009,38,86.59,15928,408,0.0003,0.024162830784916878,3469
7.0035,188,0.05800170898437507,39,85.8,16246,408,0.0003,0.05469486117362976,3549
7.0845,192,0.05,40,86.36,16580,407,0.0003,0.04181269183754921,3632
7.154000000000001,196,0.05,41,86.83,16892,407,0.0003,0.020059335976839066,3710
7.124900000000001,200,0.05,42,86.68,17215,407,0.0003,0.02937106043100357,3791
7.083700000000001,204,0.05,43,86.54,17526,407,0.0003,0.029723869636654854,3869
7.0451,208,0.05,43,86.39,17888,407,0.0003,0.038650110363960266,3959
7.152600000000001,212,0.05,44,86.69,18236,407,0.0003,0.024144235998392105,4046
7.1126,216,0.05,45,86.28,18576,406,0.0003,0.026152409613132477,4131
7.1196,220,0.05,46,86.56,18926,406,0.0003,0.01947680674493313,4219
7.0977,224,0.05,47,86.44,19296,406,0.0003,0.035893235355615616,4311
6.8839999999999995,228,0.05,48,84.68,19513,404,0.0003,0.02937716618180275,4366
6.9342000000000015,232,0.05,49,84.93,19931,405,0.0003,0.03252812474966049,4470
6.796899999999999,236,0.05,49,83.66,20199,404,0.0003,0.014846110716462135,4537
6.617099999999999,240,0.05,50,82.78,20505,404,0.0003,0.04542842507362366,4614
6.626600000000001,244,0.05,51,83.38,20896,405,0.0003,0.037788745015859604,4711
6.6651,248,0.05,52,83.66,21258,405,0.0003,0.028267689049243927,4802
6.6753,252,0.05,53,83.88,21629,405,0.0003,0.056676484644412994,4895
6.635800000000001,256,0.05,54,83.56,21970,405,0.0003,0.050084713846445084,4980
6.744599999999999,260,0.05,55,84.25,22370,405,0.0003,0.03014400601387024,5080
6.8637,264,0.05,55,84.92,22747,406,0.0003,0.022158734500408173,5174
6.846900000000001,268,0.05,56,84.56,23070,406,0.0003,0.03224632516503334,5255
6.948100000000002,272,0.05,57,85.05,23407,406,0.0003,0.022150490432977676,5339
7.0467,276,0.05,58,85.73,23779,406,0.0003,0.05821756646037102,5432
6.962000000000001,280,0.05,59,84.95,24036,405,0.0003,0.037461914122104645,5496
6.941800000000001,284,0.05,60,84.61,24389,405,0.0003,0.04110532999038696,5585
6.912800000000001,288,0.05,60,84.06,24652,405,0.0003,0.03363373130559921,5650
6.8214,292,0.05,61,83.67,24947,405,0.0003,0.04149115830659866,5724
6.862100000000001,296,0.05,62,84.4,25332,405,0.0003,0.029574906453490257,5820
6.902800000000001,300,0.05,63,84.85,25700,405,0.0003,0.032129738479852676,5912
7.0345,304,0.05,64,85.77,26103,405,0.0003,0.03615819662809372,6013
