time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/loss,train/clip_range,train/value_loss,train/entropy_loss,train/explained_variance,train/approx_kl,train/learning_rate,train/clip_fraction,train/n_updates,train/policy_gradient_loss
1,7.56090909090909,2,86.72727272727273,1024,421,,,,,,,,,,
2,7.32608695652174,4,86.65217391304348,2048,412,0.2744618356227875,0.2,0.98914730027318,-0.6818210612982512,-0.03131103515625,0.016737685,0.0003,0.0908203125,10,-0.008232109539676458
3,7.365,7,87.8529411764706,3072,415,0.38486534357070923,0.2,0.753731881827116,-0.6755714915692806,0.5900529623031616,0.00074696145,0.0003,0.0,20,-0.00013858294987585397
4,7.398478260869566,10,88.84782608695652,4096,403,0.29855895042419434,0.2,0.7131264317780733,-0.6423418775200844,0.7828283905982971,0.00946966,0.0003,0.04228515625,30,-0.004631047463044524
5,7.490357142857143,12,90.85714285714286,5120,411,0.2269531637430191,0.2,0.5272242221981287,-0.6669385496526956,0.8667659163475037,0.009245487,0.0003,0.07158203125,40,-0.006676031358074397
6,7.430298507462687,14,91.08955223880596,6144,413,0.26672783493995667,0.2,0.5219074726104737,-0.6369596991688014,0.9003682136535645,0.013197565,0.0003,0.08662109375,50,-0.006628849211847409
7,7.130370370370371,17,87.91358024691358,7168,406,0.11143992841243744,0.2,0.31088724825531244,-0.6575111020356417,0.943691074848175,0.006554907,0.0003,0.037109375,60,-0.0031575411587255074
8,7.141290322580646,20,87.3010752688172,8192,405,0.2958882749080658,0.2,0.5468507563695312,-0.6801590394228697,0.9013915061950684,0.009202985,0.0003,0.04462890625,70,-0.0039964959200005975
9,7.029799999999999,22,86.36,9216,404,0.46014079451560974,0.2,0.6939654013141989,-0.6876521732658147,0.8756113648414612,0.007582682,0.0003,0.02080078125,80,-0.0032114679110236467
10,6.888400000000001,25,85.32,10240,404,0.37014973163604736,0.2,0.7086997663602232,-0.6887701254338026,0.8670614957809448,0.003428312,0.0003,0.00263671875,90,-0.0022706894495058806
11,6.881300000000001,27,85.32,11264,402,0.3425998389720917,0.2,0.8158368680626154,-0.6892542637884617,0.8108762502670288,0.014056284,0.0003,0.02373046875,100,-0.002715088502736762
12,6.834699999999999,30,84.76,12288,402,0.27602455019950867,0.2,1.1490251541137695,-0.6684109479188919,0.7501370310783386,0.01164777,0.0003,0.03388671875,110,-0.005356146284611896
13,6.764600000000001,33,83.85,13312,402,0.37606075406074524,0.2,0.7389499517157674,-0.6637154560536146,0.8391465544700623,0.004873449,0.0003,0.0041015625,120,-0.002631984153413214
14,6.815200000000001,35,83.92,14336,403,0.2490651160478592,0.2,0.41926376884803174,-0.6597802117466927,0.9017903804779053,0.003791363,0.0003,0.00087890625,130,-0.000696163612883538
15,6.9411999999999985,38,84.6,15360,403,0.18438801169395447,0.2,0.3676778502762318,-0.6342270139604806,0.9314861297607422,0.009886909,0.0003,0.05048828125,140,-0.00546531529398635
16,6.986099999999999,40,85.7,16384,404,0.28352296352386475,0.2,0.5746159633621574,-0.5865937516093254,0.8993150591850281,0.00807526,0.0003,0.0720703125,150,-0.0058967242832295595
17,7.0199,42,86.26,17408,406,0.15433473885059357,0.2,0.4249567803926766,-0.6273889776319266,0.9207738637924194,0.0051172026,0.0003,0.0703125,160,-0.006132914780755528
18,7.216100000000001,45,88.69,18432,405,0.12498423457145691,0.2,0.3465254708193243,-0.648768512904644,0.9419277310371399,0.008992971,0.0003,0.03740234375,170,-0.0037585720812785437
19,7.3338,47,89.27,19456,405,0.1173226460814476,0.2,0.37488824063912035,-0.6312810018658638,0.935330867767334,0.0033603876,0.0003,0.01904296875,180,-0.003159975097514689
20,7.397499999999999,50,89.39,20480,406,0.13249137997627258,0.2,0.37108867838978765,-0.6214486211538315,0.9343424439430237,0.0034594305,0.0003,0.017578125,190,-0.002222183725098148
21,7.4925000000000015,52,90.14,21504,407,0.23099443316459656,0.2,0.35149797406047584,-0.6189823161810637,0.9370924234390259,0.006770432,0.0003,0.01484375,200,-0.001429911080049351
22,7.513299999999999,55,89.34,22528,407,0.1442374587059021,0.2,0.30229145409539343,-0.6147516589611769,0.944909393787384,0.009347945,0.0003,0.132421875,210,-0.010953083052299917
23,7.565600000000001,58,89.24,23552,405,0.2125299870967865,0.2,0.441510159522295,-0.5916187543421983,0.9146243929862976,0.0075032488,0.0003,0.0708984375,220,-0.003912771685281769
24,7.688900000000001,60,90.42,24576,406,0.4494869112968445,0.2,0.6798946915194393,-0.5821036364883184,0.8680833578109741,0.008917561,0.0003,0.0837890625,230,-0.0061255413573235275
25,7.9037000000000015,62,91.33,25600,407,0.17339655756950378,0.2,0.38589841332286595,-0.5661045361310244,0.9213959574699402,0.003869669,0.0003,0.02158203125,240,-0.0013943554076831788
26,7.899600000000001,65,90.29,26624,407,0.057463470846414566,0.2,0.40873034214600923,-0.5448763523250818,0.9154970645904541,0.0040548476,0.0003,0.0255859375,250,-0.0016844098732690326
27,7.828100000000001,67,89.3,27648,407,0.24337969720363617,0.2,0.5678712945431471,-0.5551199436187744,0.878291130065918,0.0057266476,0.0003,0.02138671875,260,-0.0007271928363479674
28,7.9769,70,90.01,28672,407,0.46044957637786865,0.2,0.8338344862684608,-0.5538857083767652,0.8210263252258301,0.0021425146,0.0003,0.02158203125,270,-0.0022763151209801435
29,8.0762,72,89.98,29696,407,0.255368709564209,0.2,0.5683945393189788,-0.5479496106505394,0.8524706959724426,0.0021312677,0.0003,0.0728515625,280,-0.006472227931953967
30,8.150400000000001,75,89.69,30720,408,0.20076733827590942,0.2,0.5172483807429671,-0.5537504363805056,0.8844873905181885,0.0074669034,0.0003,0.08076171875,290,-0.006492916410206817
31,8.243500000000001,77,90.75,31744,408,0.10886010527610779,0.2,0.28965152194723487,-0.5310509748756885,0.938080370426178,0.008484067,0.0003,0.064453125,300,-0.004606341953331139
32,8.415700000000001,79,92.75,32768,409,0.1646338552236557,0.2,0.4295119076035917,-0.5307875951752067,0.9212460517883301,0.0038240193,0.0003,0.01572265625,310,-0.0005601472570560872
