recording,arm,seed,learning_rate,horizon,status,standardized_rmse,physical_rmse_deg,standardized_sse,scalars,windows,per_joint_rmse_deg,error
recording_2021_12_15_21H_54M.mat,temporal_affine,8102,0.001,64,PASS,0.523806189806452,15.426537022180232,2317.902466003262,8448,22,"[7.968756963899103, 3.8903854101962625, 11.875890111682095, 27.708180608738694, 17.69726714706224, 11.280903231785373]",null
recording_2021_12_15_21H_54M.mat,temporal_affine,8102,0.001,128,PASS,0.590742386752455,18.00405944345067,5896.308084581159,16896,22,"[9.670766992438383, 3.9965048568177823, 12.537677534788058, 33.489667586798575, 19.088350510454255, 13.865959581531751]",null
recording_2021_12_15_21H_54M.mat,last_two,8102,0.003,64,PASS,0.564510148069313,16.494505442034182,2692.1385830443114,8448,22,"[8.775557850095852, 4.377654892425272, 15.171435590002424, 29.612095109015723, 17.366540029564245, 11.295690927109122]",null
recording_2021_12_15_21H_54M.mat,last_two,8102,0.003,128,PASS,0.6378947892690499,19.418821115198558,6875.1473417359275,16896,22,"[9.851315027178108, 4.454589252430485, 15.474029916412658, 36.594986930422735, 19.418191869515148, 13.782128358086226]",null
recording_2021_12_15_21H_54M.mat,local_affine,8102,0.003,64,PASS,0.5149218247929879,15.098407720039754,2239.9406147554905,8448,22,"[6.364208166041528, 4.229401265638829, 13.097581182091469, 27.233546652429634, 16.405156497329983, 11.27114269466114]",null
recording_2021_12_15_21H_54M.mat,local_affine,8102,0.003,128,PASS,0.5917914926723495,18.204597790405344,5917.269317826115,16896,22,"[7.654244605779564, 4.368684365464673, 13.400892075736174, 34.82213359067319, 18.22564862418774, 13.654019799599327]",null
recording_2021_12_15_21H_54M.mat,temporal_affine,8102,0.003,64,PASS,0.5009516766306054,14.631547617189325,2120.047415431035,8448,22,"[6.486760787176546, 3.96707969593213, 12.88655838180234, 26.632610841518005, 16.21481653551148, 9.402005359331817]",null
recording_2021_12_15_21H_54M.mat,temporal_affine,8102,0.003,128,PASS,0.5720783164461299,17.455264225746674,5529.614748097877,16896,22,"[7.717053009553331, 4.040079028016578, 13.338852944244977, 33.280707822019295, 18.038033411720257, 11.888700058196806]",null
recording_2021_12_15_21H_54M.mat,last_two,8103,0.001,64,PASS,0.5223030082810185,15.446391536030747,2304.6180534170257,8448,22,"[7.248505940034474, 4.000933432593558, 11.431260542317682, 26.09556262154631, 17.792986345023035, 15.321726176114872]",null
recording_2021_12_15_21H_54M.mat,last_two,8103,0.001,128,PASS,0.6136072489103702,18.66475329018887,6361.578109545805,16896,22,"[8.931725228794349, 4.240881977596225, 12.272219715495114, 32.701799863030544, 20.71709548665313, 18.527389464274798]",null
recording_2021_12_15_21H_54M.mat,local_affine,8103,0.001,64,PASS,0.49839546605805174,14.15286550184013,2098.4666468808564,8448,22,"[6.544470124744627, 4.399366762539687, 11.670677545025436, 23.81750246505405, 17.093783610571943, 11.998396484371165]",null
