model,family,seed,collector,regime,age,episode_weighted_agreement,episode_weighted_centered_mse,episode_weighted_first_argmin_match,episode_weighted_raw_gap,episodes,nonquery_rows,supported_episode_agreement,supported_episode_centered_mse,supported_episode_raw_gap,supported_episodes,weight_mass,zero_support_episode_ids
residual_gru@235001,residual_gru,235001,analytic,all,all,0.630258907577134,0.11767246213236,0.5594917118099383,0.16043570784804057,12,241,0.630258907577134,0.11767246213236,0.16043570784804057,12,1.0,[]
residual_gru@235001,residual_gru,235001,analytic,all,1,0.7213804713804715,0.07272247517433557,0.5102693602693603,0.10478369861540167,12,82,0.7213804713804715,0.07272247517433557,0.10478369861540167,12,1.0,[]
residual_gru@235001,residual_gru,235001,analytic,all,2,0.6361952861952862,0.1070921106988932,0.6361952861952862,0.14960912516221456,12,81,0.6361952861952862,0.1070921106988932,0.14960912516221456,12,1.0,[]
residual_gru@235001,residual_gru,235001,analytic,all,3,0.5270787448419028,0.17497484731136217,0.5270787448419028,0.2301257628598837,12,78,0.5270787448419028,0.17497484731136217,0.2301257628598837,12,1.0,[]
residual_gru@235001,residual_gru,235001,analytic,lambda3,all,0.6731360611058474,0.09275780546975752,0.5917868547566411,0.1284892875743762,6,126,0.6731360611058474,0.09275780546975752,0.1284892875743762,6,1.0,[]
residual_gru@235001,residual_gru,235001,analytic,lambda3,1,0.75,0.07077262879287728,0.5083333333333333,0.09348943829536438,6,43,0.75,0.07077262879287728,0.09348943829536438,6,1.0,[]
residual_gru@235001,residual_gru,235001,analytic,lambda3,2,0.6583333333333333,0.08958066436124011,0.6583333333333333,0.15455098152160643,6,43,0.6583333333333333,0.08958066436124011,0.15455098152160643,6,1.0,[]
residual_gru@235001,residual_gru,235001,analytic,lambda3,3,0.6067669172932331,0.12014424877620221,0.6067669172932331,0.13756497793627862,6,40,0.6067669172932331,0.12014424877620221,0.13756497793627862,6,1.0,[]
residual_gru@235001,residual_gru,235001,analytic,lambda4,all,0.5873817540484206,0.1425871187949625,0.5271965688632355,0.19238212812170494,6,115,0.5873817540484206,0.1425871187949625,0.19238212812170494,6,1.0,[]
residual_gru@235001,residual_gru,235001,analytic,lambda4,1,0.6927609427609428,0.07467232155579386,0.5122053872053872,0.11607795893543899,6,39,0.6927609427609428,0.07467232155579386,0.11607795893543899,6,1.0,[]
residual_gru@235001,residual_gru,235001,analytic,lambda4,2,0.6140572390572391,0.1246035570365463,0.6140572390572391,0.14466726880282263,6,38,0.6140572390572391,0.1246035570365463,0.14466726880282263,6,1.0,[]
residual_gru@235001,residual_gru,235001,analytic,lambda4,3,0.4473905723905724,0.22980544584652218,0.4473905723905724,0.32268654778348876,6,38,0.4473905723905724,0.22980544584652218,0.32268654778348876,6,1.0,[]
residual_gru@235001,residual_gru,235001,neural,all,all,0.6586860670194004,0.11272902639120491,0.6114638447971781,0.17244359088742964,12,290,0.6586860670194004,0.11272902639120491,0.17244359088742964,12,1.0,[]
residual_gru@235001,residual_gru,235001,neural,all,1,0.7755291005291006,0.05722229548845114,0.6338624338624338,0.05713629527066751,12,97,0.7755291005291006,0.05722229548845114,0.05713629527066751,12,1.0,[]
residual_gru@235001,residual_gru,235001,neural,all,2,0.5706349206349206,0.12049817703427011,0.5706349206349206,0.22286673424735903,12,97,0.5706349206349206,0.12049817703427011,0.22286673424735903,12,1.0,[]
residual_gru@235001,residual_gru,235001,neural,all,3,0.6132275132275132,0.1682575443854372,0.6132275132275132,0.2556477393422808,12,96,0.6132275132275132,0.1682575443854372,0.2556477393422808,12,1.0,[]
residual_gru@235001,residual_gru,235001,neural,lambda3,all,0.7568783068783068,0.08139167938183187,0.6624338624338625,0.10900227455865769,6,153,0.7568783068783068,0.08139167938183187,0.10900227455865769,6,1.0,[]
residual_gru@235001,residual_gru,235001,neural,lambda3,1,0.7658730158730158,0.04826753428666966,0.48253968253968255,0.06144875382620191,6,51,0.7658730158730158,0.04826753428666966,0.06144875382620191,6,1.0,[]
residual_gru@235001,residual_gru,235001,neural,lambda3,2,0.7023809523809524,0.09005093160243188,0.7023809523809524,0.1524003407311818,6,51,0.7023809523809524,0.09005093160243188,0.1524003407311818,6,1.0,[]
residual_gru@235001,residual_gru,235001,neural,lambda3,3,0.8023809523809523,0.10585657225639405,0.8023809523809523,0.11315772911858936,6,51,0.8023809523809523,0.10585657225639405,0.11315772911858936,6,1.0,[]
residual_gru@235001,residual_gru,235001,neural,lambda4,all,0.5604938271604938,0.14406637340057796,0.5604938271604938,0.2358849072162016,6,137,0.5604938271604938,0.14406637340057796,0.2358849072162016,6,1.0,[]
residual_gru@235001,residual_gru,235001,neural,lambda4,1,0.7851851851851852,0.0661770566902326,0.7851851851851852,0.052823836715133105,6,46,0.7851851851851852,0.0661770566902326,0.052823836715133105,6,1.0,[]
residual_gru@235001,residual_gru,235001,neural,lambda4,2,0.4388888888888889,0.15094542246610834,0.4388888888888889,0.29333312776353626,6,46,0.4388888888888889,0.15094542246610834,0.29333312776353626,6,1.0,[]
residual_gru@235001,residual_gru,235001,neural,lambda4,3,0.42407407407407405,0.23065851651448036,0.42407407407407405,0.3981377495659722,6,45,0.42407407407407405,0.23065851651448036,0.3981377495659722,6,1.0,[]
residual_gru@235001,residual_gru,235001,period4_hold,all,all,0.6368092732015694,0.11277211114650854,0.508349496220287,0.07885679628967175,12,6726,0.6368092732015694,0.11277211114650854,0.07885679628967175,12,1.0,[]
residual_gru@235001,residual_gru,235001,period4_hold,all,1,0.6415651795222179,0.04617310041989977,0.5096207350777735,0.033669650863285175,12,2243,0.6415651795222179,0.04617310041989977,0.033669650863285175,12,1.0,[]
residual_gru@235001,residual_gru,235001,period4_hold,all,2,0.7721291218091949,0.1143021027485659,0.659629121809195,0.07174931727231207,12,2242,0.7721291218091949,0.1143021027485659,0.07174931727231207,12,1.0,[]
residual_gru@235001,residual_gru,235001,period4_hold,all,3,0.41254485747173136,0.17282594339755533,0.35467448710136096,0.13141866213773792,12,2241,0.45004893542370694,0.1885373927973331,0.14336581324116862,11,0.9166666666666666,"[""valid:lambda3:23300006:period4_hold""]"
residual_gru@235001,residual_gru,235001,period4_hold,lambda3,all,0.692359377423068,0.09228065191738581,0.44161266296667606,0.08330141144176641,6,1713,0.692359377423068,0.09228065191738581,0.08330141144176641,6,1.0,[]
residual_gru@235001,residual_gru,235001,period4_hold,lambda3,1,0.7714877292116781,0.03503386566868627,0.5075988403227891,0.02409942848205637,6,572,0.7714877292116781,0.03503386566868627,0.02409942848205637,6,1.0,[]
residual_gru@235001,residual_gru,235001,period4_hold,lambda3,2,0.7308957952468007,0.10465556512974723,0.5058957952468007,0.0997410318218497,6,571,0.7308957952468007,0.10465556512974723,0.0997410318218497,6,1.0,[]
residual_gru@235001,residual_gru,235001,period4_hold,lambda3,3,0.406317286207597,0.1271221512067147,0.30909506398537473,0.12659825683003298,6,570,0.4875807434491164,0.15254658144805763,0.15191790819603956,5,0.8333333333333334,"[""valid:lambda3:23300006:period4_hold""]"
residual_gru@235001,residual_gru,235001,period4_hold,lambda4,all,0.5812591689800709,0.13326357037563127,0.575086329473898,0.0744121811375771,6,5013,0.5812591689800709,0.13326357037563127,0.0744121811375771,6,1.0,[]
residual_gru@235001,residual_gru,235001,period4_hold,lambda4,1,0.5116426298327578,0.057312335171113275,0.5116426298327578,0.04323987324451398,6,1671,0.5116426298327578,0.057312335171113275,0.04323987324451398,6,1.0,[]
residual_gru@235001,residual_gru,235001,period4_hold,lambda4,2,0.8133624483715892,0.12394864036738458,0.8133624483715892,0.04375760272277443,6,1671,0.8133624483715892,0.12394864036738458,0.04375760272277443,6,1.0,[]
residual_gru@235001,residual_gru,235001,period4_hold,lambda4,3,0.4187724287358656,0.21852973558839595,0.4002539102173472,0.13623906744544287,6,1671,0.4187724287358656,0.21852973558839595,0.13623906744544287,6,1.0,[]
direct_gru@235001,direct_gru,235001,all,all,all,0.6660029119907711,0.11981002633804708,0.5819385534169507,0.12693671115937524,36,7257,0.6660029119907711,0.11981002633804708,0.12693671115937524,36,1.0,[]
direct_gru@235001,direct_gru,235001,all,all,1,0.723128734825109,0.08064506895446885,0.5215821651264978,0.06931716928300616,36,2422,0.723128734825109,0.08064506895446885,0.06931716928300616,36,1.0,[]
direct_gru@235001,direct_gru,235001,all,all,2,0.6943832311976736,0.11840723105689621,0.6846610089754513,0.12680897641393638,36,2420,0.6943832311976736,0.11840723105689621,0.12680897641393638,36,1.0,[]
direct_gru@235001,direct_gru,235001,all,all,3,0.544396162164131,0.16196062172971004,0.5204764090777112,0.1926198829157518,36,2415,0.5599503382259633,0.1665880680648446,0.19812330814191612,35,0.9722222222222222,"[""valid:lambda3:23300006:period4_hold""]"
direct_gru@235001,direct_gru,235001,all,lambda3,all,0.7482698371630854,0.0871287918724036,0.6252852550387183,0.08528554478281623,18,1992,0.7482698371630854,0.0871287918724036,0.08528554478281623,18,1.0,[]
direct_gru@235001,direct_gru,235001,all,lambda3,1,0.7796820054818228,0.06783273546690943,0.4912981670979843,0.05581302354647166,18,666,0.7796820054818228,0.06783273546690943,0.05581302354647166,18,1.0,[]
direct_gru@235001,direct_gru,235001,all,lambda3,2,0.786092249209251,0.0878836570747861,0.7666478047648065,0.07821440016973254,18,665,0.786092249209251,0.0878836570747861,0.07821440016973254,18,1.0,[]
direct_gru@235001,direct_gru,235001,all,lambda3,3,0.6205906549839967,0.10453124215060143,0.5881832475765892,0.12325930788302844,18,661,0.6570959876301141,0.11068013874769562,0.1305098554055595,17,0.9444444444444444,"[""valid:lambda3:23300006:period4_hold""]"
direct_gru@235001,direct_gru,235001,all,lambda4,all,0.5837359868184568,0.15249126080369055,0.5385918517951831,0.1685878775359343,18,5265,0.5837359868184568,0.15249126080369055,0.1685878775359343,18,1.0,[]
direct_gru@235001,direct_gru,235001,all,lambda4,1,0.6665754641683953,0.0934574024420283,0.5518661631550114,0.08282131501954065,18,1756,0.6665754641683953,0.0934574024420283,0.08282131501954065,18,1.0,[]
direct_gru@235001,direct_gru,235001,all,lambda4,2,0.6026742131860963,0.14893080503900633,0.6026742131860963,0.17540355265814023,18,1755,0.6026742131860963,0.14893080503900633,0.17540355265814023,18,1.0,[]
direct_gru@235001,direct_gru,235001,all,lambda4,3,0.46820166934426527,0.21939000130881867,0.45276957057883327,0.26198045794847513,18,1754,0.46820166934426527,0.21939000130881867,0.26198045794847513,18,1.0,[]
direct_gru@235001,direct_gru,235001,analytic,all,all,0.705963516863787,0.12149290482824769,0.6084767443770146,0.1300390030801842,12,241,0.705963516863787,0.12149290482824769,0.1300390030801842,12,1.0,[]
direct_gru@235001,direct_gru,235001,analytic,all,1,0.7861321548821549,0.08960754945249161,0.5027988215488216,0.08782540059049522,12,82,0.7861321548821549,0.08960754945249161,0.08782540059049522,12,1.0,[]
direct_gru@235001,direct_gru,235001,analytic,all,2,0.7139730639730639,0.10903849942551286,0.7139730639730639,0.10736799952558396,12,81,0.7139730639730639,0.10903849942551286,0.10736799952558396,12,1.0,[]
direct_gru@235001,direct_gru,235001,analytic,all,3,0.6103877117035011,0.16722773660138432,0.6103877117035011,0.20018820356337053,12,78,0.6103877117035011,0.16722773660138432,0.20018820356337053,12,1.0,[]
direct_gru@235001,direct_gru,235001,analytic,lambda3,all,0.7840009474681545,0.09412284136118855,0.6915406300078372,0.08920390089716866,6,126,0.7840009474681545,0.09412284136118855,0.08920390089716866,6,1.0,[]
direct_gru@235001,direct_gru,235001,analytic,lambda3,1,0.8458333333333333,0.08613311804041525,0.5708333333333333,0.07359307408332826,6,43,0.8458333333333333,0.08613311804041525,0.07359307408332826,6,1.0,[]
direct_gru@235001,direct_gru,235001,analytic,lambda3,2,0.7999999999999999,0.08759394914160144,0.7999999999999999,0.07019551595052083,6,43,0.7999999999999999,0.08759394914160144,0.07019551595052083,6,1.0,[]
direct_gru@235001,direct_gru,235001,analytic,lambda3,3,0.6993107769423559,0.11011300266393981,0.6993107769423559,0.1276672148764283,6,40,0.6993107769423559,0.11011300266393981,0.1276672148764283,6,1.0,[]
direct_gru@235001,direct_gru,235001,analytic,lambda4,all,0.6279260862594196,0.14886296829530682,0.525412858746192,0.17087410526319977,6,115,0.6279260862594196,0.14886296829530682,0.17087410526319977,6,1.0,[]
direct_gru@235001,direct_gru,235001,analytic,lambda4,1,0.7264309764309763,0.09308198086456797,0.43476430976430974,0.10205772709766221,6,39,0.7264309764309763,0.09308198086456797,0.10205772709766221,6,1.0,[]
direct_gru@235001,direct_gru,235001,analytic,lambda4,2,0.6279461279461279,0.1304830497094243,0.6279461279461279,0.14454048310064707,6,38,0.6279461279461279,0.1304830497094243,0.14454048310064707,6,1.0,[]
direct_gru@235001,direct_gru,235001,analytic,lambda4,3,0.5214646464646465,0.22434247053882883,0.5214646464646465,0.27270919225031276,6,38,0.5214646464646465,0.22434247053882883,0.27270919225031276,6,1.0,[]
direct_gru@235001,direct_gru,235001,neural,all,all,0.6725749559082893,0.12771682558683464,0.6120811287477954,0.17241763387407574,12,290,0.6725749559082893,0.12771682558683464,0.17241763387407574,12,1.0,[]
direct_gru@235001,direct_gru,235001,neural,all,1,0.7783068783068784,0.07849288750539306,0.5968253968253968,0.07556191619741853,12,97,0.7783068783068784,0.07849288750539306,0.07556191619741853,12,1.0,[]
direct_gru@235001,direct_gru,235001,neural,all,2,0.6234126984126984,0.13916479016761749,0.6234126984126984,0.19117241738334534,12,97,0.6234126984126984,0.13916479016761749,0.19117241738334534,12,1.0,[]
direct_gru@235001,direct_gru,235001,neural,all,3,0.5993386243386244,0.1712901405422155,0.5993386243386244,0.26883856423948177,12,96,0.5993386243386244,0.1712901405422155,0.26883856423948177,12,1.0,[]
direct_gru@235001,direct_gru,235001,neural,lambda3,all,0.7865079365079365,0.08545098154459803,0.6828042328042327,0.08784930314967242,6,153,0.7865079365079365,0.08545098154459803,0.08784930314967242,6,1.0,[]
direct_gru@235001,direct_gru,235001,neural,lambda3,1,0.7658730158730158,0.06439456762405645,0.45476190476190476,0.05939644669729566,6,51,0.7658730158730158,0.06439456762405645,0.05939644669729566,6,1.0,[]
direct_gru@235001,direct_gru,235001,neural,lambda3,2,0.8301587301587302,0.0921521136472734,0.8301587301587302,0.0719680422828311,6,51,0.8301587301587302,0.0921521136472734,0.0719680422828311,6,1.0,[]
direct_gru@235001,direct_gru,235001,neural,lambda3,3,0.7634920634920634,0.09980626336246423,0.7634920634920634,0.13218342046889048,6,51,0.7634920634920634,0.09980626336246423,0.13218342046889048,6,1.0,[]
direct_gru@235001,direct_gru,235001,neural,lambda4,all,0.558641975308642,0.16998266962907127,0.541358024691358,0.25698596459847906,6,137,0.558641975308642,0.16998266962907127,0.25698596459847906,6,1.0,[]
direct_gru@235001,direct_gru,235001,neural,lambda4,1,0.7907407407407407,0.09259120738672966,0.7388888888888889,0.09172738569754142,6,46,0.7907407407407407,0.09259120738672966,0.09172738569754142,6,1.0,[]
direct_gru@235001,direct_gru,235001,neural,lambda4,2,0.4166666666666667,0.18617746668796156,0.4166666666666667,0.3103767924838596,6,46,0.4166666666666667,0.18617746668796156,0.3103767924838596,6,1.0,[]
direct_gru@235001,direct_gru,235001,neural,lambda4,3,0.4351851851851852,0.24277401772196683,0.4351851851851852,0.40549370801007306,6,45,0.4351851851851852,0.24277401772196683,0.40549370801007306,6,1.0,[]
direct_gru@235001,direct_gru,235001,period4_hold,all,all,0.619470263200237,0.1102203485990589,0.5252577871260421,0.07835349652386579,12,6726,0.619470263200237,0.1102203485990589,0.07835349652386579,12,1.0,[]
direct_gru@235001,direct_gru,235001,period4_hold,all,1,0.6049471712862938,0.07383476990552192,0.4651222770052752,0.0445641910611047,12,2243,0.6049471712862938,0.07383476990552192,0.0445641910611047,12,1.0,[]
direct_gru@235001,direct_gru,235001,period4_hold,all,2,0.7457639312072585,0.10701840357755828,0.7165972645405918,0.08188651233287984,12,2242,0.7457639312072585,0.10701840357755828,0.08188651233287984,12,1.0,[]
direct_gru@235001,direct_gru,235001,period4_hold,all,3,0.4234621504502674,0.14736398804553028,0.3517028911910082,0.10883288094440306,12,2241,0.46195870958210994,0.16076071423148758,0.11872677921207607,11,0.9166666666666666,"[""valid:lambda3:23300006:period4_hold""]"
direct_gru@235001,direct_gru,235001,period4_hold,lambda3,all,0.6743006275131651,0.08181255271142424,0.501510902304085,0.07880343030160762,6,1713,0.6743006275131651,0.08181255271142424,0.07880343030160762,6,1.0,[]
direct_gru@235001,direct_gru,235001,period4_hold,lambda3,1,0.7273396672391188,0.05297052073625657,0.44829926319871477,0.03444954985879107,6,572,0.7273396672391188,0.05297052073625657,0.03444954985879107,6,1.0,[]
direct_gru@235001,direct_gru,235001,period4_hold,lambda3,2,0.7281180174690229,0.08390490843548343,0.6697846841356897,0.0924796422758457,6,571,0.7281180174690229,0.08390490843548343,0.0924796422758457,6,1.0,[]
direct_gru@235001,direct_gru,235001,period4_hold,lambda3,3,0.3989691245175706,0.10367446042540025,0.30174690229534834,0.10992728830376657,6,570,0.4787629494210847,0.12440935251048031,0.13191274596451988,5,0.8333333333333334,"[""valid:lambda3:23300006:period4_hold""]"
direct_gru@235001,direct_gru,235001,period4_hold,lambda4,all,0.564639898887309,0.13862814448669358,0.5490046719479992,0.07790356274612395,6,5013,0.564639898887309,0.13862814448669358,0.07790356274612395,6,1.0,[]
direct_gru@235001,direct_gru,235001,period4_hold,lambda4,1,0.4825546753334688,0.09469901907478728,0.4819452908118356,0.054678832263418325,6,1671,0.4825546753334688,0.09469901907478728,0.054678832263418325,6,1.0,[]
direct_gru@235001,direct_gru,235001,period4_hold,lambda4,2,0.7634098449454939,0.13013189871963313,0.7634098449454939,0.07129338238991399,6,1671,0.7634098449454939,0.13013189871963313,0.07129338238991399,6,1.0,[]
direct_gru@235001,direct_gru,235001,period4_hold,lambda4,3,0.44795517638296434,0.1910535156656603,0.401658880086668,0.10773847358503953,6,1671,0.44795517638296434,0.1910535156656603,0.10773847358503953,6,1.0,[]
history_mlp@235001,history_mlp,235001,all,all,all,0.5279244294510838,0.1647543176390024,0.4190699770480664,0.21712222801816525,36,7257,0.5279244294510838,0.1647543176390024,0.21712222801816525,36,1.0,[]
history_mlp@235001,history_mlp,235001,all,all,1,0.6086552588799694,0.11602816505131493,0.3926729865029682,0.12792596839964984,36,2422,0.6086552588799694,0.11602816505131493,0.12792596839964984,36,1.0,[]
history_mlp@235001,history_mlp,235001,all,all,2,0.49956710139906363,0.15484222892018779,0.44715072249730997,0.25242896146285704,36,2420,0.49956710139906363,0.15484222892018779,0.25242896146285704,36,1.0,[]
history_mlp@235001,history_mlp,235001,all,all,3,0.43778138138605116,0.22223044596264577,0.41041578452776695,0.2792634994297454,36,2415,0.4502894208542241,0.22857988727586423,0.28724245655630953,35,0.9722222222222222,"[""valid:lambda3:23300006:period4_hold""]"
history_mlp@235001,history_mlp,235001,all,lambda3,all,0.5426596654773455,0.1281198429109568,0.36748770796653546,0.18210490725052644,18,1992,0.5426596654773455,0.1281198429109568,0.18210490725052644,18,1.0,[]
history_mlp@235001,history_mlp,235001,all,lambda3,1,0.6375306450946305,0.09651173007083784,0.32027540135401195,0.12110197798121797,18,666,0.6375306450946305,0.09651173007083784,0.12110197798121797,18,1.0,[]
history_mlp@235001,history_mlp,235001,all,lambda3,2,0.48188544054631804,0.11423815417997231,0.3772558109166884,0.2244069635397038,18,665,0.48188544054631804,0.11423815417997231,0.2244069635397038,18,1.0,[]
history_mlp@235001,history_mlp,235001,all,lambda3,3,0.4510132354041716,0.17188039563722424,0.40368944909501053,0.20231893768390663,18,661,0.47754342572206404,0.18199100714529626,0.2142200516653129,17,0.9444444444444444,"[""valid:lambda3:23300006:period4_hold""]"
history_mlp@235001,history_mlp,235001,all,lambda4,all,0.513189193424822,0.201388792367048,0.4706522461295973,0.2521395487858041,18,5265,0.513189193424822,0.201388792367048,0.2521395487858041,18,1.0,[]
history_mlp@235001,history_mlp,235001,all,lambda4,1,0.5797798726653084,0.13554460003179203,0.4650705716519245,0.13474995881808172,18,1756,0.5797798726653084,0.13554460003179203,0.13474995881808172,18,1.0,[]
history_mlp@235001,history_mlp,235001,all,lambda4,2,0.5172487622518092,0.19544630366040328,0.5170456340779315,0.28045095938601033,18,1755,0.5172487622518092,0.19544630366040328,0.28045095938601033,18,1.0,[]
history_mlp@235001,history_mlp,235001,all,lambda4,3,0.4245495273679308,0.27258049628806735,0.41714211996052336,0.356208061175584,18,1754,0.4245495273679308,0.27258049628806735,0.356208061175584,18,1.0,[]
history_mlp@235001,history_mlp,235001,analytic,all,all,0.539976639988922,0.1642672375024188,0.4374542497178213,0.24532324198127972,12,241,0.539976639988922,0.1642672375024188,0.24532324198127972,12,1.0,[]
history_mlp@235001,history_mlp,235001,analytic,all,1,0.7168560606060606,0.11825899447101255,0.41893939393939394,0.14188388336186458,12,82,0.7168560606060606,0.11825899447101255,0.14188388336186458,12,1.0,[]
history_mlp@235001,history_mlp,235001,analytic,all,2,0.4374789562289562,0.159226805304683,0.4374789562289562,0.271891304399028,12,81,0.4374789562289562,0.159226805304683,0.271891304399028,12,1.0,[]
history_mlp@235001,history_mlp,235001,analytic,all,3,0.46140161008582065,0.21472595205428266,0.46140161008582065,0.32052387323416576,12,78,0.46140161008582065,0.21472595205428266,0.32052387323416576,12,1.0,[]
history_mlp@235001,history_mlp,235001,analytic,lambda3,all,0.5564644231556538,0.13995789966692365,0.45393287012668,0.21525348477299389,6,126,0.5564644231556538,0.13995789966692365,0.21525348477299389,6,1.0,[]
history_mlp@235001,history_mlp,235001,analytic,lambda3,1,0.7708333333333334,0.10784658257838202,0.4666666666666666,0.11025248964627583,6,43,0.7708333333333334,0.10784658257838202,0.11025248964627583,6,1.0,[]
history_mlp@235001,history_mlp,235001,analytic,lambda3,2,0.37916666666666665,0.12616723920155995,0.37916666666666665,0.2919369419415792,6,43,0.37916666666666665,0.12616723920155995,0.2919369419415792,6,1.0,[]
history_mlp@235001,history_mlp,235001,analytic,lambda3,3,0.5149749373433584,0.18753740040029385,0.5149749373433584,0.24720466620940015,6,40,0.5149749373433584,0.18753740040029385,0.24720466620940015,6,1.0,[]
history_mlp@235001,history_mlp,235001,analytic,lambda4,all,0.5234888568221902,0.18857657533791394,0.4209756293089626,0.27539299918956556,6,115,0.5234888568221902,0.18857657533791394,0.27539299918956556,6,1.0,[]
history_mlp@235001,history_mlp,235001,analytic,lambda4,1,0.6628787878787878,0.12867140636364308,0.37121212121212116,0.17351527707745332,6,39,0.6628787878787878,0.12867140636364308,0.17351527707745332,6,1.0,[]
history_mlp@235001,history_mlp,235001,analytic,lambda4,2,0.49579124579124584,0.19228637140780605,0.49579124579124584,0.25184566685647675,6,38,0.49579124579124584,0.19228637140780605,0.25184566685647675,6,1.0,[]
history_mlp@235001,history_mlp,235001,analytic,lambda4,3,0.4078282828282828,0.24191450370827147,0.4078282828282828,0.3938430802589314,6,38,0.4078282828282828,0.24191450370827147,0.3938430802589314,6,1.0,[]
history_mlp@235001,history_mlp,235001,neural,all,all,0.4996031746031746,0.18115543656409885,0.43236331569664904,0.2962467767363923,12,290,0.4996031746031746,0.18115543656409885,0.2962467767363923,12,1.0,[]
history_mlp@235001,history_mlp,235001,neural,all,1,0.6781746031746031,0.12181482476917628,0.482010582010582,0.1349362920831751,12,97,0.6781746031746031,0.12181482476917628,0.1349362920831751,12,1.0,[]
history_mlp@235001,history_mlp,235001,neural,all,2,0.3284391534391534,0.1803516868778915,0.3284391534391534,0.3866678205747453,12,97,0.3284391534391534,0.1803516868778915,0.3866678205747453,12,1.0,[]
history_mlp@235001,history_mlp,235001,neural,all,3,0.46719576719576716,0.2418360546309175,0.46164021164021163,0.3931092037725701,12,96,0.46719576719576716,0.2418360546309175,0.3931092037725701,12,1.0,[]
history_mlp@235001,history_mlp,235001,neural,lambda3,all,0.5343915343915343,0.12417143698086001,0.4208994708994709,0.21374012036298318,6,153,0.5343915343915343,0.12417143698086001,0.21374012036298318,6,1.0,[]
history_mlp@235001,history_mlp,235001,neural,lambda3,1,0.684126984126984,0.0862503157569407,0.3436507936507936,0.12069716453552247,6,51,0.684126984126984,0.0862503157569407,0.12069716453552247,6,1.0,[]
history_mlp@235001,history_mlp,235001,neural,lambda3,2,0.40317460317460313,0.11385270429119103,0.40317460317460313,0.2635024642187452,6,51,0.40317460317460313,0.11385270429119103,0.2635024642187452,6,1.0,[]
history_mlp@235001,history_mlp,235001,neural,lambda3,3,0.5158730158730159,0.1724112908944483,0.5158730158730159,0.2570207323346819,6,51,0.5158730158730159,0.1724112908944483,0.2570207323346819,6,1.0,[]
history_mlp@235001,history_mlp,235001,neural,lambda4,all,0.4648148148148148,0.23813943614733768,0.44382716049382714,0.3787534331098015,6,137,0.4648148148148148,0.23813943614733768,0.3787534331098015,6,1.0,[]
history_mlp@235001,history_mlp,235001,neural,lambda4,1,0.6722222222222222,0.15737933378141186,0.6203703703703703,0.14917541963082773,6,46,0.6722222222222222,0.15737933378141186,0.14917541963082773,6,1.0,[]
history_mlp@235001,history_mlp,235001,neural,lambda4,2,0.2537037037037037,0.24685066946459192,0.2537037037037037,0.5098331769307455,6,46,0.2537037037037037,0.24685066946459192,0.5098331769307455,6,1.0,[]
history_mlp@235001,history_mlp,235001,neural,lambda4,3,0.4185185185185185,0.31126081836738667,0.40740740740740744,0.5291976752104582,6,45,0.4185185185185185,0.31126081836738667,0.5291976752104582,6,1.0,[]
history_mlp@235001,history_mlp,235001,period4_hold,all,all,0.5441934737611548,0.14884027885048948,0.38739236572972885,0.10979666533682371,12,6726,0.5441934737611548,0.14884027885048948,0.10979666533682371,12,1.0,[]
history_mlp@235001,history_mlp,235001,period4_hold,all,1,0.43093511285924446,0.108010675913756,0.27706898355892867,0.10695772975390984,12,2243,0.43093511285924446,0.108010675913756,0.10695772975390984,12,1.0,[]
history_mlp@235001,history_mlp,235001,period4_hold,all,2,0.7327831945290812,0.1249481945779889,0.5755340578238202,0.09872775941479787,12,2242,0.7327831945290812,0.1249481945779889,0.09872775941479787,12,1.0,[]
history_mlp@235001,history_mlp,235001,period4_hold,all,3,0.3847467668765658,0.21012933120273725,0.30820553185726857,0.1241574212825002,12,2241,0.4197237456835263,0.22923199767571337,0.1354444595809093,11,0.9166666666666666,"[""valid:lambda3:23300006:period4_hold""]"
history_mlp@235001,history_mlp,235001,period4_hold,lambda3,all,0.5371230388848481,0.12023019208508667,0.2276307828734555,0.11732111661560231,6,1713,0.5371230388848481,0.12023019208508667,0.11732111661560231,6,1.0,[]
history_mlp@235001,history_mlp,235001,period4_hold,lambda3,1,0.4576316178235739,0.09543829187719079,0.15050874374457554,0.13235627976185554,6,572,0.4576316178235739,0.09543829187719079,0.13235627976185554,6,1.0,[]
history_mlp@235001,history_mlp,235001,period4_hold,lambda3,2,0.6633150517976844,0.10269451904716598,0.3494261629087954,0.11778148445878696,6,571,0.6633150517976844,0.10269451904716598,0.11778148445878696,6,1.0,[]
history_mlp@235001,history_mlp,235001,period4_hold,lambda3,3,0.32219175299614056,0.15569249561693063,0.1802203940686573,0.1027314145076379,6,570,0.38663010359536865,0.18683099474031678,0.12327769740916547,5,0.8333333333333334,"[""valid:lambda3:23300006:period4_hold""]"
history_mlp@235001,history_mlp,235001,period4_hold,lambda4,all,0.5512639086374613,0.17745036561589234,0.5471539485860022,0.10227221405804514,6,5013,0.5512639086374613,0.17745036561589234,0.10227221405804514,6,1.0,[]
history_mlp@235001,history_mlp,235001,period4_hold,lambda4,1,0.404238607894915,0.1205830599503212,0.4036292233732819,0.08155917974596412,6,1671,0.404238607894915,0.1205830599503212,0.08155917974596412,6,1.0,[]
history_mlp@235001,history_mlp,235001,period4_hold,lambda4,2,0.8022513372604779,0.14720187010881186,0.8016419527388449,0.07967403437080876,6,1671,0.8022513372604779,0.14720187010881186,0.07967403437080876,6,1.0,[]
