model,family,seed,collector,regime,age,episode_weighted_agreement,episode_weighted_centered_mse,episode_weighted_first_argmin_match,episode_weighted_raw_gap,episodes,nonquery_rows,supported_episode_agreement,supported_episode_centered_mse,supported_episode_raw_gap,supported_episodes,weight_mass,zero_support_episode_ids
hold,hold,,analytic,all,2,0.200273569023569,0.27330083961345575,0.200273569023569,0.5250175001846018,12,81,0.200273569023569,0.27330083961345575,0.5250175001846018,12,1.0,[]
hold,hold,,analytic,all,3,0.1626730968836232,0.3561135546347011,0.1626730968836232,0.6702998405192333,12,78,0.1626730968836232,0.3561135546347011,0.6702998405192333,12,1.0,[]
hold,hold,,analytic,lambda3,all,0.28778233966148487,0.24185297172569173,0.28778233966148487,0.512741030867924,6,126,0.28778233966148487,0.24185297172569173,0.512741030867924,6,1.0,[]
hold,hold,,analytic,lambda3,1,0.4291666666666667,0.1678152934035332,0.4291666666666667,0.37144602338473004,6,43,0.4291666666666667,0.1678152934035332,0.37144602338473004,6,1.0,[]
hold,hold,,analytic,lambda3,2,0.2625,0.23096310156736255,0.2625,0.4882941325505574,6,43,0.2625,0.23096310156736255,0.4882941325505574,6,1.0,[]
hold,hold,,analytic,lambda3,3,0.16541353383458646,0.3338086166871949,0.16541353383458646,0.686493672553758,6,40,0.16541353383458646,0.3338086166871949,0.686493672553758,6,1.0,[]
hold,hold,,analytic,lambda4,all,0.3235730319063652,0.27716803490355174,0.26338784672118004,0.45354841116511785,6,115,0.3235730319063652,0.27716803490355174,0.45354841116511785,6,1.0,[]
hold,hold,,analytic,lambda4,1,0.640993265993266,0.13856066210977572,0.4604377104377104,0.16038767577020407,6,39,0.640993265993266,0.13856066210977572,0.16038767577020407,6,1.0,[]
hold,hold,,analytic,lambda4,2,0.13804713804713806,0.31563857765954895,0.13804713804713806,0.5617408678186462,6,38,0.13804713804713806,0.31563857765954895,0.5617408678186462,6,1.0,[]
hold,hold,,analytic,lambda4,3,0.15993265993265993,0.3784184925822074,0.15993265993265993,0.6541060084847087,6,38,0.15993265993265993,0.3784184925822074,0.6541060084847087,6,1.0,[]
hold,hold,,neural,all,all,0.3681216931216931,0.2341698596984324,0.3681216931216931,0.4377223045106918,12,290,0.3681216931216931,0.2341698596984324,0.4377223045106918,12,1.0,[]
hold,hold,,neural,all,1,0.5153439153439153,0.10304413787333065,0.5153439153439153,0.2185808541913512,12,97,0.5153439153439153,0.10304413787333065,0.2185808541913512,12,1.0,[]
hold,hold,,neural,all,2,0.33664021164021163,0.265106308341331,0.33664021164021163,0.44795275882438373,12,97,0.33664021164021163,0.265106308341331,0.44795275882438373,12,1.0,[]
hold,hold,,neural,all,3,0.24404761904761904,0.33134422828528126,0.24404761904761904,0.6765776409043206,12,96,0.24404761904761904,0.33134422828528126,0.6765776409043206,12,1.0,[]
hold,hold,,neural,lambda3,all,0.31957671957671957,0.18697789544128632,0.31957671957671957,0.45291602775533363,6,153,0.31957671957671957,0.18697789544128632,0.45291602775533363,6,1.0,[]
hold,hold,,neural,lambda3,1,0.4158730158730159,0.08516293403131392,0.4158730158730159,0.23904182078346373,6,51,0.4158730158730159,0.08516293403131392,0.23904182078346373,6,1.0,[]
hold,hold,,neural,lambda3,2,0.31587301587301586,0.1970698881394266,0.31587301587301586,0.46360653241475425,6,51,0.31587301587301586,0.1970698881394266,0.46360653241475425,6,1.0,[]
hold,hold,,neural,lambda3,3,0.22698412698412698,0.2787008641531184,0.22698412698412698,0.656099730067783,6,51,0.22698412698412698,0.2787008641531184,0.656099730067783,6,1.0,[]
hold,hold,,neural,lambda4,all,0.4166666666666667,0.28136182395557846,0.4166666666666667,0.42252858126605,6,137,0.4166666666666667,0.28136182395557846,0.42252858126605,6,1.0,[]
hold,hold,,neural,lambda4,1,0.6148148148148148,0.12092534171534737,0.6148148148148148,0.19811988759923863,6,46,0.6148148148148148,0.12092534171534737,0.19811988759923863,6,1.0,[]
hold,hold,,neural,lambda4,2,0.3574074074074074,0.33314272854323534,0.3574074074074074,0.43229898523401333,6,46,0.3574074074074074,0.33314272854323534,0.43229898523401333,6,1.0,[]
hold,hold,,neural,lambda4,3,0.2611111111111111,0.38398759241744407,0.2611111111111111,0.6970555517408582,6,45,0.2611111111111111,0.38398759241744407,0.6970555517408582,6,1.0,[]
hold,hold,,period4_hold,all,all,0.27890163536381424,0.39084920425571884,0.27890163536381424,0.7274837443626891,12,6726,0.27890163536381424,0.39084920425571884,0.7274837443626891,12,1.0,[]
hold,hold,,period4_hold,all,1,0.5573830166380441,0.05110979268465854,0.5573830166380441,0.12979837474689215,12,2243,0.5573830166380441,0.05110979268465854,0.12979837474689215,12,1.0,[]
hold,hold,,period4_hold,all,2,0.17603087548242943,0.32704477609238,0.17603087548242943,0.9453617828770815,12,2242,0.17603087548242943,0.32704477609238,0.9453617828770815,12,1.0,[]
hold,hold,,period4_hold,all,3,0.10104272462590562,0.7828003398254554,0.10104272462590562,1.0525043274729293,12,2241,0.11022842686462431,0.853964007082315,1.1481865390613775,11,0.9166666666666666,"[""valid:lambda3:23300006:period4_hold""]"
hold,hold,,period4_hold,lambda3,all,0.2999343109695766,0.25874080532436644,0.2999343109695766,0.5690652493101188,6,1713,0.2999343109695766,0.25874080532436644,0.5690652493101188,6,1.0,[]
hold,hold,,period4_hold,lambda3,1,0.5324381844034495,0.06340406932099368,0.5324381844034495,0.17402141811361058,6,572,0.5324381844034495,0.06340406932099368,0.17402141811361058,6,1.0,[]
hold,hold,,period4_hold,lambda3,2,0.22587852935202113,0.22749634104623062,0.22587852935202113,0.6935545138244389,6,571,0.22587852935202113,0.22749634104623062,0.6935545138244389,6,1.0,[]
hold,hold,,period4_hold,lambda3,3,0.13698964046313222,0.4621365972765498,0.13698964046313222,0.7300463200099774,6,570,0.16438756855575867,0.5545639167318598,0.8760555840119728,5,0.8333333333333334,"[""valid:lambda3:23300006:period4_hold""]"
hold,hold,,period4_hold,lambda4,all,0.25786895975805174,0.5229576031870712,0.25786895975805174,0.8859022394152597,6,5013,0.25786895975805174,0.5229576031870712,0.8859022394152597,6,1.0,[]
hold,hold,,period4_hold,lambda4,1,0.5823278488726386,0.038815516048323395,0.5823278488726386,0.08557533138017372,6,1671,0.5823278488726386,0.038815516048323395,0.08557533138017372,6,1.0,[]
hold,hold,,period4_hold,lambda4,2,0.1261832216128377,0.4265932111385294,0.1261832216128377,1.197169051929724,6,1671,0.1261832216128377,0.4265932111385294,1.197169051929724,6,1.0,[]
hold,hold,,period4_hold,lambda4,3,0.06509580878867899,1.1034640823743609,0.06509580878867899,1.3749623349358808,6,1671,0.06509580878867899,1.1034640823743609,1.3749623349358808,6,1.0,[]
residual_gru@235001,residual_gru,235001,all,all,all,0.641918082599368,0.1143911998900245,0.5597683509424678,0.13724536500838064,36,7257,0.641918082599368,0.1143911998900245,0.13724536500838064,36,1.0,[]
residual_gru@235001,residual_gru,235001,all,all,1,0.7128249171439299,0.05870595702756216,0.5512508430698558,0.06519654824978478,36,2422,0.7128249171439299,0.05870595702756216,0.06519654824978478,36,1.0,[]
residual_gru@235001,residual_gru,235001,all,all,2,0.6596531095464673,0.11396413016057642,0.6221531095464673,0.1480750588939619,36,2420,0.6596531095464673,0.11396413016057642,0.1480750588939619,36,1.0,[]
residual_gru@235001,residual_gru,235001,all,all,3,0.5176170385137158,0.17201944503145156,0.4983269150569256,0.20573072144663412,36,2415,0.5324060967569647,0.17693428631806446,0.21160874205939512,35,0.9722222222222222,"[""valid:lambda3:23300006:period4_hold""]"
residual_gru@235001,residual_gru,235001,all,lambda3,all,0.7074579151357407,0.0888100455896584,0.5652777933857265,0.1069309911916001,18,1992,0.7074579151357407,0.0888100455896584,0.1069309911916001,18,1.0,[]
residual_gru@235001,residual_gru,235001,all,lambda3,1,0.762453581694898,0.051358009582744404,0.499490618731935,0.059679206867874215,18,666,0.762453581694898,0.051358009582744404,0.059679206867874215,18,1.0,[]
residual_gru@235001,residual_gru,235001,all,lambda3,2,0.6972033603203621,0.09476238703113975,0.6222033603203622,0.13556411802487933,18,665,0.6972033603203621,0.09476238703113975,0.13556411802487933,18,1.0,[]
residual_gru@235001,residual_gru,235001,all,lambda3,3,0.6051550519605942,0.11770765741310364,0.5727476445531868,0.1257736546283003,18,661,0.6407524079582761,0.12463163726093326,0.13317210490055328,17,0.9444444444444444,"[""valid:lambda3:23300006:period4_hold""]"
residual_gru@235001,residual_gru,235001,all,lambda4,all,0.5763782500629951,0.13997235419039059,0.5542589084992091,0.1675597388251612,18,5265,0.5763782500629951,0.13997235419039059,0.1675597388251612,18,1.0,[]
residual_gru@235001,residual_gru,235001,all,lambda4,1,0.6631962525929619,0.06605390447237991,0.6030110674077768,0.07071388963169535,18,1756,0.6631962525929619,0.06605390447237991,0.07071388963169535,18,1.0,[]
residual_gru@235001,residual_gru,235001,all,lambda4,2,0.6221028587725724,0.13316587329001306,0.6221028587725724,0.16058599976304444,18,1755,0.6221028587725724,0.13316587329001306,0.16058599976304444,18,1.0,[]
residual_gru@235001,residual_gru,235001,all,lambda4,3,0.4300790250668374,0.22633123264979949,0.4239061855606645,0.285687788264968,18,1754,0.4300790250668374,0.22633123264979949,0.285687788264968,18,1.0,[]
