recording,arm,seed,learning_rate,horizon,status,standardized_rmse,physical_rmse_deg,standardized_sse,scalars,windows,per_joint_rmse_deg,error
recording_2021_12_15_21H_54M.mat,lpv_constant,8101,0.003,64,PASS,0.6391786238502246,19.08443729035317,3451.424597804341,8448,22,"[12.412115153592778, 4.757086677750175, 13.553211148267785, 31.13808302355365, 20.18593949362221, 21.162752747207353]",null
recording_2021_12_15_21H_54M.mat,lpv_constant,8101,0.003,128,PASS,0.7085615587767156,21.487638142416206,8482.7970176056,16896,22,"[13.137395887212447, 5.258242005127494, 13.866100097538963, 35.98913695762035, 22.394527276334163, 24.105387678999982]",null
recording_2021_12_15_21H_54M.mat,gru_residual,8101,0.003,64,PASS,0.5913189523019977,16.881204705973726,2953.9116571137442,8448,22,"[10.47421526969893, 4.595909581696719, 12.392084716438461, 25.444170594578313, 21.07259989822047, 18.275525059897404]",null
recording_2021_12_15_21H_54M.mat,gru_residual,8101,0.003,128,PASS,0.6762935431171664,19.710582048008465,7727.773472381454,16896,22,"[11.984140768396072, 5.126857103202646, 14.273036248282585, 30.30320738273749, 23.20925245883414, 22.371066876444818]",null
recording_2021_12_15_21H_54M.mat,lpv_recurrent,8102,0.001,64,PASS,0.5681565357962235,16.455032308745153,2727.030021770971,8448,22,"[8.60076242373126, 4.7579069325258665, 13.0122687495463, 26.755004257075218, 18.924660349612676, 16.87322070288602]",null
recording_2021_12_15_21H_54M.mat,lpv_recurrent,8102,0.001,128,PASS,0.6494335139746966,19.34614061796866,7126.122669786237,16896,22,"[12.112138467695566, 4.769001823287199, 13.211140269378589, 32.69023300057214, 21.32948989015074, 19.443738436504926]",null
recording_2021_12_15_21H_54M.mat,lpv_instant,8102,0.001,64,PASS,0.5142773041676378,14.571550181346414,2234.336717876171,8448,22,"[8.30986502130534, 4.053066965103512, 11.693811962965691, 22.559230448407558, 18.327725029270297, 14.385048426437564]",null
recording_2021_12_15_21H_54M.mat,lpv_instant,8102,0.001,128,PASS,0.6052605492744619,17.863955650041277,6189.686258055563,16896,22,"[10.863795468864067, 4.421708278743701, 12.222361662865596, 29.651136091222394, 20.6556552095238, 17.9421243016378]",null
recording_2021_12_15_21H_54M.mat,lpv_constant,8102,0.001,64,PASS,0.5883961005086291,17.807512120188917,2924.781835800091,8448,22,"[9.10853581844623, 5.0638758246830635, 12.409516836011807, 29.548250729156518, 17.589964685677373, 21.390057911108787]",null
recording_2021_12_15_21H_54M.mat,lpv_constant,8102,0.001,128,PASS,0.6675581688889035,20.104505683354763,7529.430523934768,16896,22,"[11.690616458906659, 5.611197561307127, 12.856276965375807, 33.119427005449275, 20.655570213473315, 23.8360642293883]",null
