fit,epoch,gradient_norm,kl_nats,loss,observation_mse,reward_mse,rollout_observation_mse,rollout_reward_mse,valid_observation_targets,valid_rollout_starts
residual-283,30,0.3380243284627795,0.0,0.06337466789409518,0.010706477740313858,0.004806988901691511,0.04666322927611569,0.005054309847764671,1216.0,1088.0
residual-283,31,0.287051547318697,0.0,0.06221980849901835,0.010372275738821676,0.004747137349719803,0.045681028704469405,0.005009234562749043,1216.0,1088.0
residual-283,32,0.32972261185447377,0.0,0.06118628475815058,0.01003867513888205,0.0047210074262693524,0.0446461756558468,0.004970245732693002,1216.0,1088.0
residual-283,33,0.2781596761196852,0.0,0.06026082051297029,0.0098454644321464,0.004659382315973441,0.043931234472741686,0.004906104683565597,1216.0,1088.0
residual-283,34,0.43500567351778346,0.0,0.060965326304237046,0.009673442497539023,0.004863009691083183,0.043350921012461185,0.005082192374781395,1216.0,1088.0
residual-283,35,0.31397853667537373,0.0,0.05938006440798441,0.009635298377058158,0.004609874857123941,0.04314538657975694,0.004866286355536431,1216.0,1088.0
residual-283,36,0.23175569841017327,0.0,0.05783214280381799,0.009254349279217422,0.0045104187447577715,0.04198468344596525,0.004771888382189597,1216.0,1088.0
residual-283,37,0.20438769490768513,0.0,0.05702965737630924,0.009051839918053398,0.004457095870748162,0.0413491470584025,0.004737430203628416,1216.0,1088.0
residual-283,38,0.25377429494013387,0.0,0.0562457456253469,0.00887732491052399,0.004417304473463446,0.04063860831471781,0.004689949438519155,1216.0,1088.0
residual-283,39,0.2719945789625247,0.0,0.055887560515354075,0.008709071883155653,0.004443382931640372,0.039919455302879214,0.004722614656202495,1216.0,1088.0
residual-283,40,0.21643511950969696,0.0,0.05472249956801534,0.0085128682355086,0.004330676136305556,0.039290079924588404,0.004620943237872173,1216.0,1088.0
residual-283,41,0.2956585641950369,0.0,0.05467152579997977,0.008486407905972252,0.004371184516154851,0.03875750582665205,0.0046608133319144445,1216.0,1088.0
residual-283,42,0.2783983660240968,0.0,0.05356444542606672,0.008260556710107872,0.004279259582593416,0.038131436721111335,0.004560565866995603,1216.0,1088.0
residual-283,43,0.19663696736097336,0.0,0.052699446212500334,0.008055530430283397,0.004211876347350578,0.037554787549500666,0.0045095082896295935,1216.0,1088.0
residual-283,44,0.2503331595410903,0.0,0.05237897097443541,0.008001426991540939,0.004208291638254498,0.03705620447484156,0.004508137741747002,1216.0,1088.0
residual-283,45,0.2427310704564055,0.0,0.051705254862705864,0.007826416500999281,0.004187087790342048,0.0363972046567748,0.0044659423680665595,1216.0,1088.0
residual-283,46,0.26854294414321583,0.0,0.051126797683537006,0.00753363105468452,0.004209990642266348,0.03550108972315987,0.004501329521493365,1216.0,1088.0
residual-283,47,0.251660689090689,0.0,0.05074584701408943,0.007532983378041536,0.00417027497314848,0.03525312772641579,0.004452600231161341,1216.0,1088.0
residual-283,48,0.2557922111203273,0.0,0.04941497199858228,0.007304442813619971,0.004057426888418074,0.034356315775463976,0.0043513316292470945,1216.0,1088.0
free-283,1,2.096528266867002,0.0,1.9081095457077026,0.4356716473897298,0.20757801396151385,0.4490489351252715,0.2088006945947806,1216.0,1088.0
free-283,2,1.1276773711045582,0.0,1.5832920918862026,0.2920377093056838,0.18487962832053503,0.35254111886024475,0.187732663936913,1216.0,1088.0
free-283,3,1.1288259414335091,0.0,1.3347227250536282,0.14706408232450485,0.17977672132352987,0.21121570778389773,0.1814719494432211,1216.0,1088.0
free-283,4,1.2231976861755054,0.0,1.2112835844357808,0.08786932627360027,0.17316226568073034,0.16093192063272,0.17514961368093887,1216.0,1088.0
free-283,5,1.3048338368535042,0.0,1.1189024274547894,0.06351251838107903,0.16450667039801678,0.13126561480263868,0.16586520615965128,1216.0,1088.0
free-283,6,1.4284609717627366,0.0,1.0337501416603725,0.058206965370724596,0.15193682815879583,0.12407162723441918,0.15288002602756023,1216.0,1088.0
free-283,7,1.5608554283777873,0.0,0.9293961375951767,0.0508498273169001,0.13653500316043696,0.11379266902804375,0.13775497985382876,1216.0,1088.0
free-283,8,1.5916526690125465,0.0,0.7478383158644041,0.04715732151332001,0.10715980889896552,0.10908080171793699,0.1087506809271872,1216.0,1088.0
free-283,9,1.6984976008534431,0.0,0.5800422715644041,0.04260152974165976,0.08021423267200589,0.10443428655465443,0.08218333326900999,1216.0,1088.0
free-283,10,2.158490687608719,0.0,0.4682767329116662,0.03845672099851072,0.06263662269338965,0.0989196024214228,0.06490686054651935,1216.0,1088.0
free-283,11,1.4400877592464287,0.0,0.3825710378587246,0.03589519338371853,0.049205654223139085,0.09510343164826433,0.05115075626720985,1216.0,1088.0
free-283,12,0.9981580190360546,0.0,0.32080370001494884,0.0336104155673335,0.03973506002997359,0.09122682797412078,0.041319814743474126,1216.0,1088.0
free-283,13,0.6906667873263359,0.0,0.26800414485236007,0.03166853962466121,0.03156368426668147,0.08859781237939994,0.03289098059758544,1216.0,1088.0
free-283,14,0.6051901889344057,0.0,0.22736805429061255,0.03010780558300515,0.025332875045326848,0.08580392909546693,0.026513392144503694,1216.0,1088.0
free-283,15,0.7152127375205358,0.0,0.19467832644780478,0.028631199228887756,0.0203202279129376,0.0835880075270931,0.021486106639107067,1216.0,1088.0
free-283,16,0.6138314288109541,0.0,0.16866873732457557,0.0272122483390073,0.016453994282831747,0.08132849276686709,0.01748813323987027,1216.0,1088.0
free-283,17,0.6329485476016998,0.0,0.14979039939741293,0.02598053969753285,0.013690115418285131,0.0791829563677311,0.01472895941697061,1216.0,1088.0
free-283,18,0.5628896194199721,0.0,0.13474450229356685,0.024771095253527164,0.011568637351350239,0.07720975515743096,0.012546990280194828,1216.0,1088.0
free-283,19,0.5860719221333662,0.0,0.12531348255773386,0.023840003258859117,0.010261065346033623,0.0755073162727058,0.011337779268311957,1216.0,1088.0
free-283,20,0.9628947426875433,0.0,0.11799005977809429,0.02290240628644824,0.009361769693593184,0.07382645287240545,0.01036367406292508,1216.0,1088.0
free-283,21,0.5683610197156668,0.0,0.10959650451938312,0.022097971057519317,0.008209550306977084,0.0724297125513355,0.009222738250779608,1216.0,1088.0
free-283,22,0.7877455931156874,0.0,0.1053446411776046,0.021410454685489338,0.007727001347423841,0.07109727493176858,0.008738771663047373,1216.0,1088.0
free-283,23,0.5109715852886438,0.0,0.10049594938755035,0.020802277567175526,0.0071490746922791,0.06985678539300959,0.008084489323664457,1216.0,1088.0
free-283,24,0.5664579135676225,0.0,0.09691797258953254,0.02017384274707486,0.006775838652780901,0.06863883882761002,0.0076606783356207115,1216.0,1088.0
free-283,25,0.7728669866919518,0.0,0.09501575337102015,0.01971440257815023,0.006629862104697774,0.0677354681926469,0.007457083847839385,1216.0,1088.0
free-283,26,0.8257036029050747,0.0,0.09290541879211862,0.019254551812385518,0.006459326095258196,0.06672194522495072,0.00722629512893036,1216.0,1088.0
free-283,27,0.8588698928554853,0.0,0.09164815054585536,0.018887555381904047,0.00640092520431305,0.06594464679559071,0.007092285687879969,1216.0,1088.0
free-283,28,0.5332000075529019,0.0,0.08805367133269708,0.01845080339505027,0.005947287058612953,0.06502160709351301,0.006651458679698408,1216.0,1088.0
free-283,29,0.5175140208254257,0.0,0.086509195001175,0.01812355841199557,0.005827467461737494,0.06426000533004601,0.006472882135615994,1216.0,1088.0
free-283,30,1.0509504439930122,0.0,0.0876343014339606,0.017775263520888984,0.006156794435810298,0.06350950229292114,0.00673855422064662,1216.0,1088.0
free-283,31,0.5602385805298885,0.0,0.08401540263245504,0.01758470106869936,0.005627707306606074,0.06293179063747327,0.006226988004830976,1216.0,1088.0
free-283,32,0.67321533896029,0.0,0.08313383487984538,0.017273885935234528,0.005584120013130208,0.06228682352229953,0.006190028846807157,1216.0,1088.0
free-283,33,0.6664848184833924,0.0,0.08263825283696254,0.017001600353978574,0.0056264367400823785,0.06156849395483732,0.006173329059189807,1216.0,1088.0
free-283,34,1.1102133045593898,0.0,0.08365862226734559,0.016808623253988724,0.005885470794358601,0.06118326432382067,0.006358242089239259,1216.0,1088.0
free-283,35,0.6775598414242268,0.0,0.08076258888468146,0.016593485022895038,0.005478319285127024,0.06059361745913824,0.005979509092867374,1216.0,1088.0
free-283,36,0.535035834958156,0.0,0.0796373263001442,0.0164278985078757,0.005345298268366605,0.06007774639874697,0.005894681196271752,1216.0,1088.0
free-283,37,0.46289486934741336,0.0,0.07842631839836638,0.01615648394605766,0.005255476639528449,0.05951095620791117,0.005746224798106899,1216.0,1088.0
free-283,38,0.9451697325954834,0.0,0.0802910568503042,0.01589372610518088,0.00567444283903266,0.05881669279187918,0.006145606477123995,1216.0,1088.0
free-283,39,0.5615986846387386,0.0,0.07793150919800003,0.015721090176763635,0.005334664854065825,0.05845369631424546,0.00582245530677028,1216.0,1088.0
free-283,40,0.600113500530521,0.0,0.07705857542653878,0.01555784714097778,0.00525653685326688,0.05796363747989138,0.005746381085676451,1216.0,1088.0
free-283,41,0.7476926315575838,0.0,0.0766631883258621,0.015410515518548587,0.005273491318803281,0.05733038671314716,0.005746756641504665,1216.0,1088.0
