fit,epoch,gradient_norm,kl_nats,loss,observation_mse,reward_mse,rollout_observation_mse,rollout_reward_mse,valid_observation_targets,valid_rollout_starts
free-283,42,0.6035048272460699,0.0,0.07558636118968327,0.015292842600805065,0.0051332071792179095,0.05716268182732165,0.0055896743142511696,1216.0,1088.0
free-283,43,0.4160423253973325,0.0,0.07479336407656471,0.015053276166630289,0.005073279656547432,0.0566191035322845,0.005568708622983347,1216.0,1088.0
free-283,44,0.8675247952342033,0.0,0.07594264081368844,0.01485096934872369,0.005355484337390711,0.056083240235845246,0.005814056707701336,1216.0,1088.0
free-283,45,0.6431093451877435,0.0,0.07445916704212625,0.01470427238382399,0.005164719827007502,0.05571682114774982,0.005618802485211442,1216.0,1088.0
free-283,46,0.49682024493813515,0.0,0.07314921931053202,0.014455407954907665,0.005043585581006482,0.055145223857834935,0.005473428318509832,1216.0,1088.0
free-283,47,0.6060146726667881,0.0,0.07346289946387212,0.014368134511945149,0.005136298976140097,0.054803242751707636,0.005573973855158935,1216.0,1088.0
free-283,48,0.8254343246420225,0.0,0.0731178936548531,0.014158679017176231,0.005164930790973206,0.05442050960846245,0.005544618800437699,1216.0,1088.0
free-293,1,4.056700614591439,0.0,2.2918879936138787,0.42812197158734006,0.27198222652077675,0.4460376513501008,0.2764091435819864,1216.0,1088.0
free-293,2,1.5649373643100262,0.0,1.6478240489959717,0.31350083462893963,0.1907821341107289,0.3720129815240701,0.19259409451236328,1216.0,1088.0
free-293,3,1.1680470332503319,0.0,1.3992821176846821,0.17916740539173284,0.18129618962605795,0.25642957786719006,0.18335759018858275,1216.0,1088.0
free-293,4,1.4602366499602795,0.0,1.2687177409728367,0.10328204339991014,0.17842885913948217,0.18207774249215922,0.1803406902278463,1216.0,1088.0
free-293,5,1.4658301522334416,0.0,1.178271974126498,0.06266099167987704,0.17374548874795437,0.13845371454954147,0.1757010860989491,1216.0,1088.0
free-293,6,1.3051510999600093,0.0,1.1182297716538112,0.05279393959790468,0.16686597373336554,0.12042379938066006,0.16888001654297113,1216.0,1088.0
free-293,7,1.611844206849734,0.0,1.070231097439925,0.049338445688287415,0.16050973565628132,0.11583240547527869,0.16046875218550363,1216.0,1088.0
free-293,8,1.1683756212393444,0.0,0.9986283605297407,0.047101929085329175,0.14940004671613374,0.11122044486304124,0.14915801615764698,1216.0,1088.0
free-293,9,1.749190628528595,0.0,0.9306810162961483,0.04608481346319119,0.13878638638804355,0.10908144588271777,0.13745496391008297,1216.0,1088.0
free-293,10,1.7895883917808533,0.0,0.7774399121602377,0.04421163032141825,0.11361721716821194,0.10657899888853233,0.1127349544937412,1216.0,1088.0
free-293,11,1.397461252907912,0.0,0.5606036186218262,0.042486062118162714,0.0776189520644645,0.10455411610503991,0.07768234160418312,1216.0,1088.0
free-293,12,1.0714526325464249,0.0,0.4255959118405978,0.03931077088539799,0.055561441384876765,0.10029951762408018,0.05694480690484246,1216.0,1088.0
free-293,13,0.977902622272571,0.0,0.32860249032576877,0.03652049236310025,0.039907925141354404,0.09655249351635575,0.0420870267941306,1216.0,1088.0
free-293,14,0.5275773853063583,0.0,0.2711012735962868,0.03416473907418549,0.031155616355439026,0.09298144777615865,0.03291167179122567,1216.0,1088.0
free-293,15,0.7295631282031536,0.0,0.23209813237190247,0.032117797527462244,0.025336157763376832,0.08982446324080229,0.026861736356901627,1216.0,1088.0
free-293,16,0.5352481578787168,0.0,0.19897985830903053,0.030307197012007236,0.020471850798154872,0.08685918959478538,0.021677831769920886,1216.0,1088.0
free-293,17,0.6224945510427157,0.0,0.17324451419214407,0.028635321805874508,0.01674137858208269,0.08424927433952689,0.01775952094855408,1216.0,1088.0
free-293,18,0.7649488709867001,0.0,0.15677357899645963,0.027122200311472017,0.014460818958468735,0.08199428115040064,0.015405481991668543,1216.0,1088.0
free-293,19,0.6783963534981012,0.0,0.14268647941450277,0.025965868611820042,0.012455823676039776,0.0800011781975627,0.013448363558078805,1216.0,1088.0
free-293,20,0.565756702174743,0.0,0.1310517548893889,0.02481970889493823,0.010836235092331966,0.0782096905944248,0.01189113111468032,1216.0,1088.0
free-293,21,0.520138431340456,0.0,0.1227473287532727,0.02390399241509537,0.009728106029797345,0.07657694273317854,0.010821221008275947,1216.0,1088.0
free-293,22,0.6290593060354391,0.0,0.11721753980964422,0.02303104428574443,0.009058808248179654,0.07505830268686016,0.010211056272964925,1216.0,1088.0
free-293,23,0.7481766908119122,0.0,0.11246419822176297,0.022292820309909683,0.008512657155127576,0.07389881508424878,0.00958567091341441,1216.0,1088.0
free-293,24,0.6184742227196693,0.0,0.10773643013089895,0.021678249390485387,0.007918007322587073,0.07263773183027904,0.009033642515229682,1216.0,1088.0
free-293,25,0.6109742261469364,0.0,0.1039210082963109,0.021149984754932422,0.00745287516231959,0.07162365751961867,0.008573847085547944,1216.0,1088.0
free-293,26,0.5631254402299722,0.0,0.10062235159178574,0.020628625449414056,0.007093591111091276,0.0706400265917182,0.008149674104060978,1216.0,1088.0
free-293,27,0.6670135830839475,0.0,0.09920919841776292,0.020142383989878,0.007039364737768968,0.06962496492390831,0.008048437186516821,1216.0,1088.0
free-293,28,1.1691155017664034,0.0,0.09948763996362686,0.019746235571801662,0.00723973719868809,0.06886858756964405,0.008174080770307532,1216.0,1088.0
free-293,29,0.7327371382464966,0.0,0.09473565608883898,0.019442675324777763,0.006594544625841081,0.06811296225835879,0.007429159828461707,1216.0,1088.0
free-293,30,0.623290695870916,0.0,0.09260950501387318,0.019074437169668574,0.006371298300412794,0.06734120224912961,0.007189636390345792,1216.0,1088.0
free-293,31,0.739572562277317,0.0,0.09157649707049131,0.018726943875662982,0.006316102536705633,0.06664429946492116,0.0071314967547853785,1216.0,1088.0
free-293,32,0.6838243007659912,0.0,0.08975576267888148,0.01851815318999191,0.006146863898417602,0.0658852180155615,0.006853772676549852,1216.0,1088.0
free-293,33,1.082279734313488,0.0,0.09026756385962169,0.01819510606583208,0.0063668202492408454,0.0652891503026088,0.006980301036189,1216.0,1088.0
free-293,34,0.6252656194070975,0.0,0.08653611472497384,0.01790222436344872,0.005828917705609153,0.06468914619957407,0.006486823239053289,1216.0,1088.0
free-293,35,0.5262377702941498,0.0,0.08515606028959155,0.017653476796112955,0.005706509536442657,0.06408306738982598,0.006317506098033239,1216.0,1088.0
free-293,36,0.5072911716997623,0.0,0.08415133971720934,0.017500267286474507,0.00561643744003959,0.0635328587765495,0.006209446233697236,1216.0,1088.0
free-293,37,0.5610157630095879,0.0,0.08359774978210528,0.017182706234355766,0.005640377154729019,0.06289954918126266,0.0062018804213342564,1216.0,1088.0
free-293,38,0.6154507032285134,0.0,0.08300455069790284,0.017054269982812304,0.005610088468529284,0.06237097876146436,0.006162218555497627,1216.0,1088.0
free-293,39,0.6535771743704876,0.0,0.08246737516795595,0.016771299803319078,0.005636562670891483,0.06187143099183837,0.006107055019432058,1216.0,1088.0
free-293,40,0.6002181097865105,0.0,0.0817002896219492,0.016585498000495136,0.005584571500852083,0.061341307746867337,0.00605292550365751,1216.0,1088.0
free-293,41,0.5290335329870383,0.0,0.08114238549023867,0.016368052534138162,0.005567102596008529,0.06077669902394215,0.006058785909165938,1216.0,1088.0
free-293,42,0.8517256397753954,0.0,0.08149117231369019,0.016226376756094396,0.005715252152488877,0.060302427504211664,0.006126286985818297,1216.0,1088.0
free-293,43,0.6198312621563673,0.0,0.07925522808606426,0.016066824978527922,0.005389268801081926,0.05984760448336601,0.005853763160606225,1216.0,1088.0
free-293,44,0.556346220895648,0.0,0.07846051920205355,0.015854622470214963,0.005326115623271714,0.0593504817225039,0.005813096397711585,1216.0,1088.0
free-293,45,0.6968812594811121,0.0,0.07848723605275154,0.01563277968671173,0.005437274696305394,0.058772859163582325,0.005859463572657357,1216.0,1088.0
free-293,46,0.5876065120100975,0.0,0.07714171707630157,0.015502218040637672,0.005266647242630522,0.058388466791560255,0.0056893384899012744,1216.0,1088.0
free-293,47,0.7768034798403581,0.0,0.07745282879720132,0.01534462363148729,0.005375869281124324,0.05795117933303118,0.005814569420181215,1216.0,1088.0
free-293,48,0.3806456333647172,0.0,0.07526663364842534,0.015163039749798676,0.0050799771658300115,0.05741995091860493,0.005536854461145897,1216.0,1088.0
residual-293,1,1.7655770753820736,0.0,0.8058686951796213,0.41974151507019997,0.027665225594925385,0.4408670750757058,0.027516375140597422,1216.0,1088.0
residual-293,2,0.437014431382219,0.0,0.48734328150749207,0.26352667560180026,0.010035541917507848,0.32700970582664013,0.010084793514882525,1216.0,1088.0
residual-293,3,0.30729836287597817,0.0,0.2804727864762147,0.12813905688623586,0.008931482268963009,0.1967876348644495,0.009106990920069316,1216.0,1088.0
residual-293,4,0.2768924608826637,0.0,0.17750910141815743,0.061084854726990066,0.008603832082978139,0.1292901240910093,0.008681928409108272,1216.0,1088.0
residual-293,5,0.18885352183133364,0.0,0.14401379600167274,0.042682157984624304,0.008256298354050765,0.10334694913278024,0.00831648480379954,1216.0,1088.0
residual-293,6,0.190318345092237,0.0,0.1309470667814215,0.03547121863812208,0.008001300098840147,0.09472250069181125,0.008054698817431927,1216.0,1088.0
residual-293,7,0.24572478731473288,0.0,0.12289856312175591,0.031081319708998006,0.007897513860370964,0.08885957828412454,0.007898699899669737,1216.0,1088.0
residual-293,8,0.1884623533114791,0.0,0.11583872232586145,0.02783037085706989,0.007614108403989424,0.08459100608403484,0.007628207017357151,1216.0,1088.0
residual-293,9,0.17576345863441625,0.0,0.11032920392851035,0.02515191239460061,0.007438108422017346,0.08110924996435642,0.0074351167810770375,1216.0,1088.0
residual-293,10,0.18375525592515865,0.0,0.10593739617615938,0.023078070022165775,0.007323838324130823,0.07789328849563996,0.00730866490630433,1216.0,1088.0
residual-293,11,0.20579839466760555,0.0,0.10260492408027251,0.021413028977500897,0.007277190180805822,0.07512871595099568,0.007259387930389494,1216.0,1088.0
residual-293,12,0.20649338078995547,0.0,0.09915562563886245,0.020129046441676717,0.007116783953582247,0.07272047316655517,0.007099603341581921,1216.0,1088.0
residual-293,13,0.2776654940098524,0.0,0.09655810271700223,0.019074402012241382,0.007025664691658069,0.07070886359239618,0.007013305303795884,1216.0,1088.0
residual-293,14,0.19174147148927054,0.0,0.09371021514137585,0.018389035016298294,0.006813473999500275,0.06892099635054667,0.00680339359678328,1216.0,1088.0
residual-293,15,0.2399178979297479,0.0,0.09181120262170832,0.01783893400958429,0.006716648194318016,0.06733634384969871,0.006718751625157893,1216.0,1088.0
residual-293,16,0.25154060187439126,0.0,0.08972417594244082,0.01724713807925582,0.006587749832154562,0.06590667615334193,0.0065863503647657735,1216.0,1088.0
residual-293,17,0.23890706400076547,0.0,0.0864631572427849,0.016512323015679915,0.006319914245977998,0.06398607790470123,0.006339069611082475,1216.0,1088.0
residual-293,18,0.2894010857368509,0.0,0.08450086895997326,0.01593413995578885,0.00621559396192121,0.06241341556111971,0.006248823231241356,1216.0,1088.0
residual-293,19,0.2810930327201883,0.0,0.08206470683217049,0.01550173150220265,0.0059714632807299495,0.06112551192442576,0.00605718360748142,1216.0,1088.0
residual-293,20,0.2751083318144083,0.0,0.07966725900769234,0.015081904576315234,0.0057433007944685715,0.05973379461405178,0.005872627060549955,1216.0,1088.0
residual-293,21,0.1855600799123446,0.0,0.07678564187760155,0.014514566748403013,0.0054602376476395875,0.058298895601183176,0.005640338466037065,1216.0,1088.0
residual-293,22,0.3123687965174516,0.0,0.07524312691142161,0.013929704204201698,0.0054412573808804154,0.056599336521079145,0.005624362364566575,1216.0,1088.0
residual-293,23,0.29244849396248657,0.0,0.07337301426256697,0.013582178275100887,0.0052808224863838404,0.055393050968026124,0.005485510181946059,1216.0,1088.0
residual-293,24,0.2687080269679427,0.0,0.07154014240950346,0.013164936526057621,0.005147463777878632,0.0540335630842795,0.00538428455668812,1216.0,1088.0
residual-293,25,0.24050948427369198,0.0,0.0694870885151128,0.012671357796837887,0.0050066371622961015,0.052636221439267196,0.005235535946364204,1216.0,1088.0
residual-293,26,0.2903621963535746,0.0,0.06825424218550324,0.012179409270174801,0.005013850895920768,0.051067533592383065,0.0052428315102588385,1216.0,1088.0
residual-293,27,0.30295224363605183,0.0,0.06661154919614394,0.011715113748020181,0.004942582842583458,0.049625758081674576,0.005156612178931634,1216.0,1088.0
residual-293,28,0.48427966485420865,0.0,0.06747855587551992,0.011445927200838923,0.0052367314929142594,0.048596322226027645,0.005393770678589742,1216.0,1088.0
residual-293,29,0.28337755364676315,0.0,0.06459861109033227,0.01121923461323604,0.0048532900885523604,0.047655601209650435,0.005069208001562704,1216.0,1088.0
residual-293,30,0.2362589742988348,0.0,0.06272116008525093,0.01083753201722478,0.004716778571795051,0.04619213884385923,0.0049602220533415675,1216.0,1088.0
residual-293,31,0.3034285608058174,0.0,0.0614793892018497,0.010408881430824598,0.004731954773887992,0.04449913805971543,0.004946559686989834,1216.0,1088.0
residual-293,32,0.2885371831556161,0.0,0.06024087266996503,0.010167037098047635,0.004665106088699152,0.043259412283077836,0.004891852605699872,1216.0,1088.0
residual-293,33,0.31978755816817284,0.0,0.058328406885266304,0.009715867772077521,0.004617264698026702,0.04092277757202586,0.00484104611678049,1216.0,1088.0
residual-293,34,0.2688998216763139,0.0,0.055860562870899834,0.009251532047831764,0.004486844331646959,0.038420899926374354,0.004725601659932484,1216.0,1088.0
residual-293,35,0.22752895144124827,0.0,0.05301105339700977,0.008515747613273561,0.00443887664975288,0.03490613144822419,0.00464336687582545,1216.0,1088.0
residual-293,36,0.2983209416270256,0.0,0.050646692514419556,0.007974975587179264,0.004425316350534558,0.03146396852874508,0.004619233717676252,1216.0,1088.0
residual-293,37,0.2857043060163657,0.0,0.048674272994200386,0.007390204681238781,0.004408818436786532,0.02881932056819399,0.004619567102054134,1216.0,1088.0
residual-293,38,0.2791643887758255,0.0,0.04651583839828769,0.006863935481912146,0.004349167157973473,0.026312833419069648,0.0045494086322529865,1216.0,1088.0
residual-293,39,0.26204504662503797,0.0,0.044510851691787444,0.006401391205145046,0.004290436219889671,0.023918393882922828,0.004494259211545189,1216.0,1088.0
residual-293,40,0.31668193886677426,0.0,0.04361825886492928,0.006098001904319972,0.004317137354519218,0.022402120831732947,0.004525323476021488,1216.0,1088.0
residual-293,41,0.3058475212504466,0.0,0.04191140791711708,0.0056397244237208115,0.004260990487334008,0.020609216337713104,0.004461556682751204,1216.0,1088.0
residual-293,42,0.2585722080742319,0.0,0.040290919210140906,0.005477117161111285,0.004116405276969696,0.019421834964305162,0.004318631855615725,1216.0,1088.0
residual-293,43,0.2619892604028185,0.0,0.03902255883440375,0.005273722839774564,0.0040082216437440366,0.018522474022271734,0.004227356141200289,1216.0,1088.0
residual-293,44,0.2780942947914203,0.0,0.03842344197134177,0.004988265815579022,0.004052370990393683,0.017391006578691304,0.004265094389362882,1216.0,1088.0
residual-293,45,0.38514095234374207,0.0,0.03839616306746999,0.004857337723175685,0.004139613398971657,0.016614052932709455,0.004336672902960951,1216.0,1088.0
residual-293,46,0.28919739990184706,0.0,0.036846921080723405,0.004714038611079256,0.003948054470432301,0.016008958957778912,0.004168092554512744,1216.0,1088.0
residual-293,47,0.27931644053508836,0.0,0.035861525451764464,0.004493132010490323,0.003886055628148218,0.01521862942414979,0.004107428336283192,1216.0,1088.0
residual-293,48,0.183455979761978,0.0,0.03478638300051292,0.004265979960716019,0.003811736241914332,0.014320377570887407,0.004056634585140273,1216.0,1088.0
