anchor_id,episode_id,regime,case,schedule,preaction_step,weight,same_action,half_a,half_b,mean_advantage,paired_standard_error,physical_records,tied_replicates,both_censored_replicates,analytic_censored_fraction,neural_censored_fraction
328,train:shift:19600010:period2,shift,9,period2,16,0.005555555555555556,True,0.0,0.0,0.0,0.0,16,16,9,0.5625,0.5625
329,train:shift:19600010:period2,shift,9,period2,32,0.005555555555555556,True,0.0,0.0,0.0,0.0,16,16,2,0.125,0.125
330,train:shift:19600011:never,shift,10,never,0,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,5,0.3125,0.3125
331,train:shift:19600011:never,shift,10,never,4,0.006944444444444444,False,-2.5,1.25,-0.625,1.983000672381799,32,3,1,0.125,0.125
332,train:shift:19600011:never,shift,10,never,8,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,6,0.375,0.375
333,train:shift:19600011:never,shift,10,never,16,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,0,0.0,0.0
335,train:shift:19600011:period2,shift,10,period2,0,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,7,0.4375,0.4375
336,train:shift:19600011:period2,shift,10,period2,4,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,8,0.5,0.5
337,train:shift:19600011:period2,shift,10,period2,8,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,4,0.25,0.25
338,train:shift:19600011:period2,shift,10,period2,16,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,1,0.0625,0.0625
340,train:shift:19600011:always,shift,10,always,0,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,4,0.25,0.25
341,train:shift:19600011:always,shift,10,always,4,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,3,0.1875,0.1875
342,train:shift:19600011:always,shift,10,always,8,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,4,0.25,0.25
343,train:shift:19600011:always,shift,10,always,16,0.006944444444444444,False,-2.5,-7.25,-4.875,1.8047968491402755,32,3,1,0.0625,0.1875
345,train:shift:19600012:period2,shift,11,period2,0,0.006944444444444444,False,3.25,-1.875,0.6875,1.337655754170955,32,3,1,0.0625,0.125
346,train:shift:19600012:period2,shift,11,period2,4,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,0,0.0,0.0
347,train:shift:19600012:period2,shift,11,period2,8,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,0,0.0,0.0
348,train:shift:19600012:period2,shift,11,period2,16,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,1,0.0625,0.0625
350,train:shift:19600012:always,shift,11,always,0,0.006944444444444444,False,0.0,-5.0,-2.5,2.2323380867004294,32,1,1,0.0625,0.0625
351,train:shift:19600012:always,shift,11,always,4,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,0,0.0,0.0
352,train:shift:19600012:always,shift,11,always,8,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,0,0.0,0.0
353,train:shift:19600012:always,shift,11,always,16,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,0,0.0,0.0
355,train:shift:19600012:never,shift,11,never,0,0.006944444444444444,False,-1.25,4.25,1.5,2.254624876411447,32,0,0,0.0,0.0
356,train:shift:19600012:never,shift,11,never,4,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,0,0.0,0.0
357,train:shift:19600012:never,shift,11,never,8,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,2,0.125,0.125
358,train:shift:19600012:never,shift,11,never,16,0.006944444444444444,True,0.0,0.0,0.0,0.0,16,16,0,0.0,0.0
