time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,train/loss,train/clip_range,train/value_loss,train/entropy_loss,train/explained_variance,train/approx_kl,train/learning_rate,train/clip_fraction,train/n_updates,train/policy_gradient_loss
17,7.286300000000001,42,90.09,17408,405,0.20265357196331024,0.2,0.4868034361861646,-0.6007802154868841,0.9076869487762451,0.007837588,0.0003,0.0474609375,160,-0.006304788023408036
18,7.2893,45,90.17,18432,405,0.10327495634555817,0.2,0.3795114462263882,-0.6047863747924567,0.9241703748703003,0.002512508,0.0003,0.02373046875,170,-0.00183807318971958
19,7.1568,48,87.97,19456,405,0.2733002007007599,0.2,0.5631693094037473,-0.6064349450170994,0.8892589807510376,0.002416682,0.0003,0.00830078125,180,-0.0009761582332430407
20,7.177600000000001,50,88.59,20480,403,0.2528730630874634,0.2,0.5119595685973763,-0.578925809264183,0.8974224925041199,0.0039404407,0.0003,0.03193359375,190,-0.005532846052665264
21,7.051700000000002,53,87.58,21504,402,0.17515456676483154,0.2,0.38655018201097846,-0.6224562220275403,0.927294909954071,0.009864966,0.0003,0.09697265625,200,-0.005139568768208846
22,7.142799999999999,55,88.25,22528,402,0.2659732699394226,0.2,0.6666348297148943,-0.6257129788398743,0.8679788112640381,0.0036212078,0.0003,0.006640625,210,-0.0019080351514276118
23,7.308399999999999,58,89.2,23552,403,0.12429649382829666,0.2,0.32060246197506787,-0.6372731044888497,0.936287522315979,0.00862854,0.0003,0.11748046875,220,-0.005655000658589415
24,7.471,60,90.37,24576,404,0.13205963373184204,0.2,0.3168798846192658,-0.6336069829761982,0.9408217668533325,0.0032656768,0.0003,0.0083984375,230,-0.001961161626968533
25,7.450799999999999,63,90.06,25600,404,0.24515385925769806,0.2,0.4555431669577956,-0.6028438370674849,0.9247268438339233,0.006457179,0.0003,0.048828125,240,-0.004716292201192118
26,7.4523,66,89.5,26624,401,0.17877498269081116,0.2,0.42809011759236454,-0.5776906765997409,0.9187955260276794,0.012095579,0.0003,0.0978515625,250,-0.007823767996160313
27,7.7498000000000005,69,90.74,27648,398,0.21957236528396606,0.2,0.373225964512676,-0.6057823039591312,0.9278525114059448,0.0019569644,0.0003,0.0248046875,260,-0.0020919339265674354
28,7.691300000000001,72,89.84,28672,397,0.18698306381702423,0.2,0.38994565084576605,-0.6103734493255615,0.9293762445449829,0.0045388183,0.0003,0.0310546875,270,-0.006346906736143865
29,7.832800000000001,74,90.69,29696,397,0.3124442398548126,0.2,0.6992672571912408,-0.5981895726174116,0.8794018030166626,0.0066350377,0.0003,0.040625,280,-0.002144063712330535
30,7.817,77,89.77,30720,396,0.3227002024650574,0.2,0.6460043311119079,-0.6156641580164433,0.8926464319229126,0.0053235497,0.0003,0.01875,290,-0.0005213210708461702
31,7.8363,80,89.08,31744,395,0.3374341130256653,0.2,0.6905584352090954,-0.6037387359887362,0.8708221316337585,0.001691325,0.0003,0.01103515625,300,-0.0006953536940272897
32,7.7536999999999985,83,88.35,32768,394,0.23959891498088837,0.2,0.46058657094836236,-0.6333820208907127,0.9189731478691101,0.0076093557,0.0003,0.05302734375,310,-0.004657327542372513
