fit_id,epochs,eight_view_weighted_mse,first_argmin_match,label_regret,optimal_set_hit,single_view_weighted_mse,fit_seconds_with_pair_setup,diagnostic_seconds,diagnostic_restore_seconds,diagnostic_prediction_seconds
short@30101,80,0.2784233297002781,0.3599537037037037,0.6828161168981481,0.5306712962962964,0.2780129784016662,1.4232397079467773,0.01711170910857618,0.001454042037948966,0.002164795994758606
long@30101,320,0.24563393424142685,0.4502314814814815,0.5849428530092593,0.5908564814814815,0.2466516340254314,5.566331708105281,0.01676770905032754,0.0012407500762492418,0.0021265391260385513
short@30102,80,0.2787843836021116,0.33622685185185186,0.7431459780092593,0.4982638888888889,0.28263202450772795,1.3636989784426987,0.017135499976575375,0.0012664170935750008,0.002180621260777116
long@30102,320,0.25029641208283204,0.44386574074074076,0.6208043981481481,0.5746527777777778,0.25822439691423,5.483574687503278,0.016650208039209247,0.0012584580108523369,0.002107918495312333
short@30103,80,0.2818911364195195,0.3755787037037037,0.6945348668981481,0.5202546296296297,0.2803939042111843,1.405389812658541,0.016598958987742662,0.0014162501320242882,0.0021652085706591606
long@30103,320,0.24768897020741798,0.4513888888888889,0.6013093171296297,0.5665509259259259,0.2481193821131278,5.428297812468372,0.016607417026534677,0.0013097920455038548,0.002131079090759158
