candidate,control,seed,regime,scope,direction,candidate_episode_weighted_raw_gap,control_episode_weighted_raw_gap,delta_episode_weighted_raw_gap,candidate_episode_weighted_agreement,control_episode_weighted_agreement,delta_episode_weighted_agreement,candidate_episode_weighted_centered_mse,control_episode_weighted_centered_mse,delta_episode_weighted_centered_mse,candidate_episode_weighted_first_argmin_match,control_episode_weighted_first_argmin_match,delta_episode_weighted_first_argmin_match
frozen_spo,frozen_aux,301000001,lambda4,initial,frozen_spo minus control,0.04132270812988281,0.038611367896751125,0.002711340233131687,0.5,0.45370370370370366,0.046296296296296335,0.03834650486955548,0.03192103378661091,0.00642547108294457,0.5,0.3055555555555556,0.19444444444444442
frozen_spo,frozen_aux,301000002,lambda4,initial,frozen_spo minus control,0.051650956824973775,0.03813595241970486,0.013515004405268913,0.45370370370370366,0.537037037037037,-0.08333333333333331,0.044194164710432915,0.023364756449359026,0.02082940826107389,0.39814814814814814,0.4074074074074074,-0.009259259259259245
frozen_spo,frozen_aux,301000003,lambda4,initial,frozen_spo minus control,0.027297929481223778,0.036967833836873375,-0.009669904355649597,0.5462962962962963,0.45370370370370366,0.09259259259259262,0.04410139556901211,0.019309049303801003,0.024792346265211106,0.5462962962962963,0.32407407407407407,0.2222222222222222
frozen_spo,joint_aux,301000001,lambda4,initial,frozen_spo minus control,0.04132270812988281,0.03945441599245424,0.001868292137428569,0.5,0.5277777777777778,-0.02777777777777779,0.03834650486955548,0.02422399325429528,0.014122511615260201,0.5,0.5277777777777778,-0.02777777777777779
frozen_spo,joint_aux,301000002,lambda4,initial,frozen_spo minus control,0.051650956824973775,0.027298176730120624,0.02435278009485315,0.45370370370370366,0.5092592592592592,-0.055555555555555525,0.044194164710432915,0.016630509924196544,0.02756365478623637,0.39814814814814814,0.4722222222222222,-0.07407407407407407
frozen_spo,joint_aux,301000003,lambda4,initial,frozen_spo minus control,0.027297929481223778,0.02512757866470902,0.0021703508165147566,0.5462962962962963,0.45370370370370366,0.09259259259259262,0.04410139556901211,0.017280826375371535,0.026820569193640575,0.5462962962962963,0.45370370370370366,0.09259259259259262
frozen_spo,joint_spo,301000001,lambda4,initial,frozen_spo minus control,0.04132270812988281,0.05099978270354094,-0.009677074573658129,0.5,0.48148148148148145,0.018518518518518545,0.03834650486955548,0.11909915670568062,-0.08075265183612515,0.5,0.48148148148148145,0.018518518518518545
frozen_spo,joint_spo,301000002,lambda4,initial,frozen_spo minus control,0.051650956824973775,0.05275459642763491,-0.0011036396026611328,0.45370370370370366,0.5740740740740741,-0.1203703703703704,0.044194164710432915,0.1076673604691944,-0.06347319575876148,0.39814814814814814,0.5185185185185185,-0.12037037037037035
frozen_spo,joint_spo,301000003,lambda4,initial,frozen_spo minus control,0.027297929481223778,0.014870961507161459,0.01242696797406232,0.5462962962962963,0.6851851851851852,-0.13888888888888895,0.04410139556901211,0.045609666235798665,-0.0015082706667865556,0.5462962962962963,0.6481481481481481,-0.10185185185185186
frozen_spo,pretrained,301000001,lambda4,full,frozen_spo minus control,0.06998234233254219,0.07443429556003106,-0.00445195322748887,0.5660346742029216,0.5629144999752714,0.0031201742276502076,0.09954481476563562,0.06172960075188463,0.037815214013750986,0.5660346742029216,0.5567416604690986,0.009293013733823074
frozen_spo,pretrained,301000002,lambda4,full,frozen_spo minus control,0.08139608282348386,0.05838507645553029,0.02301100636795357,0.5167934427189128,0.5759410630051537,-0.059147620286240876,0.09792312123827668,0.0554365518287919,0.04248656940948478,0.5053295979217347,0.5620183194206185,-0.05668872149888382
frozen_spo,pretrained,301000003,lambda4,full,frozen_spo minus control,0.07196307726136039,0.07595098368633044,-0.003987906424970045,0.5655663352438572,0.5706435378434502,-0.005077202599592989,0.09688301052245203,0.07979290217065182,0.017090108351800207,0.5655663352438572,0.5369993252064149,0.02856701003744233
frozen_spo,frozen_aux,301000001,lambda4,full,frozen_spo minus control,0.06998234233254219,0.07504748582851405,-0.005065143495971855,0.5660346742029216,0.5531243225654524,0.01291035163746923,0.09954481476563562,0.06731633158713626,0.032228483178499356,0.5660346742029216,0.5188052220858844,0.04722945211703722
frozen_spo,frozen_aux,301000002,lambda4,full,frozen_spo minus control,0.08139608282348386,0.07191994101690237,0.00947614180658149,0.5167934427189128,0.5610104495747193,-0.04421700685580654,0.09792312123827668,0.05802830221087455,0.03989481902740213,0.5053295979217347,0.5328641886013242,-0.02753459067958952
frozen_spo,frozen_aux,301000003,lambda4,full,frozen_spo minus control,0.07196307726136039,0.07725077382223206,-0.005287696560871663,0.5655663352438572,0.5451801028366229,0.02038623240723436,0.09688301052245203,0.060769723682529767,0.036113286839922265,0.5655663352438572,0.5155718535591342,0.04999448168472309
