baseline_family,candidate_family,contrast,group,scope,seeds,episodes,normalization_rows,normalization_supported_episodes,rows,supported_episodes,weight_mass,cell,cell_statistics.baseline.agreement,cell_statistics.baseline.legal_centered_mse,cell_statistics.baseline.near_mixed_wrong_mass,cell_statistics.baseline.near_no_best_mass,cell_statistics.baseline.pair_mse_best_best,cell_statistics.baseline.pair_mse_best_rest,cell_statistics.baseline.pair_mse_rest_rest,cell_statistics.baseline.raw_gap,cell_statistics.candidate.agreement,cell_statistics.candidate.legal_centered_mse,cell_statistics.candidate.near_mixed_wrong_mass,cell_statistics.candidate.near_no_best_mass,cell_statistics.candidate.pair_mse_best_best,cell_statistics.candidate.pair_mse_best_rest,cell_statistics.candidate.pair_mse_rest_rest,cell_statistics.candidate.raw_gap,cell_statistics.delta.agreement,cell_statistics.delta.legal_centered_mse,cell_statistics.delta.near_mixed_wrong_mass,cell_statistics.delta.near_no_best_mass,cell_statistics.delta.pair_mse_best_best,cell_statistics.delta.pair_mse_best_rest,cell_statistics.delta.pair_mse_rest_rest,cell_statistics.delta.raw_gap,cell_statistics.mass,cell_statistics.rows,cell_statistics.teacher_margin.conditional_mean,cell_statistics.teacher_margin.contribution,cell_statistics.teacher_margin.mass,cell_statistics.teacher_margin.rows
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case0,full,285000001;285000002;285000003,3,1706.0,3.0,1706.0,3.0,1.0,CC,0.6452353371914615,0.06359521754300967,0.0,0.0,3.9876546837380644e-05,0.02443954731924403,0.03911579367692825,0.0,0.6452353371914615,0.055878904921923385,0.0,0.0,0.00014141377445286597,0.02477911156953638,0.03095837957793414,0.0,0.0,-0.0077163126210862895,0.0,0.0,0.00010153722761548533,0.0003395642502923492,-0.008157414098994122,0.0,0.6452353371914615,1046.6666666666667,0.571618185920101,0.36882825293692795,0.6452353371914615,1046.6666666666667
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case0,full,285000001;285000002;285000003,3,1706.0,3.0,1706.0,3.0,1.0,CW,0.0297728519849178,0.0033398458847653492,0.0,0.0,5.5898080625057635e-08,0.001513645461685014,0.0018261445249997104,0.0,0.0,0.004624736341269251,0.0,0.0297728519849178,2.2740071311221133e-07,0.002475414334443545,0.0021490946061125944,0.018224756372375594,-0.0297728519849178,0.0012848904565039019,0.0,0.0297728519849178,1.715026324871537e-07,0.0009617688727585307,0.00032295008111288406,0.018224756372375594,0.0297728519849178,40.666666666666664,0.5912498932153568,0.017603195556799272,0.0297728519849178,40.666666666666664
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case0,full,285000001;285000002;285000003,3,1706.0,3.0,1706.0,3.0,1.0,WC,0.0,0.007178145203385694,0.0,0.0734789372814967,4.277024563779253e-07,0.004357398053242783,0.002820319447686534,0.03105813112176914,0.0734789372814967,0.003754710912499243,0.0,0.0,1.2819301343055922e-07,0.0017748334897806576,0.0019797492297051553,0.0,0.0734789372814967,-0.003423434290886451,0.0,-0.0734789372814967,-2.995094429473661e-07,-0.002582564563462125,-0.0008405702179813788,-0.03105813112176914,0.0734789372814967,58.666666666666664,0.3726297002226176,0.027380434371880633,0.0734789372814967,58.666666666666664
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case0,full,285000001;285000002;285000003,3,1706.0,3.0,1706.0,3.0,1.0,WW,0.0,0.05331977429101282,0.0,0.251512873542124,3.7432106826514354e-07,0.041857563455594195,0.011461836514350359,0.036204532350319486,0.0,0.04833986747416392,0.0,0.251512873542124,7.500936547959108e-08,0.03526541559122431,0.013074376873574134,0.03443029431375998,0.0,-0.004979906816848899,0.0,0.0,-2.9931170278555247e-07,-0.006592147864369888,0.001612540359223774,-0.0017742380365595074,0.251512873542124,560.0,0.11771886408377971,0.029607809775826166,0.251512873542124,560.0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case1,full,285000001;285000002;285000003,3,1649.0,3.0,1649.0,3.0,1.0,CC,0.7156205565711963,0.03997078241557818,0.0,0.0,0.00021117530402081373,0.01605037969252742,0.023709227419029946,0.0,0.7156205565711963,0.042415338259694985,0.0,0.0,0.0007745964193378664,0.0161610887648326,0.02547965307552451,0.0,0.0,0.0024445558441168053,0.0,0.0,0.0005634211153170527,0.00011070907230518108,0.0017704256564945707,0.0,0.7156205565711963,794.6666666666666,0.44222807368759365,0.3164675002237238,0.7156205565711963,794.6666666666666
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case1,full,285000001;285000002;285000003,3,1649.0,3.0,1649.0,3.0,1.0,CW,0.08947796059313427,0.004429057071505901,0.0,0.0,3.541250371153996e-07,0.0014389837715792773,0.0029897191748895087,0.0,0.0,0.005816278253214476,0.0,0.08947796059313427,1.6101801895161976e-07,0.0028094190481901976,0.003006698187005328,0.013311928616000121,-0.08947796059313427,0.0013872211817085756,0.0,0.08947796059313427,-1.9310701816377988e-07,0.0013704352766109205,1.697901211581892e-05,0.013311928616000121,0.08947796059313427,167.66666666666666,0.14814411795504653,0.013255633548486289,0.08947796059313427,167.66666666666666
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case1,full,285000001;285000002;285000003,3,1649.0,3.0,1649.0,3.0,1.0,WC,0.0,0.009222919132061549,0.0,0.06652447694495227,0.0,0.006532115806872976,0.002690803325188574,0.004944844109985095,0.06652447694495227,0.007166102120826707,0.0,0.0,0.0,0.002982337638080529,0.004183764482746178,0.0,0.06652447694495227,-0.0020568170112348423,0.0,-0.06652447694495227,0.0,-0.003549778168792447,0.0014929611575576042,-0.004944844109985095,0.06652447694495227,54.666666666666664,0.07375369156893276,0.0049064257543825875,0.06652447694495227,54.666666666666664
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case1,full,285000001;285000002;285000003,3,1649.0,3.0,1649.0,3.0,1.0,WW,0.0,0.021292972228594206,0.0,0.12837700589071704,0.0,0.017735959539786735,0.0035570126888074677,0.006304029153093794,0.0,0.017567842712798435,0.0,0.12837700589071704,0.0,0.01521447619667318,0.0023533665161252553,0.006232657375409306,0.0,-0.00372512951579577,0.0,0.0,0.0,-0.0025214833431135577,-0.0012036461726822126,-7.137177768448765e-05,0.12837700589071704,632.0,0.048140459800068335,0.0061801280913352,0.12837700589071704,632.0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case2,full,285000001;285000002;285000003,3,1648.0,3.0,1648.0,3.0,1.0,CC,0.5044688198253098,0.06783488959676144,0.0,0.0,9.663130592579014e-07,0.02523448723429753,0.04259943604940464,0.0,0.5044688198253098,0.06633652563260978,0.0,0.0,1.0830236492677738e-06,0.027164952516255874,0.03917049009270463,0.0,0.0,-0.0014983639641516615,0.0,0.0,1.1671059000987218e-07,0.001930465281958339,-0.003428945956700009,0.0,0.5044688198253098,572.6666666666666,0.5222461611606491,0.2634569045790112,0.5044688198253098,572.6666666666666
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case2,full,285000001;285000002;285000003,3,1648.0,3.0,1648.0,3.0,1.0,CW,0.14676010562665043,0.006069188487135036,0.0,0.0,0.0,0.0020015606373301976,0.004067627849804838,0.0,0.0,0.009366735798352588,0.0,0.14676010562665043,0.0,0.0042423624034512745,0.005124373394901313,0.016410812413702968,-0.14676010562665043,0.003297547311217552,0.0,0.14676010562665043,0.0,0.0022408017661210765,0.0010567455450964747,0.016410812413702968,0.14676010562665043,85.0,0.08745673948505757,0.012835160324589498,0.14676010562665043,85.0
