baseline_family,candidate_family,contrast,group,scope,seed,episodes,normalization_rows,normalization_supported_episodes,rows,supported_episodes,weight_mass,cell,cell_statistics.baseline.agreement,cell_statistics.baseline.legal_centered_mse,cell_statistics.baseline.near_mixed_wrong_mass,cell_statistics.baseline.near_no_best_mass,cell_statistics.baseline.pair_mse_best_best,cell_statistics.baseline.pair_mse_best_rest,cell_statistics.baseline.pair_mse_rest_rest,cell_statistics.baseline.raw_gap,cell_statistics.candidate.agreement,cell_statistics.candidate.legal_centered_mse,cell_statistics.candidate.near_mixed_wrong_mass,cell_statistics.candidate.near_no_best_mass,cell_statistics.candidate.pair_mse_best_best,cell_statistics.candidate.pair_mse_best_rest,cell_statistics.candidate.pair_mse_rest_rest,cell_statistics.candidate.raw_gap,cell_statistics.delta.agreement,cell_statistics.delta.legal_centered_mse,cell_statistics.delta.near_mixed_wrong_mass,cell_statistics.delta.near_no_best_mass,cell_statistics.delta.pair_mse_best_best,cell_statistics.delta.pair_mse_best_rest,cell_statistics.delta.pair_mse_rest_rest,cell_statistics.delta.raw_gap,cell_statistics.mass,cell_statistics.rows,cell_statistics.teacher_margin.conditional_mean,cell_statistics.teacher_margin.contribution,cell_statistics.teacher_margin.mass,cell_statistics.teacher_margin.rows
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/period4_hold,initial,285000001,6,13,5,13,5,0.8333333333333334,WW,0.0,0.011355205548385228,0.0,0.1111111111111111,0.0,0.007729222202385699,0.003625983345999531,0.02166959974500868,0.0,0.006349466637778454,0.0,0.1111111111111111,0.0,0.004914896215865383,0.0014345704219130718,0.021669387817382812,0.0,-0.005005738910606776,0.0,0.0,0.0,-0.0028143259865203163,-0.002191412924086459,-2.1192762586844105e-07,0.1111111111111111,2,0.1950244903564453,0.021669387817382812,0.1111111111111111,2
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case0,initial,285000001,3,9,3,9,3,1.0,CC,0.5555555555555555,0.0112583362379155,0.0,0.0,0.0,0.007785598878702634,0.0034727373592128665,0.0,0.5555555555555555,0.01381678978082669,0.0,0.0,0.0,0.006195875111997237,0.007620914668829452,0.0,0.0,0.0025584535429111883,0.0,0.0,0.0,-0.0015897237667053972,0.004148177309616584,0.0,0.5555555555555555,5,0.06779022216796876,0.037661234537760414,0.5555555555555555,5
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case0,initial,285000001,3,9,3,9,3,1.0,CW,0.2222222222222222,0.003511405763371537,0.0,0.0,0.0,0.002109759424153405,0.0014016463392181322,0.0,0.0,0.009441711582540948,0.0,0.2222222222222222,0.0,0.0035013623116052863,0.005940349270935661,0.010872734917534722,-0.2222222222222222,0.0059303058191694106,0.0,0.2222222222222222,0.0,0.0013916028874518815,0.004538702931717529,0.010872734917534722,0.2222222222222222,2,0.04892730712890625,0.010872734917534722,0.2222222222222222,2
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case0,initial,285000001,3,9,3,9,3,1.0,WC,0.0,0.0014997992390514507,0.0,0.1111111111111111,0.0,0.0012775678302811382,0.00022223140877031256,0.010567982991536459,0.1111111111111111,2.6376905427443693e-05,0.0,0.0,0.0,2.2619891751674004e-05,3.7570136757696873e-06,0.0,0.1111111111111111,-0.001473422333624007,0.0,-0.1111111111111111,0.0,-0.0012549479385294642,-0.00021847439509454288,-0.010567982991536459,0.1111111111111111,1,0.09511184692382814,0.010567982991536459,0.1111111111111111,1
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case0,initial,285000001,3,9,3,9,3,1.0,WW,0.0,0.0012610935998762015,0.0,0.1111111111111111,0.0,0.0006567890467421319,0.0006043045531340694,0.005436791314019098,0.0,0.0016360085682107538,0.0,0.1111111111111111,0.0,0.0004311118038660627,0.001204896764344691,0.005436791314019098,0.0,0.00037491496833455236,0.0,0.0,0.0,-0.00022567724287606925,0.0006005922112106216,0.0,0.1111111111111111,1,0.04893112182617188,0.005436791314019098,0.1111111111111111,1
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case1,initial,285000001,3,9,3,9,3,1.0,CC,0.5555555555555555,0.007799249526442509,0.0,0.0,0.0001301654763463173,0.004722723740239114,0.002946360309857078,0.0,0.5555555555555555,0.004557064125745253,0.0,0.0,0.0006507924828787914,0.002420390839587425,0.0014858808032790372,0.0,0.0,-0.003242185400697256,0.0,0.0,0.000520627006532474,-0.0023023329006516885,-0.0014604795065780406,0.0,0.5555555555555555,5,0.1167552947998047,0.06486405266655816,0.5555555555555555,5
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case1,initial,285000001,3,9,3,9,3,1.0,CW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case1,initial,285000001,3,9,3,9,3,1.0,WC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case1,initial,285000001,3,9,3,9,3,1.0,WW,0.0,0.025635965540888917,0.0,0.4444444444444444,0.0,0.018187112671234396,0.007448852869654528,0.0804515414767795,0.0,0.016864277707302082,0.0,0.4444444444444444,0.0,0.013583345940181365,0.0032809317671207185,0.0804515414767795,0.0,-0.008771687833586839,0.0,0.0,0.0,-0.00460376673105303,-0.0041679211025338085,0.0,0.4444444444444444,4,0.1810159683227539,0.0804515414767795,0.4444444444444444,4
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case2,initial,285000001,3,3,1,3,1,0.3333333333333333,CC,0.2222222222222222,0.011440008503838169,0.0,0.0,0.0,0.009442545334315532,0.0019974631695226382,0.0,0.2222222222222222,0.004297037531046044,0.0,0.0,0.0,0.0021921916642718823,0.0021048458667741617,0.0,0.0,-0.007142970972792126,0.0,0.0,0.0,-0.007250353670043649,0.0001073826972515235,0.0,0.2222222222222222,2,0.7690696716308594,0.1709043714735243,0.2222222222222222,2
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case2,initial,285000001,3,3,1,3,1,0.3333333333333333,CW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case2,initial,285000001,3,3,1,3,1,0.3333333333333333,WC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case2,initial,285000001,3,3,1,3,1,0.3333333333333333,WW,0.0,0.0017280928063061968,0.0,0.1111111111111111,0.0,0.001438441427006233,0.0002896513792999637,1.0596381293402777e-07,0.0,0.0003606723863703741,0.0,0.1111111111111111,0.0,0.0002869002867416586,7.37720996287155e-05,1.0596381293402777e-07,0.0,-0.0013674204199358227,0.0,0.0,0.0,-0.0011515411402645745,-0.0002158792796712482,0.0,0.1111111111111111,1,9.5367431640625e-07,1.0596381293402777e-07,0.1111111111111111,1
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case3,initial,285000001,3,9,3,9,3,1.0,CC,0.5555555555555555,0.005914746798882535,0.0,0.0,0.0006068777634532631,0.004537786170405727,0.0007700828650235458,0.0,0.5555555555555555,0.005143689225355451,0.0,0.0,0.0006187635155785958,0.002554481635898911,0.001970444073877944,0.0,0.0,-0.0007710575735270843,0.0,0.0,1.1885752125332752e-05,-0.001983304534506816,0.0012003612088543985,0.0,0.5555555555555555,5,0.10917129516601566,0.060650719536675356,0.5555555555555555,5
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case3,initial,285000001,3,9,3,9,3,1.0,CW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case3,initial,285000001,3,9,3,9,3,1.0,WC,0.0,0.004393780759781091,0.0,0.3333333333333333,0.0,0.0021994955294151928,0.0021942852303658985,0.016270955403645832,0.3333333333333333,0.0017179409742816966,0.0,0.0,0.0,0.0009659397254229892,0.0007520012488587074,0.0,0.3333333333333333,-0.0026758397854993953,0.0,-0.3333333333333333,0.0,-0.0012335558039922034,-0.0014422839815071912,-0.016270955403645832,0.3333333333333333,3,0.048811594645182296,0.0162705315483941,0.3333333333333333,3
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case3,initial,285000001,3,9,3,9,3,1.0,WW,0.0,0.0012610935998762015,0.0,0.1111111111111111,0.0,0.0006567890467421319,0.0006043045531340694,0.005436791314019098,0.0,0.0016360085682107538,0.0,0.1111111111111111,0.0,0.0004311118038660627,0.001204896764344691,0.005436791314019098,0.0,0.00037491496833455236,0.0,0.0,0.0,-0.00022567724287606925,0.0006005922112106216,0.0,0.1111111111111111,1,0.04893112182617188,0.005436791314019098,0.1111111111111111,1
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case4,initial,285000001,3,7,3,7,3,1.0,CC,0.7777777777777777,0.012173638537761792,0.0,0.0,0.0012062923816402974,0.0083286293292733,0.002638716826848193,0.0,0.7777777777777777,0.009974290552210935,0.0,0.0,0.0027830057309630417,0.005744287748585622,0.0014469970726622705,0.0,0.0,-0.0021993479855508566,0.0,0.0,0.0015767133493227448,-0.002584341580687679,-0.001191719754185922,0.0,0.7777777777777777,5,0.13885879516601565,0.10800128512912327,0.7777777777777777,5
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case4,initial,285000001,3,7,3,7,3,1.0,CW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case4,initial,285000001,3,7,3,7,3,1.0,WC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case4,initial,285000001,3,7,3,7,3,1.0,WW,0.0,0.0035814907155200773,0.0,0.2222222222222222,0.0,0.0032745133282408765,0.00030697738727920095,0.05309655931260851,0.0,0.0024931325083217518,0.0,0.2222222222222222,0.0,0.0009933194197881475,0.0014998130885336043,0.05309655931260851,0.0,-0.0010883582071983258,0.0,0.0,0.0,-0.0022811939084527288,0.0011928357012544034,0.0,0.2222222222222222,2,0.17585086822509768,0.03907797071668837,0.2222222222222222,2
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case5,initial,285000001,3,7,3,7,3,1.0,CC,0.7777777777777777,0.010334908284145664,0.0,0.0,0.0010597077904890284,0.00562163387873069,0.003653566614925946,0.0,0.7777777777777777,0.009109238177264464,0.0,0.0,0.00025755414667274736,0.005847287122207945,0.0030043969083837717,0.0,0.0,-0.0012256701068812017,0.0,0.0,-0.000802153643816281,0.00022565324347725512,-0.0006491697065421752,0.0,0.7777777777777777,5,0.2621707916259766,0.20391061570909289,0.7777777777777777,5
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case5,initial,285000001,3,7,3,7,3,1.0,CW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case5,initial,285000001,3,7,3,7,3,1.0,WC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda4/case5,initial,285000001,3,7,3,7,3,1.0,WW,0.0,0.005592979266054954,0.0,0.2222222222222222,0.0,0.003460055126165823,0.0021329241398891302,0.03291002909342448,0.0,0.00402779085490263,0.0,0.2222222222222222,0.0,0.0016418441484739154,0.002385946706428715,0.03290960523817274,0.0,-0.0015651884111523233,0.0,0.0,0.0,-0.001818210977691908,0.00025302256653958466,-4.238552517368821e-07,0.2222222222222222,2,0.14809322357177734,0.03290960523817274,0.2222222222222222,2
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,overall,postcorrection,285000001,36,10237,29,10237,29,0.8055555555555556,CC,0.4600073411805867,0.04859785592716504,0.0,0.0,1.8940147162752726e-06,0.02276738265820417,0.0258285792542446,0.0,0.4600073411805867,0.047231258140924666,0.0,0.0,1.683682220276052e-06,0.023529755163941197,0.023699819294763187,0.0,0.0,-0.00136659778624038,0.0,0.0,-2.103324959992205e-07,0.0007623725057370295,-0.0021287599594814097,0.0,0.4600073411805867,6185,0.5912629548283426,0.2719852997891632,0.4600073411805867,6185
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,overall,postcorrection,285000001,36,10237,29,10237,29,0.8055555555555556,CW,0.09390151288435603,0.005505806346419225,0.0,0.0,1.887735663924673e-07,0.0022460391471194763,0.0032595784257333556,0.0,0.0,0.010161811103328082,0.0,0.09390151288435603,7.762178622799284e-08,0.005280650889344688,0.004881082592197166,0.027821340720026715,-0.09390151288435603,0.004656004756908857,0.0,0.09390151288435603,-1.1115178016447446e-07,0.0030346117422252105,0.0016215041664638101,0.027821340720026715,0.09390151288435603,315,0.2709862964587756,0.02544602320840764,0.09390151288435603,315
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,overall,postcorrection,285000001,36,10237,29,10237,29,0.8055555555555556,WC,0.0,0.004395188525413737,0.0,0.05501983916973597,1.259442139225143e-05,0.002633379989460975,0.0017492141145605104,0.019379225793451013,0.05501983916973597,0.00324148785766373,0.0,0.0,1.1488692937657723e-05,0.0018069491406596343,0.0014230500240664376,0.0,0.05501983916973597,-0.001153700667750007,0.0,-0.05501983916973597,-1.1057284545937097e-06,-0.0008264308488013406,-0.0003261640904940729,-0.019379225793451013,0.05501983916973597,349,0.2894940379698767,0.015927915409700056,0.05501983916973597,349
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,overall,postcorrection,285000001,36,10237,29,10237,29,0.8055555555555556,WW,0.0,0.04568906381959356,0.0,0.19662686232087678,9.375165949681022e-08,0.03331783341558899,0.012371136652345072,0.07153840428892091,0.0,0.03876151052667735,0.0,0.19662686232087678,1.8786686317461682e-08,0.02662011675317692,0.01214137498681411,0.0650970152713345,0.0,-0.0069275532929162125,0.0,0.0,-7.496497317934852e-08,-0.006697716662412072,-0.00022976166553096146,-0.006441389017586403,0.19662686232087678,3388,0.2497585371737131,0.04910923750231927,0.19662686232087678,3388
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3,postcorrection,285000001,18,6755,15,6755,15,0.8333333333333334,CC,0.44201356311005435,0.05054731178022946,0.0,0.0,2.3612948528464706e-06,0.022142788735080896,0.02840216175029572,0.0,0.44201356311005435,0.04763050188592883,0.0,0.0,1.7483533408335522e-06,0.02228516279856026,0.025343590734027734,0.0,0.0,-0.002916809894300632,0.0,0.0,-6.129415120129184e-07,0.0001423740634793674,-0.0030585710162679865,0.0,0.44201356311005435,3836,0.665266874484926,0.29405698161017146,0.44201356311005435,3836
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3,postcorrection,285000001,18,6755,15,6755,15,0.8333333333333334,CW,0.14179010350578977,0.008737676756581327,0.0,0.0,3.775471327849346e-07,0.003440285205547546,0.005297014003900997,0.0,0.0,0.01418219320013073,0.0,0.14179010350578977,1.5524357245598567e-07,0.007363904426302801,0.006818133530255473,0.037990665569244686,-0.14179010350578977,0.005444516443549405,0.0,0.14179010350578977,-2.2230356032894892e-07,0.003923619220755256,0.0015211195263544772,0.037990665569244686,0.14179010350578977,101,0.2656704444025254,0.037669439810263244,0.14179010350578977,101
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3,postcorrection,285000001,18,6755,15,6755,15,0.8333333333333334,WC,0.0,0.004626838043959603,0.0,0.048548700181827116,8.269428934681856e-06,0.0027415683937537815,0.001877000221271139,0.020186042100111993,0.048548700181827116,0.003135173446021055,0.0,0.0,5.126771632738517e-08,0.0016701809859582409,0.0014649411923464868,0.0,0.048548700181827116,-0.0014916645979385476,0.0,-0.048548700181827116,-8.21816121835447e-06,-0.001071387407795541,-0.0004120590289246522,-0.020186042100111993,0.048548700181827116,148,0.36048199712914303,0.017500932399569027,0.048548700181827116,148
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3,postcorrection,285000001,18,6755,15,6755,15,0.8333333333333334,WW,0.0,0.05824275095352297,0.0,0.2009809665356621,1.8750331899362044e-07,0.04426342653116055,0.013979136919043431,0.08075856970769747,0.0,0.04900556793923969,0.0,0.2009809665356621,3.7573372634923365e-08,0.0345415793079139,0.014463951057953164,0.07588485769111582,0.0,-0.009237183014283277,0.0,0.0,-1.4992994635869705e-07,-0.009721847223246649,0.00048481413890973297,-0.004873712016581647,0.2009809665356621,2670,0.25977377862533135,0.052209585108740214,0.2009809665356621,2670
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/analytic,postcorrection,285000001,6,87,4,87,4,0.6666666666666666,CC,0.2986111111111111,0.016047586640961446,0.0,0.0,0.0,0.007204688827881195,0.008842897813080253,0.0,0.2986111111111111,0.018355261293564438,0.0,0.0,0.0,0.008864822221669967,0.009490439071894473,0.0,0.0,0.002307674652602994,0.0,0.0,0.0,0.0016601333937887727,0.0006475412588142207,0.0,0.2986111111111111,56,0.4590800207497266,0.1370863950849878,0.2986111111111111,56
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/analytic,postcorrection,285000001,6,87,4,87,4,0.6666666666666666,CW,0.2068355119825708,0.011930388986411926,0.0,0.0,0.0,0.004935805101770858,0.006994583884641068,0.0,0.0,0.020459307434014324,0.0,0.2068355119825708,0.0,0.010918461418068487,0.009540846015945839,0.060715876178803786,-0.2068355119825708,0.008528918447602398,0.0,0.2068355119825708,0.0,0.005982656316297629,0.0025462621313047692,0.060715876178803786,0.2068355119825708,7,0.2910939823097897,0.060208572866090763,0.2068355119825708,7
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/analytic,postcorrection,285000001,6,87,4,87,4,0.6666666666666666,WC,0.0,0.008493578759631793,0.0,0.05487472766884532,0.0,0.004949702044171783,0.0035438767154600103,0.03776306952786082,0.05487472766884532,0.005021474362942222,0.0,0.0,0.0,0.0028970379390307935,0.002124436423911428,0.0,0.05487472766884532,-0.0034721043966895715,0.0,-0.05487472766884532,0.0,-0.0020526641051409893,-0.0014194402915485823,-0.03776306952786082,0.05487472766884532,9,0.5452713291934937,0.029921615695122278,0.05487472766884532,9
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/analytic,postcorrection,285000001,6,87,4,87,4,0.6666666666666666,WW,0.0,0.017637150953239873,0.0,0.10634531590413943,0.0,0.011233364873587795,0.006403786079652077,0.06683717320687371,0.0,0.020542260603841223,0.0,0.10634531590413943,0.0,0.012748049438786201,0.0077942111650550205,0.05830950135758759,0.0,0.00290510965060135,0.0,0.0,0.0,0.0015146845651984062,0.0013904250854029432,-0.008527671849286114,0.10634531590413943,15,0.37387216289583763,0.039759553270921726,0.10634531590413943,15
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/neural,postcorrection,285000001,6,82,5,82,5,0.8333333333333334,CC,0.45230158730158726,0.04976685200917245,0.0,0.0,0.0,0.03115812101574374,0.018608730993428715,0.0,0.45230158730158726,0.05492519787053005,0.0,0.0,0.0,0.03185937874276995,0.0230658191277601,0.0,0.0,0.005158345861357597,0.0,0.0,0.0,0.0007012577270262072,0.004457088134331388,0.0,0.45230158730158726,55,0.6059840958794914,0.2740875684458112,0.45230158730158726,55
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/neural,postcorrection,285000001,6,82,5,82,5,0.8333333333333334,CW,0.1985714285714286,0.011340939158104144,0.0,0.0,0.0,0.00406770787718091,0.007273231280923234,0.0,0.0,0.019792948234185957,0.0,0.1985714285714286,0.0,0.010263238215386437,0.009529710018799516,0.045953826790764214,-0.1985714285714286,0.008452009076081811,0.0,0.1985714285714286,0.0,0.006195530338205528,0.0022564787378762828,0.045953826790764214,0.1985714285714286,6,0.2314221493060068,0.045953826790764214,0.1985714285714286,6
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/neural,postcorrection,285000001,6,82,5,82,5,0.8333333333333334,WC,0.0,0.0012776846802777678,0.0,0.02666666666666667,0.0,0.0004212652927435556,0.0008564193875342123,0.006860694885253906,0.02666666666666667,0.001545249770845961,0.0,0.0,0.0,0.0006044084448179395,0.0009408413260280213,0.0,0.02666666666666667,0.0002675650905681929,0.0,-0.02666666666666667,0.0,0.00018314315207438388,8.442193849380903e-05,-0.006860694885253906,0.02666666666666667,4,0.2572760581970215,0.006860694885253906,0.02666666666666667,4
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/neural,postcorrection,285000001,6,82,5,82,5,0.8333333333333334,WW,0.0,0.06701630339583135,0.0,0.1557936507936508,0.0,0.04748927635693426,0.019527027038897086,0.13427008371504526,0.0,0.054404708975671394,0.0,0.1557936507936508,0.0,0.034471836848478224,0.01993287212719317,0.12804075119987365,0.0,-0.012611594420159961,0.0,0.0,0.0,-0.013017439508456038,0.00040584508829608453,-0.006229332515171594,0.1557936507936508,17,0.5802754801994553,0.09040323552631196,0.1557936507936508,17
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/period4_hold,postcorrection,285000001,6,6586,6,6586,6,1.0,CC,0.5751279909174646,0.08582749669055449,0.0,0.0,7.083884558539412e-06,0.02806555636161775,0.057754856444378194,0.0,0.5751279909174646,0.069611046493692,0.0,0.0,5.245060022500657e-06,0.02613128743124087,0.043474514002428626,0.0,0.0,-0.01621645019686249,0.0,0.0,-1.8388245360387553e-06,-0.0019342689303768776,-0.014280342441949567,0.0,0.5751279909174646,3725,0.8189428939954119,0.4709969812997154,0.5751279909174646,3725
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/period4_hold,postcorrection,285000001,6,6586,6,6586,6,1.0,CW,0.019963369963369965,0.002941702125227911,0.0,0.0,1.1326413983548037e-06,0.00131734263769087,0.0016232268461386864,0.0,0.0,0.0022943239321919144,0.0,0.019963369963369965,4.65730717367957e-07,0.0009100136454534808,0.0013838445560210655,0.007302293738166055,-0.019963369963369965,-0.0006473781930359969,0.0,0.019963369963369965,-6.669106809868468e-07,-0.00040732899223738924,-0.0002393822901176209,0.007302293738166055,0.019963369963369965,88,0.3429240547310443,0.0068459197739347685,0.019963369963369965,88
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/period4_hold,postcorrection,285000001,6,6586,6,6586,6,1.0,WC,0.0,0.004109250691969247,0.0,0.06410470620996937,2.4808286804045567e-05,0.002853737844346007,0.0012307045608191947,0.015934361887221252,0.06410470620996937,0.002838796204274982,0.0,0.0,1.538031489821555e-07,0.001509096574025989,0.0013295458271000112,0.0,0.06410470620996937,-0.0012704544876942644,0.0,-0.06410470620996937,-2.4654483655063412e-05,-0.0013446412703200178,9.884126628081653e-05,-0.015934361887221252,0.06410470620996937,135,0.24523139637891503,0.015720486618330896,0.06410470620996937,135
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/period4_hold,postcorrection,285000001,6,6586,6,6586,6,1.0,WW,0.0,0.0900747985114977,0.0,0.3408039329091961,5.625099569808613e-07,0.07406763836295958,0.01600659763858113,0.04116845220117344,0.0,0.07206973423820648,0.0,0.3408039329091961,1.1272011790477011e-07,0.05640485163647727,0.015664769881611303,0.04130432051588621,0.0,-0.01800506427329122,0.0,0.0,-4.4978983907609114e-07,-0.01766278672648232,-0.00034182775696982884,0.0001358683147127665,0.3408039329091961,2638,0.07765745630652261,0.02646596652898696,0.3408039329091961,2638
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case0,postcorrection,285000001,3,1697,3,1697,3,1.0,CC,0.6217663817663818,0.06449333383697026,0.0,0.0,2.4558584108590546e-06,0.02349466848930767,0.04099620948925172,0.0,0.6217663817663818,0.05951476934690202,0.0,0.0,1.7653374580205532e-06,0.024362498156123607,0.03515050585332039,0.0,0.0,-0.004978564490068236,0.0,0.0,-6.905209528385013e-07,0.000867829666815938,-0.0058457036359313265,0.0,0.6217663817663818,1092,0.60055713292509,0.3734062355828252,0.6217663817663818,1092
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case0,postcorrection,285000001,3,1697,3,1697,3,1.0,CW,0.04396609926021691,0.0037706271761965542,0.0,0.0,0.0,0.0022516137480258123,0.0015190134281707422,0.0,0.0,0.004384979586449332,0.0,0.04396609926021691,0.0,0.0029056993125773875,0.0014792802738719444,0.025994740876596898,-0.04396609926021691,0.0006143524102527777,0.0,0.04396609926021691,0.0,0.0006540855645515752,-3.9733154298797684e-05,0.025994740876596898,0.04396609926021691,10,0.5681680811236837,0.02498013425117085,0.04396609926021691,10
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case0,postcorrection,285000001,3,1697,3,1697,3,1.0,WC,0.0,0.006513627401472655,0.0,0.07907586966410496,0.0,0.0043453694709111946,0.00216825793056146,0.033194586816108373,0.07907586966410496,0.004545113708076061,0.0,0.0,0.0,0.0025537535778307713,0.00199136013024529,0.0,0.07907586966410496,-0.001968513693396593,0.0,-0.07907586966410496,0.0,-0.001791615893080423,-0.00017689780031617018,-0.033194586816108373,0.07907586966410496,41,0.40212218806169414,0.03179816173221123,0.07907586966410496,41
