baseline_family,candidate_family,contrast,group,normalization_scope,phase,seeds,episodes,normalization_rows,normalization_supported_episodes,rows,supported_episodes,weight_mass,cell,cell_statistics.baseline.agreement,cell_statistics.baseline.legal_centered_mse,cell_statistics.baseline.near_mixed_wrong_mass,cell_statistics.baseline.near_no_best_mass,cell_statistics.baseline.pair_mse_best_best,cell_statistics.baseline.pair_mse_best_rest,cell_statistics.baseline.pair_mse_rest_rest,cell_statistics.baseline.raw_gap,cell_statistics.candidate.agreement,cell_statistics.candidate.legal_centered_mse,cell_statistics.candidate.near_mixed_wrong_mass,cell_statistics.candidate.near_no_best_mass,cell_statistics.candidate.pair_mse_best_best,cell_statistics.candidate.pair_mse_best_rest,cell_statistics.candidate.pair_mse_rest_rest,cell_statistics.candidate.raw_gap,cell_statistics.delta.agreement,cell_statistics.delta.legal_centered_mse,cell_statistics.delta.near_mixed_wrong_mass,cell_statistics.delta.near_no_best_mass,cell_statistics.delta.pair_mse_best_best,cell_statistics.delta.pair_mse_best_rest,cell_statistics.delta.pair_mse_rest_rest,cell_statistics.delta.raw_gap,cell_statistics.mass,cell_statistics.rows,cell_statistics.teacher_margin.conditional_mean,cell_statistics.teacher_margin.contribution,cell_statistics.teacher_margin.mass,cell_statistics.teacher_margin.rows
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/analytic,full,initial,285000001;285000002;285000003,6,103.0,6.0,16.0,6.0,0.5109831491410438,WC,0.0,0.004486019295679691,0.0,0.03818241318241319,0.0,0.003758567183214198,0.0007274521124654936,0.010624748257738141,0.03818241318241319,0.0034190286476476627,0.0,0.0,0.0,0.001425025105147404,0.001994003542500259,0.0,0.03818241318241319,-0.001066990648032029,0.0,-0.03818241318241319,0.0,-0.002333542078066794,0.0012665514300347653,-0.010624748257738141,0.03818241318241319,2.0,0.2782628800065444,0.010624748257738141,0.03818241318241319,2.0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/analytic,full,initial,285000001;285000002;285000003,6,103.0,6.0,16.0,6.0,0.5109831491410438,WW,0.0,0.010034293080963841,0.0,0.03846153846153846,0.0,0.008661238004787129,0.0013730550761767112,0.03222680974889685,0.0,0.006156030576898119,0.0,0.03846153846153846,0.0,0.004447941133103506,0.001708089443794614,0.03222680974889685,0.0,-0.003878262504065722,0.0,0.0,0.0,-0.004213296871683624,0.00033503436761790276,0.0,0.03846153846153846,1.0,0.4790978961520725,0.018426842159695093,0.03846153846153846,1.0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/neural,full,initial,285000001;285000002;285000003,6,100.0,6.0,18.0,6.0,0.42684331797235026,CC,0.3104412015702338,0.012096014133209924,0.0,0.0,0.00015846209410793572,0.004585629436196653,0.007351922602905336,0.0,0.3104412015702338,0.009822996416684169,0.0,0.0,0.00035101540117283203,0.004220162597627075,0.005251818417884263,0.0,0.0,-0.0022730177165257554,0.0,0.0,0.0001925533070648963,-0.0003654668385695786,-0.002100104185021073,0.0,0.3104412015702338,13.666666666666666,0.4077132998868842,0.1265710067130494,0.3104412015702338,13.666666666666666
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/neural,full,initial,285000001;285000002;285000003,6,100.0,6.0,18.0,6.0,0.42684331797235026,CW,0.009259259259259259,4.3277662442033336e-05,0.0,0.0,0.0,1.0946147511564024e-05,3.233151493046931e-05,0.0,0.0,0.00014360390541504577,0.0,0.009259259259259259,0.0,8.620906092999732e-05,5.7394844485048466e-05,4.415158872251157e-09,-0.009259259259259259,0.00010032624297301244,0.0,0.009259259259259259,0.0,7.526291341843328e-05,2.506332955457916e-05,4.415158872251157e-09,0.009259259259259259,0.3333333333333333,4.76837158203125e-07,4.415158872251157e-09,0.009259259259259259,0.3333333333333333
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/neural,full,initial,285000001;285000002;285000003,6,100.0,6.0,18.0,6.0,0.42684331797235026,WC,0.0,0.009188833153275434,0.0,0.05886243386243386,0.0,0.006782756056916357,0.002406077096359078,0.026033020524120837,0.05886243386243386,0.004740661539353747,0.0,0.0,0.0,0.002553935208311975,0.0021867263310417716,0.0,0.05886243386243386,-0.004448171613921689,0.0,-0.05886243386243386,0.0,-0.004228820848604382,-0.0002193507653173066,-0.026033020524120837,0.05886243386243386,2.6666666666666665,0.4168350991238369,0.024535928453717912,0.05886243386243386,2.6666666666666665
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/neural,full,initial,285000001;285000002;285000003,6,100.0,6.0,18.0,6.0,0.42684331797235026,WW,0.0,0.014268012494800641,0.0,0.04828042328042328,0.0,0.011743616028940205,0.002524396465860438,0.0398547403396122,0.0,0.008267809849303033,0.0,0.04828042328042328,0.0,0.0061413858685040274,0.0021264239807990072,0.03910619430441074,0.0,-0.006000202645497609,0.0,0.0,0.0,-0.005602230160436178,-0.0003979724850614308,-0.0007485460352014618,0.04828042328042328,1.3333333333333333,0.5241508875807671,0.02530622671520899,0.04828042328042328,1.3333333333333333
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/period4_hold,full,initial,285000001;285000002;285000003,6,6604.0,6.0,18.0,6.0,0.051723819548316806,CC,0.045178578390034814,0.0006479262554918135,0.0,0.0,5.3270804142955386e-05,0.00045625255937659705,0.00013840289197226106,0.0,0.045178578390034814,0.0007698668620876168,0.0,0.0,8.896767084055498e-05,0.000573992115673933,0.00010690707557312882,0.0,0.0,0.00012194060659580332,0.0,0.0,3.569686669759959e-05,0.00011773955629733595,-3.149581639913223e-05,0.0,0.045178578390034814,13.666666666666666,0.2089300423520826,0.009439162296436857,0.045178578390034814,13.666666666666666
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/period4_hold,full,initial,285000001;285000002;285000003,6,6604.0,6.0,18.0,6.0,0.051723819548316806,CW,0.0032895479269641364,6.862476224416412e-05,0.0,0.0,3.9711685798414136e-07,3.670691874311963e-05,3.1520726643060355e-05,0.0,0.0,9.335820825214109e-05,0.0,0.0032895479269641364,2.0681708592123413e-07,7.455936341892328e-05,1.8592027747296567e-05,0.0011392660227303396,-0.0032895479269641364,2.4733446007976965e-05,0.0,0.0032895479269641364,-1.9029977206290725e-07,3.785244467580365e-05,-1.2928698895763788e-05,0.0011392660227303396,0.0032895479269641364,2.3333333333333335,0.346329054333538,0.0011392660227303396,0.0032895479269641364,2.3333333333333335
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/period4_hold,full,initial,285000001;285000002;285000003,6,6604.0,6.0,18.0,6.0,0.051723819548316806,WC,0.0,4.943753431968704e-06,0.0,6.770939129257228e-05,4.202514822291377e-09,4.711045215189034e-06,2.285057019573787e-07,2.766754867922551e-05,6.770939129257228e-05,3.442726428785886e-06,0.0,0.0,1.6256409731641846e-10,3.370663769751745e-06,7.19000949368247e-08,0.0,6.770939129257228e-05,-1.501027003182818e-06,0.0,-6.770939129257228e-05,-4.0399507249749585e-09,-1.3403814454372888e-06,-1.56605607020554e-07,-2.766754867922551e-05,6.770939129257228e-05,0.6666666666666666,0.40862202644348156,2.766754867922551e-05,6.770939129257228e-05,0.6666666666666666
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/period4_hold,full,initial,285000001;285000002;285000003,6,6604.0,6.0,18.0,6.0,0.051723819548316806,WW,0.0,0.00023919992205295344,0.0,0.003187983840025278,2.112499589814989e-05,0.00017867906605344182,3.939586010136171e-05,0.0011228562090142733,0.0,0.00018077402651149108,0.0,0.003187983840025278,1.3822587223409228e-06,0.00015708121732559667,2.231055046355349e-05,0.0011228562090142733,0.0,-5.8425895541462334e-05,0.0,0.0,-1.9742737175808967e-05,-2.1597848727845145e-05,-1.7085309637808222e-05,0.0,0.003187983840025278,1.3333333333333333,0.3480193517904366,0.0011094800695239842,0.003187983840025278,1.3333333333333333
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case0,full,initial,285000001;285000002;285000003,3,1706.0,3.0,9.0,3.0,0.06335069726294588,CC,0.05624402150910377,0.0012458540872188168,0.0,0.0,3.556029258018566e-05,0.0006089735937660994,0.0006013202008725318,0.0,0.05624402150910377,0.0008490575938300398,0.0,0.0,0.00013840196175640335,0.0004794058837628501,0.0002312497483107864,0.0,0.0,-0.0003967964933887771,0.0,0.0,0.00010284166917621768,-0.00012956771000324926,-0.0003700704525617454,0.0,0.05624402150910377,7.666666666666667,0.1703968976246267,0.009583806775084058,0.05624402150910377,7.666666666666667
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case0,full,initial,285000001;285000002;285000003,3,1706.0,3.0,9.0,3.0,0.06335069726294588,CW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case0,full,initial,285000001;285000002;285000003,3,1706.0,3.0,9.0,3.0,0.06335069726294588,WC,0.0,6.584823972423865e-05,0.0,0.007038966362549544,0.0,4.933724193680508e-05,1.6510997787433575e-05,0.001030864509457098,0.007038966362549544,1.682205738151871e-05,0.0,0.0,0.0,7.271570382533203e-06,9.550486998985511e-06,0.0,0.007038966362549544,-4.9026182342719945e-05,0.0,-0.007038966362549544,0.0,-4.206567155427187e-05,-6.960510788448062e-06,-0.001030864509457098,0.007038966362549544,1.0,0.14645112028688748,0.001030864509457098,0.007038966362549544,1.0
innovation_shared_mse,innovation_shared_aux,innovation.shared_mse_to_shared_aux,lambda3/case0,full,initial,285000001;285000002;285000003,3,1706.0,3.0,9.0,3.0,0.06335069726294588,WW,0.0,4.0654943773717955e-06,0.0,6.770939129257228e-05,0.0,1.9579713663084532e-06,2.1075230110633427e-06,1.1439442561938224e-05,0.0,3.7676022033740456e-07,0.0,6.770939129257228e-05,0.0,3.154064692705623e-07,6.13537510668423e-08,1.1439442561938224e-05,0.0,-3.68873415703439e-06,0.0,0.0,0.0,-1.6425648970378907e-06,-2.0461692599965004e-06,0.0,6.770939129257228e-05,0.3333333333333333,0.16894912719726565,1.1439442561938224e-05,6.770939129257228e-05,0.3333333333333333
