family,group,scope,seed,episodes,max_residuals.pair_mse,max_residuals.strict_margin,metrics.agreement,metrics.first_argmin_match,metrics.legal_centered_mse,metrics.near_all_best_mass,metrics.near_mixed_correct_mass,metrics.near_mixed_wrong_mass,metrics.near_no_best_mass,metrics.pair_mse_best_best,metrics.pair_mse_best_rest,metrics.pair_mse_rest_rest,metrics.raw_gap,metrics.selection_differs_from_strict_mass,metrics.strict_argmin_error_difference,metrics.strict_argmin_prediction_margin,metrics.strict_argmin_raw_gap,rows,supported_episodes,teacher_margin.conditional_mean,teacher_margin.contribution,teacher_margin.mass,teacher_margin.rows,weight_mass
hold,lambda3/case5,postcorrection,,3,0.0,0.0,0.06666666666666667,0.06666666666666667,0.1388616646460124,0.06666666666666667,0.0,0.022222222222222223,0.24444444444444444,2.5263741715914674e-15,0.07406859976612033,0.06479306487988955,0.2894283241695828,0.0,-0.42859933111402726,-0.13917100694444445,0.2894283241695828,15,1,0.3059002399444581,0.10196674664815268,0.3333333333333333,15,0.3333333333333333
hold,lambda4,postcorrection,,18,0.0,0.0,0.27216999050332386,0.27216999050332386,0.22838149690324025,0.2699138515805182,0.0022561389228055893,0.0,0.505607787274454,7.711764870547825e-18,0.14039154845264779,0.0879899484505925,0.35927480520386657,0.0,-0.5921078499454994,-0.23283304474163277,0.35927480520386657,3482,14,0.4159285880019896,0.3235000128904364,0.7777777777777778,3482,0.7777777777777778
hold,lambda4/analytic,postcorrection,,6,0.0,0.0,0.34953703703703703,0.34953703703703703,0.19876803709220062,0.34953703703703703,0.0,0.0,0.4837962962962963,0.0,0.1495992352514378,0.04916880184076281,0.23742263515790304,0.0,-0.5382615681047792,-0.30083893294687625,0.23742263515790304,99,5,0.3801871485180325,0.31682262376502707,0.8333333333333334,99,0.8333333333333334
hold,lambda4/neural,postcorrection,,6,0.0,0.0,0.2490079365079365,0.2490079365079365,0.1879224149718531,0.2490079365079365,0.0,0.0,0.5843253968253969,0.0,0.11085350467820905,0.07706891029364403,0.3227914526822075,0.0,-0.5464921965012475,-0.22370074381903995,0.3227914526822075,61,5,0.39443926499003457,0.32869938749169547,0.8333333333333334,61,0.8333333333333334
hold,lambda4/period4_hold,postcorrection,,6,0.0,0.0,0.21796499796499794,0.21796499796499794,0.2984540386456671,0.21119658119658122,0.006768416768416768,0.0,0.4487016687016687,2.3135294611643473e-17,0.16072190542829642,0.13773213321737068,0.5176103277714892,0.0,-0.6915697852304712,-0.17395945745898203,0.5176103277714892,3322,4,0.48746704112188,0.32497802741458665,0.6666666666666666,3322,0.6666666666666666
hold,lambda4/case0,postcorrection,,3,0.0,0.0,0.5681216931216931,0.5681216931216931,0.11427103942973486,0.5681216931216931,0.0,0.0,0.4318783068783068,0.0,0.07026758902985619,0.044003450399878664,0.20577152538551854,0.0,-0.3598543348766508,-0.15408280949113232,0.20577152538551854,114,3,0.29143181679740787,0.29143181679740787,1.0,114,1.0
hold,lambda4/case1,postcorrection,,3,0.0,0.0,0.3705555555555556,0.3705555555555556,0.13523772282448376,0.3572222222222223,0.013333333333333334,0.0,0.6294444444444445,0.0,0.08441832167010445,0.05081940115437931,0.28314645489056905,0.0,-0.4607602054542965,-0.1776137505637275,0.28314645489056905,53,3,0.32294171161121793,0.32294171161121793,1.0,53,1.0
hold,lambda4/case2,postcorrection,,3,0.0,0.0,0.16666666666666666,0.16666666666666666,0.1941915585757054,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.17481267965144318,0.019378878924262228,0.1506930192311605,0.0,-0.4272464911142985,-0.276553471883138,0.1506930192311605,2,1,0.8100109100341797,0.2700036366780599,0.3333333333333333,2,0.3333333333333333
hold,lambda4/case3,postcorrection,,3,0.0,0.0,0.44546194546194545,0.44546194546194545,0.4521208839219319,0.44546194546194545,0.0,0.0,0.5545380545380546,0.0,0.2829698928098073,0.16915099111212464,0.6639285272197312,0.0,-1.078197632638429,-0.4142691054186978,0.6639285272197312,1661,3,0.5517800985481082,0.5517800985481082,1.0,1661,1.0
hold,lambda4/case4,postcorrection,,3,0.0,0.0,0.047619047619047616,0.047619047619047616,0.17191700486345207,0.047619047619047616,0.0,0.0,0.6190476190476191,0.0,0.08197901713848632,0.08993798772496575,0.32594231196812223,0.0,-0.48396435238066177,-0.15802204041253953,0.32594231196812223,11,2,0.2778713362557548,0.1852475575038365,0.6666666666666666,11,0.6666666666666666
hold,lambda4/case5,postcorrection,,3,0.0,0.0,0.034595034595034595,0.034595034595034595,0.3025507718041337,0.03439153439153439,0.0002035002035002035,0.0,0.6320716320716321,4.6270589223286945e-17,0.1479017904161892,0.15464898138794442,0.526166992528098,0.0,-0.7426240832086594,-0.21645709068056138,0.526166992528098,1641,2,0.4793928843059819,0.31959525620398793,0.6666666666666666,1641,0.6666666666666666
hold,overall,post_age1,,36,0.0,0.0,0.43504103920770587,0.43504103920770587,0.11472979873924029,0.4319037444037444,0.0031372948039614704,0.005341880341880342,0.36517263600596933,7.229779566138585e-19,0.05020313222163532,0.06452666651760496,0.22440765760571127,0.0,-0.30051077686653516,-0.07610311926082393,0.22440765760571127,3421,29,0.4459472202897338,0.35923526078895224,0.8055555555555556,3421,0.8055555555555556
hold,lambda3,post_age1,,18,0.0,0.0,0.4749592999593,0.4749592999593,0.15932927007944445,0.4749592999593,0.0,0.010683760683760684,0.3476902726902727,1.445955913227717e-18,0.06514042520517488,0.09418884487426954,0.29841100380275454,0.0,-0.369512071608365,-0.07110106780561044,0.29841100380275454,2257,15,0.5097150998965578,0.42476258324713156,0.8333333333333334,2257,0.8333333333333334
hold,lambda3/analytic,post_age1,,6,0.0,0.0,0.4861111111111111,0.4861111111111111,0.07917384868267065,0.4861111111111111,0.0,0.0,0.18055555555555555,0.0,0.03457124824419289,0.04460260043847775,0.09259802765316433,0.0,-0.1476323538356357,-0.05503432618247139,0.09259802765316433,31,4,0.43187985817591346,0.28791990545060897,0.6666666666666666,31,0.6666666666666666
hold,lambda3/neural,post_age1,,6,0.0,0.0,0.638888888888889,0.638888888888889,0.12840543852293437,0.638888888888889,0.0,0.0,0.19444444444444442,0.0,0.0462149759404891,0.08219046258244526,0.08272490987071285,0.0,-0.16110109973836828,-0.07837618986765543,0.08272490987071285,30,5,0.3637093083063761,0.30309109025531344,0.8333333333333334,30,0.8333333333333334
hold,lambda3/period4_hold,post_age1,,6,0.0,0.0,0.29987789987789987,0.29987789987789987,0.2704085230327283,0.29987789987789987,0.0,0.032051282051282055,0.668070818070818,4.337867739683151e-18,0.11463505143084267,0.15577347160188562,0.7199100738843863,0.0,-0.7998027612510908,-0.0798926873667045,0.7199100738843863,2196,6,0.6832767540354724,0.6832767540354724,1.0,2196,1.0
hold,lambda3/case0,post_age1,,3,0.0,0.0,0.3555148555148555,0.3555148555148555,0.15721613503260376,0.3555148555148555,0.0,0.0036630036630036634,0.6408221408221407,8.675735479366303e-18,0.0686445944582525,0.08857154057435125,0.4342001583647039,0.0,-0.5216770473174753,-0.08747688895277149,0.4342001583647039,567,3,0.5691081978559591,0.5691081978559591,1.0,567,1.0
