family,group,scope,seed,episodes,max_residuals.pair_mse,max_residuals.strict_margin,metrics.agreement,metrics.first_argmin_match,metrics.legal_centered_mse,metrics.near_all_best_mass,metrics.near_mixed_correct_mass,metrics.near_mixed_wrong_mass,metrics.near_no_best_mass,metrics.pair_mse_best_best,metrics.pair_mse_best_rest,metrics.pair_mse_rest_rest,metrics.raw_gap,metrics.selection_differs_from_strict_mass,metrics.strict_argmin_error_difference,metrics.strict_argmin_prediction_margin,metrics.strict_argmin_raw_gap,rows,supported_episodes,teacher_margin.conditional_mean,teacher_margin.contribution,teacher_margin.mass,teacher_margin.rows,weight_mass
innovation_shared_aux,lambda3/case3,full,285000002,3,0.0,0.0,0.8811743811743812,0.8304195804195804,0.03636492997094847,0.8811743811743812,0.0,0.0,0.11882561882561882,0.0003924210363855452,0.017214990329291528,0.018757518605271393,0.008909210273250649,0.0,-0.060098125529958794,-0.051188915256708156,0.008909210273250649,89,3,0.32168532174731057,0.32168532174731057,1.0,89,1.0
innovation_shared_aux,lambda3/case4,full,285000002,3,0.0,0.0,0.6382683823237794,0.6093624499809804,0.1918952839095066,0.6382683823237794,0.0,0.0,0.3617316176762206,9.587107929700384e-05,0.10795438760917636,0.08384502522103326,0.16265464190124201,0.0,-0.3729308422768684,-0.21027620037562636,0.16265464190124201,1691,3,0.5331403580050105,0.5331403580050105,1.0,1691,1.0
innovation_shared_aux,lambda3/case5,full,285000002,3,0.0,0.0,0.6851851851851851,0.4444444444444444,0.06575546622054122,0.6851851851851851,0.0,0.0,0.3148148148148148,0.00026280524360589437,0.03910225888481437,0.026390402092120954,0.23511915295212357,0.0,-0.28152414162953693,-0.04640498867741338,0.23511915295212357,24,3,0.5088493691550361,0.5088493691550361,1.0,24,1.0
innovation_shared_aux,lambda4,full,285000002,18,0.0,0.0,0.6202429322969873,0.5371282769391367,0.08216549548587145,0.6202429322969873,0.0,0.0,0.26864595659190155,0.00031864251026294784,0.04470234491326528,0.03714450806234323,0.08145625666295725,0.0,-0.20338190249836333,-0.12192564583540608,0.08145625666295725,3526,16,0.3565107521195486,0.3168984463284876,0.8888888888888888,3526,0.8888888888888888
innovation_shared_aux,lambda4/analytic,full,285000002,6,0.0,0.0,0.773968253968254,0.7390476190476191,0.06186984848503596,0.773968253968254,0.0,0.0,0.22603174603174603,0.0003099587570042266,0.03806477277274951,0.023495116955282225,0.08253839015960694,0.0,-0.16698360026828826,-0.08444521010868133,0.08253839015960694,115,6,0.3493362753353422,0.3493362753353422,1.0,115,1.0
innovation_shared_aux,lambda4/neural,full,285000002,6,0.0,0.0,0.559296525627795,0.5240540075679395,0.0997710100703405,0.559296525627795,0.0,0.0,0.27403680770553834,9.349136754696154e-05,0.05452096077128974,0.0451565579315038,0.08244576657560629,0.0,-0.2047808933553312,-0.1223351267797249,0.08244576657560629,76,5,0.333039703745591,0.2775330864546592,0.8333333333333334,76,0.8333333333333334
innovation_shared_aux,lambda4/period4_hold,full,285000002,6,0.0,0.0,0.5274640172949131,0.3482832042018514,0.0848556279022379,0.5274640172949131,0.0,0.0,0.3058693160384202,0.0005524774062376553,0.041521301195756595,0.04278184930024367,0.07938461325365856,0.0,-0.23838121387147057,-0.15899660061781198,0.07938461325365856,3335,5,0.3885911726345538,0.3238259771954615,0.8333333333333334,3335,0.8333333333333334
innovation_shared_aux,lambda4/case0,full,285000002,3,0.0,0.0,0.5872222222222222,0.5872222222222222,0.10920747766970285,0.5872222222222222,0.0,0.0,0.41277777777777774,1.2950569953318336e-05,0.0547224911004438,0.05447203599930573,0.12963866657680936,0.0,-0.28959787951575383,-0.1599592129389445,0.12963866657680936,123,3,0.2706093676884969,0.2706093676884969,1.0,123,1.0
innovation_shared_aux,lambda4/case1,full,285000002,3,0.0,0.0,0.5709273182957394,0.5073517126148704,0.09015744418812853,0.5709273182957394,0.0,0.0,0.42907268170426066,0.00016748105334459537,0.04953736701207764,0.0404525961227063,0.15457688802067399,0.0,-0.3294358315822375,-0.1748589435615635,0.15457688802067399,62,3,0.2951180216463387,0.2951180216463387,1.0,62,1.0
innovation_shared_aux,lambda4/case2,full,285000002,3,0.0,0.0,0.26666666666666666,0.26666666666666666,0.0219325326765888,0.26666666666666666,0.0,0.0,0.06666666666666667,0.0,0.017056455754356156,0.004876076922232642,0.060277207692464196,0.0,-0.07063633600870768,-0.01035912831624349,0.060277207692464196,5,1,0.6316324234008789,0.2105441411336263,0.3333333333333333,5,0.3333333333333333
innovation_shared_aux,lambda4/case3,full,285000002,3,0.0,0.0,0.5996941128675725,0.5790706288609289,0.08451550460216667,0.5996941128675725,0.0,0.0,0.4003058871324276,2.6025999519925037e-05,0.04420443236381025,0.0402850462388365,0.05446705130362983,0.0,-0.1752317121169602,-0.12076466081333039,0.05446705130362983,1670,3,0.5002598519880259,0.5002598519880259,1.0,1670,1.0
innovation_shared_aux,lambda4/case4,full,285000002,3,0.0,0.0,0.9523809523809524,0.5380952380952381,0.06782989658815626,0.9523809523809524,0.0,0.0,0.047619047619047616,0.001636525745211007,0.033133859964103916,0.03305951087884133,0.012889226277669271,0.0,-0.12665941147577195,-0.11377018519810268,0.012889226277669271,18,3,0.18480855850946334,0.18480855850946334,1.0,18,1.0
innovation_shared_aux,lambda4/case5,full,285000002,3,0.0,0.0,0.7445663213487711,0.7443631931748934,0.11935011719048565,0.7445663213487711,0.0,0.0,0.25543367865122896,6.887169354884125e-05,0.06955946328479994,0.049721782212136856,0.07688850010649692,0.0,-0.2287302442907488,-0.15184174418425186,0.07688850010649692,1648,3,0.4400507370049746,0.4400507370049746,1.0,1648,1.0
innovation_shared_aux,overall,initial,285000002,36,0.0,0.0,0.7314814814814814,0.45370370370370366,0.020081386255985295,0.7314814814814814,0.0,0.0,0.21296296296296294,0.0011784155868491972,0.011499269612458845,0.007403701056677253,0.036291016472710505,0.0,-0.1244609797442401,-0.08816996327152958,0.036291016472710505,96,34,0.20370913486854703,0.1923919607091833,0.9444444444444444,96,0.9444444444444444
innovation_shared_aux,lambda3,initial,285000002,18,0.0,0.0,0.8333333333333334,0.5,0.025413835046360904,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0016184688245059703,0.015964046051232274,0.00783132017062266,0.0424446529812283,0.0,-0.13820113076104057,-0.09575647777981228,0.0424446529812283,52,18,0.24361453232941802,0.24361453232941802,1.0,52,1.0
innovation_shared_aux,lambda3/analytic,initial,285000002,6,0.0,0.0,0.7777777777777778,0.5,0.024861176521511652,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0014413116776350104,0.014763543223693887,0.008656321620182756,0.04824556244744194,0.0,-0.15015281571282282,-0.10190725326538086,0.04824556244744194,16,6,0.22211922539605036,0.22211922539605036,1.0,16,1.0
innovation_shared_aux,lambda3/neural,initial,285000002,6,0.0,0.0,0.8888888888888888,0.611111111111111,0.02980845987220783,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0014413116776350104,0.017960274626719612,0.010406873567853204,0.048245509465535484,0.0,-0.13148596551683214,-0.08324045605129667,0.048245509465535484,18,6,0.31041733423868817,0.31041733423868817,1.0,18,1.0
innovation_shared_aux,lambda3/period4_hold,initial,285000002,6,0.0,0.0,0.8333333333333334,0.38888888888888884,0.021571868745363234,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0019727831182478894,0.015168320303283326,0.00443076532383202,0.030842887030707467,0.0,-0.1329646110534668,-0.10212172402275933,0.030842887030707467,18,6,0.19830703735351562,0.19830703735351562,1.0,18,1.0
innovation_shared_aux,lambda3/case0,initial,285000002,3,0.0,0.0,1.0,0.6666666666666666,0.014401303918222969,1.0,0.0,0.0,0.0,0.0032668726056120554,0.009046518941431714,0.002087912371179199,0.0,0.0,-0.13199742635091147,-0.13199742635091147,0.0,9,3,0.13317786322699654,0.13317786322699654,1.0,9,1.0
innovation_shared_aux,lambda3/case1,initial,285000002,3,0.0,0.0,1.0,0.5555555555555555,0.036041728478342826,1.0,0.0,0.0,0.0,0.00106270800958757,0.018462899117808875,0.016516121350946378,0.0,0.0,-0.07640986972384982,-0.07640986972384982,0.0,9,3,0.2003728018866645,0.2003728018866645,1.0,9,1.0
innovation_shared_aux,lambda3/case2,initial,285000002,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.039005259742378624,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0007260348929839388,0.024742645193916876,0.01353657965547781,0.021950615776909724,0.0,-0.1297114690144857,-0.10776085323757595,0.021950615776909724,7,3,0.24862946404351127,0.24862946404351127,1.0,7,1.0
innovation_shared_aux,lambda3/case3,initial,285000002,3,0.0,0.0,1.0,0.5555555555555555,0.014648336636229135,1.0,0.0,0.0,0.0,0.0035857761074819593,0.009598898783022176,0.0014636617457249991,0.0,0.0,-0.15580791897243926,-0.15580791897243926,0.0,9,3,0.06085925632052951,0.06085925632052951,1.0,9,1.0
innovation_shared_aux,lambda3/case4,initial,285000002,3,0.0,0.0,1.0,0.5555555555555555,0.01242485019544246,1.0,0.0,0.0,0.0,0.00106270800958757,0.008747138286707923,0.002615003899146965,0.0,0.0,-0.07640986972384982,-0.07640986972384982,0.0,9,3,0.28999000125461155,0.28999000125461155,1.0,9,1.0
innovation_shared_aux,lambda3/case5,initial,285000002,3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.03596153130754942,0.6666666666666666,0.0,0.0,0.3333333333333333,6.71332178272779e-06,0.025186175984506082,0.01076864200126061,0.23271730211046004,0.0,-0.2588702307807075,-0.026152928670247395,0.23271730211046004,9,3,0.5286578072441949,0.5286578072441949,1.0,9,1.0
innovation_shared_aux,lambda4,initial,285000002,18,0.0,0.0,0.6296296296296295,0.4074074074074074,0.014748937465609683,0.6296296296296295,0.0,0.0,0.25925925925925924,0.0007383623491924247,0.007034493173685413,0.006976081942731846,0.030137379964192707,0.0,-0.1107208287274396,-0.0805834487632469,0.030137379964192707,44,16,0.15881556272506717,0.14116938908894858,0.8888888888888888,44,0.8888888888888888
innovation_shared_aux,lambda4/analytic,initial,285000002,6,0.0,0.0,0.7777777777777778,0.6666666666666666,0.013641735402728727,0.7777777777777778,0.0,0.0,0.2222222222222222,0.000772648681049759,0.0067082224945364845,0.006160864227142485,0.026489151848687068,0.0,-0.08701546986897786,-0.0605263180202908,0.026489151848687068,16,6,0.25325144661797416,0.25325144661797416,1.0,16,1.0
innovation_shared_aux,lambda4/neural,initial,285000002,6,0.0,0.0,0.5555555555555555,0.38888888888888884,0.013621051841517505,0.5555555555555555,0.0,0.0,0.27777777777777773,0.0004076351758360236,0.005447388614347422,0.007766028051334059,0.031469133165147566,0.0,-0.09879271189371745,-0.06732357872856988,0.031469133165147566,15,5,0.11213715871175128,0.09344763225979275,0.8333333333333334,15,0.8333333333333334
innovation_shared_aux,lambda4/period4_hold,initial,285000002,6,0.0,0.0,0.5555555555555555,0.16666666666666666,0.016984025152582818,0.5555555555555555,0.0,0.0,0.27777777777777773,0.0010348031906914912,0.008947868412172334,0.0070013535497189935,0.03245385487874349,0.0,-0.14635430441962347,-0.11390044954087998,0.03245385487874349,13,5,0.09217090606689453,0.07680908838907878,0.8333333333333334,13,0.8333333333333334
innovation_shared_aux,lambda4/case0,initial,285000002,3,0.0,0.0,0.6666666666666666,0.6666666666666666,0.015685056738018625,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.006130970296200959,0.009554086441817667,0.01630952623155382,0.0,-0.07603666517469618,-0.05972713894314236,0.01630952623155382,9,3,0.06453874376085068,0.06453874376085068,1.0,9,1.0
innovation_shared_aux,lambda4/case1,initial,285000002,3,0.0,0.0,0.5555555555555555,0.1111111111111111,0.01729780871770951,0.5555555555555555,0.0,0.0,0.4444444444444444,0.0010952792942538912,0.010267919880561749,0.00593460954289387,0.09390364752875434,0.0,-0.20302878485785592,-0.10912513732910156,0.09390364752875434,9,3,0.14531559414333767,0.14531559414333767,1.0,9,1.0
innovation_shared_aux,lambda4/case2,initial,285000002,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.007866086156399079,0.3333333333333333,0.0,0.0,0.0,0.0,0.004174727949002015,0.0036913582073970653,0.0,0.0,0.0,0.0,0.0,3,1,0.5127134323120118,0.17090447743733725,0.3333333333333333,3,0.3333333333333333
innovation_shared_aux,lambda4/case3,initial,285000002,3,0.0,0.0,0.4444444444444444,0.2222222222222222,0.0102078742791289,0.4444444444444444,0.0,0.0,0.5555555555555555,0.00023425794905860027,0.004494342460424782,0.005479273869645516,0.03770107693142361,0.0,-0.17928059895833334,-0.14157952202690974,0.03770107693142361,9,3,0.08235804239908855,0.08235804239908855,1.0,9,1.0
innovation_shared_aux,lambda4/case4,initial,285000002,3,0.0,0.0,1.0,0.4444444444444444,0.0156672024229844,1.0,0.0,0.0,0.0,0.0025269985244449344,0.00803826352841952,0.0051019403701199435,0.0,0.0,-0.1245562235514323,-0.1245562235514323,0.0,7,3,0.14707925584581164,0.14707925584581164,1.0,7,1.0
innovation_shared_aux,lambda4/case5,initial,285000002,3,0.0,0.0,0.7777777777777777,0.6666666666666666,0.02176959647941759,0.7777777777777777,0.0,0.0,0.2222222222222222,0.0005736383273971215,0.009100734927503455,0.01209522322451701,0.03291002909342448,0.0,-0.08142269982231988,-0.048512670728895396,0.03291002909342448,7,3,0.23682022094726562,0.23682022094726562,1.0,7,1.0
innovation_shared_aux,overall,postcorrection,285000002,36,0.0,0.0,0.528600160112028,0.5284984100102779,0.11627457612058716,0.528600160112028,0.0,0.0,0.27695539544352754,2.8607468663096862e-05,0.06755986513038954,0.0486861035215345,0.11830486487450528,0.0,-0.24829157207628894,-0.12998670720178365,0.11830486487450528,10237,29,0.4499608666463878,0.3624684759095902,0.8055555555555556,10237,0.8055555555555556
innovation_shared_aux,lambda3,postcorrection,285000002,18,0.0,0.0,0.576776191883261,0.5767083584820942,0.12954166206040368,0.576776191883261,0.0,0.0,0.2565571414500723,5.348353250130654e-05,0.07686144068800173,0.05262673783990065,0.12628319411550784,0.0,-0.25436404431114107,-0.12808085019563326,0.12628319411550784,6755,15,0.4817243267144927,0.40143693892874394,0.8333333333333334,6755,0.8333333333333334
innovation_shared_aux,lambda3/analytic,postcorrection,285000002,6,0.0,0.0,0.5354711328976035,0.5354711328976035,0.05869774592171408,0.5354711328976035,0.0,0.0,0.13119553376906318,0.0,0.02875945811429949,0.02993828780741459,0.06221274810808677,0.0,-0.11283980751479113,-0.050627059406704374,0.06221274810808677,87,4,0.4004642053756839,0.2669761369171226,0.6666666666666666,87,0.6666666666666666
innovation_shared_aux,lambda3/neural,postcorrection,285000002,6,0.0,0.0,0.5774603174603175,0.5774603174603175,0.15987565168624845,0.5774603174603175,0.0,0.0,0.25587301587301586,0.0,0.10594347174563849,0.053932179940609955,0.2441453957179236,0.0,-0.38718051490329564,-0.143035119185372,0.2441453957179236,82,5,0.5007663907777695,0.4173053256481413,0.8333333333333334,82,0.8333333333333334
innovation_shared_aux,lambda3/period4_hold,postcorrection,285000002,6,0.0,0.0,0.6173971252918621,0.617193625088362,0.1700515885732485,0.6173971252918621,0.0,0.0,0.38260287470813786,0.00016045059750391963,0.0958813922040672,0.07400974577167739,0.07249143852051315,0.0,-0.26307181051533657,-0.1905803719948234,0.07249143852051315,6586,6,0.520029354220968,0.520029354220968,1.0,6586,1.0
innovation_shared_aux,lambda3/case0,postcorrection,285000002,3,0.0,0.0,0.7005769829299241,0.700373482726424,0.12353070467890849,0.7005769829299241,0.0,0.0,0.2994230170700759,2.270113854611631e-06,0.07325053977012154,0.05027789479493234,0.05454802367956016,0.0,-0.20796879989032488,-0.15342077621076475,0.05454802367956016,1697,3,0.4552745856187123,0.4552745856187123,1.0,1697,1.0
innovation_shared_aux,lambda3/case1,postcorrection,285000002,3,0.0,0.0,0.8192918192918194,0.8192918192918194,0.06354751202934561,0.8192918192918194,0.0,0.0,0.1807081807081807,1.9852162156710734e-06,0.03184197211665609,0.03170355469647385,0.007922573209924818,0.0,-0.09484009486560564,-0.08691752165568084,0.007922573209924818,1640,3,0.3635385063881305,0.3635385063881305,1.0,1640,1.0
innovation_shared_aux,lambda3/case2,postcorrection,285000002,3,0.0,0.0,0.22873422873422875,0.22873422873422875,0.3031691232156912,0.22873422873422875,0.0,0.0,0.4379324379324379,2.933509896943569e-07,0.20023443737570287,0.10293439248899867,0.4561989733636209,0.0,-0.6966634628294347,-0.24046448946581367,0.4561989733636209,1641,2,0.876701663956683,0.584467775971122,0.6666666666666666,1641,0.6666666666666666
innovation_shared_aux,lambda3/case3,postcorrection,285000002,3,0.0,0.0,0.8663937621832359,0.8663937621832359,0.038598449034249686,0.8663937621832359,0.0,0.0,0.13360623781676415,0.0,0.017930375422920076,0.020668073611329604,0.010081177278336495,0.0,-0.04857759505452236,-0.038496417776185864,0.010081177278336495,80,3,0.35242879969799495,0.35242879969799495,1.0,80,1.0
innovation_shared_aux,lambda3/case4,postcorrection,285000002,3,0.0,0.0,0.6012159137159138,0.6010124135124135,0.20588475166572998,0.6012159137159138,0.0,0.0,0.3987840862840863,5.705256225215575e-06,0.11534923092941847,0.09052981548008628,0.18633082593947733,0.0,-0.40470044248755216,-0.21836961654807474,0.18633082593947733,1682,3,0.5509452192483514,0.5509452192483514,1.0,1682,1.0
innovation_shared_aux,lambda3/case5,postcorrection,285000002,3,0.0,0.0,0.24444444444444444,0.24444444444444444,0.0425194317384971,0.24444444444444444,0.0,0.0,0.08888888888888889,0.0003106472577226466,0.02256208851319133,0.019646695967583127,0.04261759122212728,0.0,-0.073433870739407,-0.03081627951727973,0.04261759122212728,15,1,0.3059002399444581,0.10196674664815268,0.3333333333333333,15,0.3333333333333333
innovation_shared_aux,lambda4,postcorrection,285000002,18,0.0,0.0,0.48042412834079495,0.4802884615384615,0.10300749018077061,0.48042412834079495,0.0,0.0,0.2973536494369828,3.7314048248871862e-06,0.05825828957277737,0.04474546920316835,0.11032653563350274,0.0,-0.24221909984143675,-0.13189256420793405,0.11032653563350274,3482,14,0.4159285880019896,0.3235000128904364,0.7777777777777778,3482,0.7777777777777778
innovation_shared_aux,lambda4/analytic,postcorrection,285000002,6,0.0,0.0,0.5509259259259259,0.5509259259259259,0.08121916709472489,0.5509259259259259,0.0,0.0,0.2824074074074074,0.0,0.052869801475779125,0.02834936561894576,0.13345882296562195,0.0,-0.2312614564542417,-0.09780263348861977,0.13345882296562195,99,5,0.3801871485180325,0.31682262376502707,0.8333333333333334,99,0.8333333333333334
innovation_shared_aux,lambda4/neural,postcorrection,285000002,6,0.0,0.0,0.5391865079365079,0.5391865079365079,0.1402562434968601,0.5391865079365079,0.0,0.0,0.2941468253968254,3.700162843805239e-06,0.07946850763263336,0.060784035701382966,0.11081743902630276,0.0,-0.2805334419485122,-0.16971600292220948,0.11081743902630276,61,5,0.39443926499003457,0.32869938749169547,0.8333333333333334,61,0.8333333333333334
innovation_shared_aux,lambda4/period4_hold,postcorrection,285000002,6,0.0,0.0,0.3511599511599512,0.35075295075295077,0.08754705995072681,0.3511599511599512,0.0,0.0,0.3155067155067155,7.494051630856321e-06,0.04243655960991962,0.045103006289176344,0.08670334490858349,0.0,-0.21486240112155638,-0.1281590562129729,0.08670334490858349,3322,4,0.48746704112188,0.32497802741458665,0.6666666666666666,3322,0.6666666666666666
innovation_shared_aux,lambda4/case0,postcorrection,285000002,3,0.0,0.0,0.5740740740740741,0.5740740740740741,0.11851933454667761,0.5740740740740741,0.0,0.0,0.4259259259259259,1.4800651375220955e-05,0.05894637584356275,0.05955815805173964,0.14181175906822166,0.0,-0.3150191319682611,-0.17320737290003943,0.14181175906822166,114,3,0.29143181679740787,0.29143181679740787,1.0,114,1.0
innovation_shared_aux,lambda4/case1,postcorrection,285000002,3,0.0,0.0,0.5847222222222223,0.5847222222222223,0.10243844055790206,0.5847222222222223,0.0,0.0,0.4152777777777778,0.0,0.05618510466042547,0.0462533358974766,0.16233732912275525,0.0,-0.3472697705692715,-0.18493244144651624,0.16233732912275525,53,3,0.32294171161121793,0.32294171161121793,1.0,53,1.0
innovation_shared_aux,lambda4/case2,postcorrection,285000002,3,0.0,0.0,0.16666666666666666,0.16666666666666666,0.04303220245687337,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.03637904746238737,0.006653154994486006,0.1506930192311605,0.0,-0.1765908400217692,-0.025897820790608723,0.1506930192311605,2,1,0.8100109100341797,0.2700036366780599,0.3333333333333333,2,0.3333333333333333
innovation_shared_aux,lambda4/case3,postcorrection,285000002,3,0.0,0.0,0.6180301180301181,0.6172161172161172,0.09903187423639732,0.6180301180301181,0.0,0.0,0.38196988196988196,5.151468408339079e-06,0.05206781965948946,0.04695890310849952,0.06159212485434904,0.0,-0.18161076343685423,-0.12001863858250521,0.06159212485434904,1661,3,0.5517800985481082,0.5517800985481082,1.0,1661,1.0
innovation_shared_aux,lambda4/case4,postcorrection,285000002,3,0.0,0.0,0.5833333333333334,0.5833333333333334,0.09007219621675437,0.5833333333333334,0.0,0.0,0.08333333333333333,0.0,0.04438641562265253,0.04568578059410183,0.022556145985921223,0.0,-0.05910809834798177,-0.03655195236206055,0.022556145985921223,11,2,0.2778713362557548,0.1852475575038365,0.6666666666666666,11,0.6666666666666666
innovation_shared_aux,lambda4/case5,postcorrection,285000002,3,0.0,0.0,0.3557183557183557,0.3557183557183557,0.16495089307001892,0.3557183557183557,0.0,0.0,0.31094831094831094,2.4363091657630835e-06,0.10158497418814665,0.06336348257270653,0.12296883553860873,0.0,-0.37371599470448286,-0.25074715916587414,0.12296883553860873,1641,2,0.4793928843059819,0.31959525620398793,0.6666666666666666,1641,0.6666666666666666
innovation_shared_aux,overall,post_age1,285000002,36,0.0,0.0,0.6309252475919143,0.6308234974901642,0.10029657143601926,0.6309252475919143,0.0,0.0,0.1746303079636413,5.815710897070805e-06,0.05022428720398769,0.050066468521134506,0.05392664227568461,0.0,-0.12173625741969163,-0.06780961514400702,0.05392664227568461,3421,29,0.4459472202897338,0.35923526078895224,0.8055555555555556,3421,0.8055555555555556
innovation_shared_aux,lambda3,post_age1,285000002,18,0.0,0.0,0.6710724460724461,0.6710724460724461,0.11091000945651884,0.6710724460724461,0.0,0.0,0.16226088726088725,9.430408731528523e-07,0.05275753386871269,0.05815153254693301,0.0737014566836372,0.0,-0.1305399741558478,-0.05683851747221061,0.0737014566836372,2257,15,0.5097150998965578,0.42476258324713156,0.8333333333333334,2257,0.8333333333333334
innovation_shared_aux,lambda3/analytic,post_age1,285000002,6,0.0,0.0,0.5694444444444444,0.5694444444444444,0.06204612956689696,0.5694444444444444,0.0,0.0,0.09722222222222221,0.0,0.029688095387978165,0.03235803417891879,0.05576022466023763,0.0,-0.09131267335679795,-0.03555244869656033,0.05576022466023763,31,4,0.43187985817591346,0.28791990545060897,0.6666666666666666,31,0.6666666666666666
innovation_shared_aux,lambda3/neural,post_age1,285000002,6,0.0,0.0,0.7277777777777777,0.7277777777777777,0.08436362598383447,0.7277777777777777,0.0,0.0,0.10555555555555556,0.0,0.040307478757863814,0.044056147225970656,0.016281973874127425,0.0,-0.03330821637754087,-0.01702624250341345,0.016281973874127425,30,5,0.3637093083063761,0.30309109025531344,0.8333333333333334,30,0.8333333333333334
innovation_shared_aux,lambda3/period4_hold,post_age1,285000002,6,0.0,0.0,0.715995115995116,0.715995115995116,0.1863202728188251,0.715995115995116,0.0,0.0,0.284004884004884,2.829122619458557e-06,0.08827702746029607,0.09804041623590957,0.14906217151654655,0.0,-0.2669990327332046,-0.11793686121665807,0.14906217151654655,2196,6,0.6832767540354724,0.6832767540354724,1.0,2196,1.0
innovation_shared_aux,lambda3/case0,post_age1,285000002,3,0.0,0.0,0.8017908017908018,0.8017908017908018,0.12384191815602745,0.8017908017908018,0.0,0.0,0.19820919820919822,2.0503547814128507e-06,0.06918235150099078,0.05465751630025523,0.10541070958293935,0.0,-0.16889012180114113,-0.06347941221820178,0.10541070958293935,567,3,0.5691081978559591,0.5691081978559591,1.0,567,1.0
innovation_shared_aux,lambda3/case1,post_age1,285000002,3,0.0,0.0,0.8608058608058609,0.8608058608058609,0.06360367312383057,0.8608058608058609,0.0,0.0,0.1391941391941392,0.0,0.0278842422124423,0.035719430911388274,0.005574601473825755,0.0,-0.0629624102141831,-0.05738780874035734,0.005574601473825755,548,3,0.4617037082475329,0.4617037082475329,1.0,548,1.0
innovation_shared_aux,lambda3/case2,post_age1,285000002,3,0.0,0.0,0.4761904761904762,0.4761904761904762,0.19634031720193437,0.4761904761904762,0.0,0.0,0.19047619047619047,0.0,0.08899656324194473,0.10734375395998967,0.1463128215518481,0.0,-0.2075338030327225,-0.061220981480874424,0.1463128215518481,547,2,0.6326320615661887,0.42175470771079243,0.6666666666666666,547,0.6666666666666666
innovation_shared_aux,lambda3/case3,post_age1,285000002,3,0.0,0.0,0.8505291005291005,0.8505291005291005,0.04613623651807281,0.8505291005291005,0.0,0.0,0.14947089947089945,0.0,0.022206577476375153,0.02392965904169766,0.008797529513243014,0.0,-0.05662028499381252,-0.0478227554805695,0.008797529513243014,28,3,0.3426652320478328,0.3426652320478328,1.0,28,1.0
innovation_shared_aux,lambda3/case4,post_age1,285000002,3,0.0,0.0,0.8371184371184371,0.8371184371184371,0.1725279603245158,0.8371184371184371,0.0,0.0,0.16288156288156289,3.607890457504263e-06,0.07302860684698317,0.09949574558707512,0.10858106313316522,0.0,-0.15579317349653976,-0.047212110363374554,0.10858106313316522,562,3,0.689074444712591,0.689074444712591,1.0,562,1.0
innovation_shared_aux,lambda3/case5,post_age1,285000002,3,0.0,0.0,0.19999999999999998,0.19999999999999998,0.06300995141473203,0.19999999999999998,0.0,0.0,0.13333333333333333,0.0,0.03524686193353996,0.02776308948119208,0.06753201484680176,0.0,-0.13144005139668782,-0.06390803654988607,0.06753201484680176,5,1,0.1928076267242432,0.06426920890808106,0.3333333333333333,5,0.3333333333333333
innovation_shared_aux,lambda4,post_age1,285000002,18,0.0,0.0,0.5907780491113824,0.5905745489078823,0.08968313341551967,0.5907780491113824,0.0,0.0,0.18699972866639533,1.0688380920988759e-05,0.04769104053926269,0.041981404495336,0.03415182786773203,0.0,-0.11293254068353543,-0.07878071281580341,0.03415182786773203,1164,14,0.3776244921395651,0.29370793833077286,0.7777777777777778,1164,0.7777777777777778
innovation_shared_aux,lambda4/analytic,post_age1,285000002,6,0.0,0.0,0.7638888888888888,0.7638888888888888,0.06318104274469416,0.7638888888888888,0.0,0.0,0.06944444444444443,0.0,0.03884911069154138,0.024331932053152785,0.018182496229807537,0.0,-0.03635377354092068,-0.018171277311113145,0.018182496229807537,34,5,0.4116061329841613,0.34300511082013446,0.8333333333333334,34,0.8333333333333334
innovation_shared_aux,lambda4/neural,post_age1,285000002,6,0.0,0.0,0.7063492063492064,0.7063492063492064,0.13574902077227305,0.7063492063492064,0.0,0.0,0.12698412698412698,1.1100488531415717e-05,0.07447195376331099,0.06126596652043065,0.03419244478619288,0.0,-0.10399094838944693,-0.06979850360325406,0.03419244478619288,22,5,0.3642881111871628,0.30357342598930237,0.8333333333333334,22,0.8333333333333334
innovation_shared_aux,lambda4/period4_hold,post_age1,285000002,6,0.0,0.0,0.3020960520960521,0.3014855514855515,0.07011933672959182,0.3020960520960521,0.0,0.0,0.3645706145706146,2.096465423155056e-05,0.02975205716293571,0.04034631491242457,0.05008054258719566,0.0,-0.19845290012023872,-0.1483723575330431,0.05008054258719566,1108,4,0.3518179172743226,0.2345452781828817,0.6666666666666666,1108,0.6666666666666666
innovation_shared_aux,lambda4/case0,post_age1,285000002,3,0.0,0.0,0.5634920634920635,0.5634920634920635,0.10387657811307306,0.5634920634920635,0.0,0.0,0.4365079365079365,4.440195412566287e-05,0.04810422012656116,0.05572795603238625,0.11780587264469693,0.0,-0.30148706738910974,-0.18368119474441288,0.11780587264469693,38,3,0.28591740415209815,0.28591740415209815,1.0,38,1.0
