family,group,scope,seeds,episodes,max_residuals.pair_mse,max_residuals.strict_margin,metrics.agreement,metrics.first_argmin_match,metrics.legal_centered_mse,metrics.near_all_best_mass,metrics.near_mixed_correct_mass,metrics.near_mixed_wrong_mass,metrics.near_no_best_mass,metrics.pair_mse_best_best,metrics.pair_mse_best_rest,metrics.pair_mse_rest_rest,metrics.raw_gap,metrics.selection_differs_from_strict_mass,metrics.strict_argmin_error_difference,metrics.strict_argmin_prediction_margin,metrics.strict_argmin_raw_gap,rows,supported_episodes,teacher_margin.conditional_mean,teacher_margin.contribution,teacher_margin.mass,teacher_margin.rows,weight_mass
innovation_shared_mse,overall,full,285000001;285000002;285000003,36,0.0,0.0,0.6546436080113844,0.596550887624165,0.10698567762515304,0.6546436080113844,0.0,0.0,0.28980083643306,0.00013775544024951717,0.06335151512873345,0.04349640705617005,0.10582568688866868,0.0,-0.2397101980987885,-0.1338845112101198,0.10582568688866868,10333.0,34.0,0.39890673816116723,0.376745252707769,0.9444444444444443,10333.0,0.9444444444444443
innovation_shared_mse,lambda3,full,285000001;285000002;285000003,18,0.0,0.0,0.7102341675464284,0.6464641732097133,0.13613003114318764,0.7102341675464284,0.0,0.0,0.2897658324535717,0.00013754294562367102,0.0815044440963204,0.05448804410124358,0.11956970833543519,0.0,-0.2841140130754078,-0.16454430473997259,0.11956970833543519,6807.0,18.0,0.4365920590870503,0.4365920590870503,1.0,6807.0,1.0
innovation_shared_mse,lambda3/analytic,full,285000001;285000002;285000003,6,0.0,0.0,0.7934224710540501,0.7139816942448521,0.07422568154124735,0.7934224710540501,0.0,0.0,0.20657752894595002,0.00015748615826257487,0.0420651666488564,0.032003028734128365,0.11099579244757739,0.0,-0.17818357322211523,-0.06718778077453784,0.11099579244757739,103.0,6.0,0.3479698356320475,0.3479698356320475,1.0,103.0,1.0
innovation_shared_mse,lambda3/neural,full,285000001;285000002;285000003,6,0.0,0.0,0.7088240314046765,0.6285202252944188,0.14150247504524174,0.7088240314046765,0.0,0.0,0.2911759685953234,0.00015846209410793572,0.09216318667444683,0.04918082627668698,0.20067036245479217,0.0,-0.35263671649562395,-0.15196635404083178,0.20067036245479217,100.0,6.0,0.44697717257908415,0.44697717257908415,1.0,100.0,1.0
innovation_shared_mse,lambda3/period4_hold,full,285000001;285000002;285000003,6,0.0,0.0,0.6284560001805584,0.5968906000898689,0.19266193684307387,0.6284560001805584,0.0,0.0,0.37154399981944164,9.668058450050246e-05,0.11028497896565798,0.08228027729291539,0.04704297010393607,0.0,-0.32152174950848417,-0.2744787794045481,0.04704297010393607,6604.0,6.0,0.5148291690500194,0.5148291690500194,1.0,6604.0,1.0
innovation_shared_mse,lambda3/case0,full,285000001;285000002;285000003,3,0.0,0.0,0.6750081891763794,0.6533496149583901,0.12743298292217353,0.6750081891763794,0.0,0.0,0.3249918108236207,4.073446844264877e-05,0.07216815428976603,0.055224094163964864,0.06726266347208863,0.0,-0.23771319967680984,-0.17045053620472125,0.06726266347208863,1706.0,3.0,0.443419692641434,0.443419692641434,1.0,1706.0,1.0
innovation_shared_mse,lambda3/case1,full,285000001;285000002;285000003,3,0.0,0.0,0.8050985171643307,0.6936488590967568,0.07491573084773984,0.8050985171643307,0.0,0.0,0.1949014828356693,0.00021152942905792915,0.041757438810766406,0.03294676260791549,0.01124887326307889,0.0,-0.12592538052546695,-0.11467650726238805,0.01124887326307889,1649.0,3.0,0.34080968761792785,0.34080968761792785,1.0,1649.0,1.0
innovation_shared_mse,lambda3/case2,full,285000001;285000002;285000003,3,0.0,0.0,0.6512289254519601,0.6511612160606676,0.22819492098483293,0.6512289254519601,0.0,0.0,0.34877107454803974,9.747180889024843e-07,0.14669365417619049,0.08150029209055358,0.22677913209468448,0.0,-0.505213749546746,-0.2784346174520616,0.22677913209468448,1648.0,3.0,0.47164792535558303,0.47164792535558303,1.0,1648.0,1.0
innovation_shared_mse,lambda3/case3,full,285000001;285000002;285000003,3,0.0,0.0,0.8337403337403337,0.7829855329855331,0.03930642866800156,0.8337403337403337,0.0,0.0,0.16625966625966626,0.00011282187541924181,0.01925824821736096,0.01993535857522136,0.019322720361557796,0.0,-0.06041644347928299,-0.041093723117725196,0.019322720361557796,89.0,3.0,0.32168532174731057,0.32168532174731057,1.0,89.0,1.0
innovation_shared_mse,lambda3/case4,full,285000001;285000002;285000003,3,0.0,0.0,0.6358352125850721,0.6161583346754508,0.24617945998465196,0.6358352125850721,0.0,0.0,0.36416478741492786,3.8818309420028e-05,0.14165017443803918,0.10449046723719276,0.17767456848211197,0.0,-0.42038030190347037,-0.2427057334213584,0.17767456848211197,1691.0,3.0,0.5331403580050105,0.5331403580050105,1.0,1691.0,1.0
